Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation;EUNIS_VGG
112;1151;1;1151;R-P22254;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario eleganti-Anthoxanthetum aristati;SE;5;60;1999;-8.061560413;42.03309657;1 - UTM1x1 + Elevation;1000;V1
113;1142;1;1142;R-P21299;V15;R1R;Weed;V15C;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario eleganti-Anthoxanthetum aristati;;0;30;1995;-7.442382618;42.64042379;1 - UTM1x1 + Elevation;440;V1
114;1706;1;1706;T-P36776;V15;R1R;Weed;V15C;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario eleganti-Anthoxanthetum aristati;;NA;50;1993;-7.526811306;42.493058;1 - UTM1x1 + Elevation;320;V1
115;1078;1;1078;Q-P10068;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Miboro minimae-Arabidopsietum thalianae;;NA;6;2000;-7.182540579;41.88849023;3 - UTM10x10 + Elevation;700;V1
116;1623;1;1623;T-P32598;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;E;NA;25;1995;-7.477027036;42.85159596;2 - UTM1x1 + Centroid;350;V1
117;1428;1;1428;T-P03503;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Cnico benedicti-Papaveretum argemones;;NA;NA;1989;-5.944573422;42.63655899;3 - UTM10x10 + Elevation;960;V1
118;1424;1;1424;T-P03482;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Triseto ovati-Arnoseridetum minimae;;NA;NA;1989;-6.579063781;42.5572459;3 - UTM10x10 + Elevation;610;V1
119;1705;1;1705;T-P36775;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario eleganti-Anthoxanthetum aristati;;0;30;1993;-7.526632876;42.55788955;1 - UTM1x1 + Elevation;360;V1
120;1429;1;1429;T-P03512;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Cnico benedicti-Papaveretum argemones;;NA;NA;1989;-6.51046248;42.59358715;3 - UTM10x10 + Elevation;600;V1
121;1624;1;1624;T-P32599;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;SE;10;40;1995;-7.610928755;42.4788936;1 - UTM1x1 + Elevation;360;V1
122;1621;1;1621;T-P32596;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;W;5;10;1995;-7.660414587;42.42466861;1 - UTM1x1 + Elevation;200;V1
123;1708;1;1708;T-P36778;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario eleganti-Anthoxanthetum aristati;S;5;50;1993;-7.278658355;42.63586337;1 - UTM1x1 + Elevation;900;V1
124;1523;1;1523;T-P15408;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Miboro minimae-Arabidopsietum thalianae;;NA;80;1986;-5.359937067;42.85001204;3 - UTM10x10 + Elevation;980;V1
125;1607;1;1607;T-P27807;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Linaria delphinoides-Anthoxanthum aristatum;S;2;NA;1958;-6.222917172;42.59484247;3 - UTM10x10 + Elevation;1090;V1
126;1719;1;1719;T-P36789;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;SE;10;40;1993;-7.60515453;42.46652156;1 - UTM1x1 + Elevation;360;V1
127;1609;1;1609;T-P27809;V15;V15;Weed;V15C;0;NA;NA;NA;Associació-Desconeguda;S;20;NA;1958;-7.455813041;42.92980784;3 - UTM10x10 + Elevation;420;V1
128;993;1;993;U-P06049;V15;V15;Ruderal;V37;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Centaureetum cyani;;NA;30;1988;-5.401025125;42.83655069;3 - UTM10x10 + Elevation;1070;V1
129;1144;1;1144;R-P21301;V15;R1R;Weed;V15C;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario eleganti-Anthoxanthetum aristati;;NA;50;1995;-7.521570042;42.48786327;1 - UTM1x1 + Elevation;320;V1
130;1707;1;1707;T-P36777;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario eleganti-Anthoxanthetum aristati;N;5;40;1993;-7.273824138;42.67205843;1 - UTM1x1 + Elevation;1000;V1
131;1044;1;1044;Q-P08739;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Centaureo cyani-Raphanetum microcarpae;;NA;80;1990;-4.77611585;42.9334869;4 - UTM10x10 + Centroid;1020;V1
132;1034;1;1034;Q-P07847;V15;V;Weed;V15C;0;NA;NA;NA;Associació-Desconeguda;;NA;NA;1953;-4.047456892;43.39183754;4 - UTM10x10 + Centroid;49;V1
133;1220;1;1220;R-P24618;V15;R1R;Weed;V15C;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario eleganti-Anthoxanthetum aristati;NW;20;2;2012;-6.63362637;42.40605506;1 - UTM1x1 + Elevation;699;V1
134;1143;1;1143;R-P21300;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario eleganti-Anthoxanthetum aristati;;0;30;1995;-7.526242786;42.55250296;1 - UTM1x1 + Elevation;360;V1
135;1259;1;1259;R-P28934;V15;V32;Weed;V15C;0;NA;NA;NA;Associació-Desconeguda;;NA;20;1982;-8.588413838;42.74676233;3 - UTM10x10 + Elevation;30;V1
136;1608;1;1608;T-P27808;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Linaria delphinoides-Anthoxanthum aristatum;;NA;NA;1958;-6.282723413;42.5733329;3 - UTM10x10 + Elevation;1070;V1
137;1051;1;1051;Q-P09951;V38;V33;Weed;V15C;0;Artemisietea vulgaris;Carthametalia lanati;Onopordion castellani;Carlino corymbosae-Carthametum lanati;W;54;4;2000;-6.80628046;41.80254728;3 - UTM10x10 + Elevation;680;V1
138;1768;1;1768;U-P10344;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linaria delphinioides-Arnoseretum;;NA;NA;1968;-8.578880115;42.47716376;3 - UTM10x10 + Elevation;235;V1
139;1611;1;1611;T-P27812;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Lathyrus aphaca y Scleranthus annuus;E;3;NA;1958;-4.528495991;42.84729103;4 - UTM10x10 + Centroid;940;V1
140;1219;1;1219;R-P24617;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario eleganti-Anthoxanthetum aristati;NW;20;10;2012;-6.640694864;42.40222875;1 - UTM1x1 + Elevation;693;V1
141;1693;1;1693;T-P33576;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;S;NA;NA;1959;-8.575063067;42.86984429;1 - UTM1x1 + Elevation;150;V1
142;1377;1;1377;S-P20388;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;E;NA;20;1972;-8.791120671;42.32617246;3 - UTM10x10 + Elevation;50;V1
143;1282;1;1282;S-P12064;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;15;1975;-6.749381121;43.56020418;3 - UTM10x10 + Elevation;55;V1
144;1281;1;1281;S-P12063;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;W;5;15;1975;-6.577896538;43.54950083;3 - UTM10x10 + Elevation;40;V1
145;1445;1;1445;T-P05149;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio (hybridi) dissecti-Panicetum crus-galli;;NA;50;1995;-3.447657776;43.44076851;3 - UTM10x10 + Elevation;10;V1
146;1439;1;1439;T-P05143;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio (hybridi) dissecti-Panicetum crus-galli;;NA;50;1995;-3.412385948;43.34185211;1 - UTM1x1 + Elevation;5;V1
147;1747;1;1747;U-P10322;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;;NA;NA;1968;-8.652913711;42.70397763;3 - UTM10x10 + Elevation;40;V1
148;1734;1;1734;T-P36804;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;50;1993;-7.388302417;42.56508219;1 - UTM1x1 + Elevation;400;V1
149;1780;1;1780;U-P10356;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;;NA;NA;1968;-8.687093349;42.54384447;3 - UTM10x10 + Elevation;112;V1
150;1773;1;1773;U-P10349;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum crus galli-Spergula arvensis;;NA;NA;1968;-8.676298664;42.58579085;3 - UTM10x10 + Elevation;40;V1
151;1735;1;1735;T-P36805;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;25;1993;-7.504256247;42.55157042;1 - UTM1x1 + Elevation;320;V1
152;1097;1;1097;Q-P10411;R36;V;Weed;V15B;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Trifolion maritimi;Trifolio fragiferi-Cynodontetum dactyli;;NA;4;2000;-6.927495113;41.85609022;3 - UTM10x10 + Elevation;590;V1
153;1781;1;1781;U-P10357;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;;NA;NA;1968;-8.885966839;43.10088069;3 - UTM10x10 + Elevation;340;V1
154;1775;1;1775;U-P10351;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum crus galli-Spergula arvensis;;NA;NA;1968;-7.833913205;43.03169631;4 - UTM10x10 + Centroid;170;V1
155;1774;1;1774;U-P10350;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum crus galli-Spergula arvensis;;NA;NA;1968;-8.594789777;42.60061542;3 - UTM10x10 + Elevation;160;V1
156;1386;1;1386;S-P20397;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SE;NA;10;1972;-8.734575875;42.42444471;3 - UTM10x10 + Elevation;150;V1
157;1338;1;1338;S-P18305;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;30;1974;-6.028245514;43.20164621;2 - UTM1x1 + Centroid;260;V1
158;1329;1;1329;S-P18293;V15;V37;Weed;V15B;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;N;50;15;1974;-5.993299718;43.19176191;3 - UTM10x10 + Elevation;360;V1
159;1782;1;1782;U-P10358;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;;NA;NA;1968;-8.63877358;42.5210343;3 - UTM10x10 + Elevation;79;V1
160;1027;1;1027;Q-P07736;V15;V;Weed;V15B;0;NA;NA;NA;Associació-Desconeguda;;NA;NA;1953;-7.089128404;43.53843902;4 - UTM10x10 + Centroid;40;V1
161;1750;1;1750;U-P10325;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;;NA;NA;1968;-8.617593729;42.63730491;3 - UTM10x10 + Elevation;220;V1
162;1633;1;1633;T-P32608;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;30;1995;-7.473098382;42.62662144;1 - UTM1x1 + Elevation;380;V1
163;1628;1;1628;T-P32603;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;30;1995;-7.501956998;42.55346164;1 - UTM1x1 + Elevation;320;V1
164;1627;1;1627;T-P32602;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;50;1995;-7.542379674;42.57347116;1 - UTM1x1 + Elevation;380;V1
165;1288;1;1288;S-P12070;V15;V15;Weed;V15B;2;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1975;-6.429127933;43.50184547;3 - UTM10x10 + Elevation;30;V1
166;1921;1;1921;S-P12073;V37;V37;Trampled;V35;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;N;5;15;1975;-6.591547598;43.53512218;4 - UTM10x10 + Centroid;96;V1
167;1285;1;1285;S-P12067;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;15;1975;-7.025712301;43.54539195;3 - UTM10x10 + Elevation;20;V1
168;1254;1;1254;R-P27092;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;SW;45;10;1985;-8.218287074;43.28101945;3 - UTM10x10 + Elevation;40;V1
169;1253;1;1253;R-P27090;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;NW;NA;20;1985;-8.730383271;42.29862745;3 - UTM10x10 + Elevation;80;V1
170;1252;1;1252;R-P27088;V38;V33;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;15;1985;-9.024891352;42.66334622;3 - UTM10x10 + Elevation;50;V1
171;1272;1;1272;S-P12054;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;10;1975;-6.640211967;43.55653445;3 - UTM10x10 + Elevation;30;V1
172;1540;1;1540;T-P22445;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-4.86319028;43.42106124;3 - UTM10x10 + Elevation;30;V1
173;1625;1;1625;T-P32600;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;60;1995;-7.620720844;42.51271099;1 - UTM1x1 + Elevation;400;V1
174;1634;1;1634;T-P32609;V15;V;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;25;1995;-7.470795558;42.62851219;1 - UTM1x1 + Elevation;380;V1
175;1528;1;1528;T-P22433;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-3.328853765;43.408756;3 - UTM10x10 + Elevation;40;V1
176;1435;1;1435;T-P03877;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Papaveretalia rhoeadis;Caucalidion;Kickxio spuriae-Nigelletum gallicae;;NA;NA;1989;-2.084300105;42.72118944;3 - UTM10x10 + Elevation;480;V1
177;1433;1;1433;T-P03872;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Gladiolo italici-Ridolfietalia segeti;Roemerion hybridae;Veronico triphylli-Cerastietum dichotomi;;NA;NA;1989;-5.321142037;42.85981026;3 - UTM10x10 + Elevation;940;V1
178;1432;1;1432;T-P03856;V15;V13;Weed;V15A;2;Papaveretea rhoeadis;Gladiolo italici-Ridolfietalia segeti;Roemerion hybridae;Veronico triphylli-Cerastietum dichotomi;;NA;NA;1989;-1.54236802;42.60930836;4 - UTM10x10 + Centroid;570;V1
179;1530;1;1530;T-P22435;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-3.477017479;43.4028313;3 - UTM10x10 + Elevation;5;V1
180;1531;1;1531;T-P22436;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-3.427544305;43.39222163;3 - UTM10x10 + Elevation;220;V1
181;1541;1;1541;T-P22446;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;20;1986;-4.841238636;43.43042106;3 - UTM10x10 + Elevation;50;V1
182;1529;1;1529;T-P22434;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;200;1986;-3.422305453;43.34901953;3 - UTM10x10 + Elevation;10;V1
183;1626;1;1626;T-P32601;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;30;1995;-7.568575781;42.56522482;2 - UTM1x1 + Centroid;320;V1
184;1028;1;1028;Q-P07737;V15;V15;Weed;V15A;0;NA;NA;NA;Associació-Desconeguda;;NA;NA;1953;-7.089128404;43.53843902;4 - UTM10x10 + Centroid;40;V1
185;1324;1;1324;S-P15115;V15;V15;Weed;V15B;0;NA;NA;NA;;;NA;100;NA;-1.808015186;43.36879982;2 - UTM1x1 + Centroid;5;V1
186;1368;1;1368;S-P20379;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;E;NA;4;1972;-8.792431791;42.1820759;3 - UTM10x10 + Elevation;50;V1
187;1690;1;1690;T-P33573;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;S;NA;NA;1959;-8.561086779;42.87772787;1 - UTM1x1 + Elevation;200;V1
188;1694;1;1694;T-P33577;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;S;NA;NA;1959;-8.57750003;42.86972523;2 - UTM1x1 + Centroid;100;V1
189;1695;1;1695;T-P33578;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;N;NA;NA;1959;-8.52298909;42.80756019;1 - UTM1x1 + Elevation;200;V1
190;1306;1;1306;S-P15097;V15;V15;Weed;V15B;0;NA;NA;NA;;;5;100;NA;-1.86345489;43.308134;1 - UTM1x1 + Elevation;100;V1
191;1632;1;1632;T-P32607;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;SW;NA;40;1995;-7.594082396;42.48137221;1 - UTM1x1 + Elevation;300;V1
192;1307;1;1307;S-P15098;V15;V15;Weed;V15B;0;NA;NA;NA;;;2;100;NA;-1.969251875;43.02998989;1 - UTM1x1 + Elevation;480;V1
193;1322;1;1322;S-P15113;V15;V;Weed;V15B;0;NA;NA;NA;;;5;100;NA;-1.506623868;42.97446032;1 - UTM1x1 + Elevation;640;V1
194;1244;1;1244;R-P24643;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Setario verticillatae-Echinochloetum crus-galli;;NA;10;2012;-6.665383717;42.3672244;1 - UTM1x1 + Elevation;948;V1
195;1087;1;1087;Q-P10078;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Comunidad de Echinochloa crus-galli y Setaria Verticillata;;NA;4;2000;-6.61857634;41.83535117;4 - UTM10x10 + Centroid;540;V1
196;1537;1;1537;T-P22442;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-4.419710551;43.36800013;3 - UTM10x10 + Elevation;5;V1
197;1542;1;1542;T-P22447;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-5.143076378;43.37113619;3 - UTM10x10 + Elevation;50;V1
198;1527;1;1527;T-P22432;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;80;1986;-3.46567853;43.2119808;3 - UTM10x10 + Elevation;280;V1
199;1037;1;1037;Q-P07852;V15;V15;Weed;V15A;0;NA;NA;NA;Associació-Desconeguda;;NA;NA;1953;-4.116472128;42.87622565;4 - UTM10x10 + Centroid;999.5;V1
200;1014;1;1014;NEW-OMAR-BA05;V15;NA;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;0;10;1981;-5.707241301;43.32530597;500;190;V1
201;1536;1;1536;T-P22441;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-3.470713616;43.22636775;3 - UTM10x10 + Elevation;280;V1
202;1287;1;1287;S-P12069;V15;V32;Weed;V15B;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;40;1975;-7.128062641;43.55794164;3 - UTM10x10 + Elevation;5;V1
203;1539;1;1539;T-P22444;V15;V;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;40;1986;-4.500212887;43.32915398;3 - UTM10x10 + Elevation;50;V1
204;1464;1;1464;T-P05168;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;10;1995;-3.599284675;43.27799351;1 - UTM1x1 + Elevation;250;V1
205;1538;1;1538;T-P22443;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-4.598229966;43.39805967;3 - UTM10x10 + Elevation;5;V1
206;1776;1;1776;U-P10352;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum crus galli-Spergula arvensis;;NA;NA;1968;-8.728173732;42.56699708;3 - UTM10x10 + Elevation;100;V1
207;1279;1;1279;S-P12061;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;15;1975;-6.618509292;43.56622759;3 - UTM10x10 + Elevation;10;V1
208;1637;1;1637;T-P32612;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;50;1995;-7.592051586;42.48685578;1 - UTM1x1 + Elevation;300;V1
209;1274;1;1274;S-P12056;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;10;1975;-6.796216075;43.5568558;3 - UTM10x10 + Elevation;20;V1
210;1278;1;1278;S-P12060;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;15;1975;-6.447541104;43.52109864;3 - UTM10x10 + Elevation;90;V1
211;1273;1;1273;S-P12055;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;10;1975;-6.578877179;43.52426077;3 - UTM10x10 + Elevation;220;V1
212;1300;1;1300;S-P15091;V15;V15;Weed;V15B;0;NA;NA;NA;;;NA;100;NA;-1.829005804;43.30418468;1 - UTM1x1 + Elevation;250;V1
213;1301;1;1301;S-P15092;V15;V15;Weed;V15B;0;NA;NA;NA;;;NA;100;NA;-1.66010672;43.13484527;1 - UTM1x1 + Elevation;190;V1
214;1305;1;1305;S-P15096;V15;V15;Weed;V15B;0;NA;NA;NA;;;NA;100;NA;-2.00549556;43.21761051;1 - UTM1x1 + Elevation;150;V1
215;1299;1;1299;S-P15090;V15;V15;Weed;V15B;0;NA;NA;NA;;;10;100;NA;-1.792742755;43.39205097;1 - UTM1x1 + Elevation;50;V1
216;1304;1;1304;S-P15095;V15;V15;Weed;V15B;0;NA;NA;NA;;;NA;200;NA;-2.415297567;43.10877959;1 - UTM1x1 + Elevation;170;V1
217;1277;1;1277;S-P12059;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;20;1975;-6.536202455;43.55620166;3 - UTM10x10 + Elevation;10;V1
