Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation;EUNIS_VGG
100;2165;1;2165;Q-P02793;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalario-Trachelietum caerulei;;NA;50;1969;-8.693960952;42.8571451;4 - UTM10x10 + Centroid;202;U3
101;2305;1;2305;T-P31624;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-4.528495991;42.84729103;4 - UTM10x10 + Centroid;1121;U3
102;2306;1;2306;T-P31625;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-4.287924398;43.0300701;4 - UTM10x10 + Centroid;1366;U3
103;2300;1;2300;T-P31619;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;4;1985-1986;-3.800447036;43.39010631;4 - UTM10x10 + Centroid;36;U3
104;2302;1;2302;T-P31621;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.800447036;43.39010631;4 - UTM10x10 + Centroid;36;U3
105;2299;1;2299;T-P31618;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;3;1985-1986;-3.665204511;43.46129774;4 - UTM10x10 + Centroid;43;U3
106;2303;1;2303;T-P31622;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.427677294;43.38332;4 - UTM10x10 + Centroid;81;U3
107;2200;1;2200;R-P15118;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Centrantho-Hypericetum hircini;;NA;20;1983;-2.258883978;43.2375421;1 - UTM1x1 + Elevation;50;U3
108;2203;1;2203;R-P15121;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalario-Trachelietum caerulei;;NA;30;1983;-2.417618905;43.12319923;1 - UTM1x1 + Elevation;150;U3
109;2201;1;2201;R-P15119;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalario-Trachelietum caerulei;;NA;10;1983;-2.415194685;43.11958492;1 - UTM1x1 + Elevation;140;U3
110;2304;1;2304;T-P31623;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;3;1985-1986;-3.455098968;43.45524153;4 - UTM10x10 + Centroid;41;U3
111;2180;1;2180;R-P07595;U37;H32d;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Polypodion serrati;S;NA;2;1949;-2.701623837;43.38536069;4 - UTM10x10 + Centroid;149;U3
112;2194;1;2194;R-P15111;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;20;1983;-2.388716189;43.31033991;2 - UTM1x1 + Centroid;20;U3
113;2193;1;2193;R-P15110;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;20;1983;-2.388716189;43.31033991;2 - UTM1x1 + Centroid;20;U3
114;2191;1;2191;R-P15108;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;40;1983;-2.409306852;43.22040833;1 - UTM1x1 + Elevation;100;U3
115;2186;1;2186;R-P15103;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;30;1983;-2.401567201;43.25638684;2 - UTM1x1 + Centroid;80;U3
116;2192;1;2192;R-P15109;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1983;-2.364084359;43.30661043;1 - UTM1x1 + Elevation;20;U3
117;2188;1;2188;R-P15105;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1983;-2.306396608;43.17480699;1 - UTM1x1 + Elevation;150;U3
118;1521;1;1521;T-P15401;V37;V32;Weed;V15A;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Anogrammo leptophyllae-Parietarietum lusitanicae;;NA;10;1986;-6.660934966;42.41599027;3 - UTM10x10 + Elevation;550;U3
119;1520;1;1520;T-P15400;U37;?;Weed;V15A;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Anogrammo leptophyllae-Parietarietum lusitanicae;;NA;8;1986;-6.670533409;42.41388206;3 - UTM10x10 + Elevation;550;U3
120;2189;1;2189;R-P15106;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;60;1983;-2.417635987;43.12139835;1 - UTM1x1 + Elevation;150;U3
121;2187;1;2187;R-P15104;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;40;1983;-2.417601822;43.12500012;1 - UTM1x1 + Elevation;150;U3
122;2190;1;2190;R-P15107;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;6;1983;-2.417618905;43.12319923;1 - UTM1x1 + Elevation;160;U3
123;2284;1;2284;T-P13307;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1997;-2.723582941;43.42600315;2 - UTM1x1 + Centroid;40;U3
124;2285;1;2285;T-P13308;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalario-Trachelietum caerulei;;NA;50;1997;-3.017595451;43.35159874;1 - UTM1x1 + Elevation;20;U3
125;2195;1;2195;R-P15112;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1983;-2.566073861;42.99058478;1 - UTM1x1 + Elevation;400;U3
126;2166;1;2166;Q-P02794;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalario-Trachelietum caerulei;;NA;100;1969;-8.693537785;42.9471732;4 - UTM10x10 + Centroid;275;U3
127;2167;1;2167;Q-P07031;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1985;-4.419290768;43.36986165;4 - UTM10x10 + Centroid;59;U3
128;2286;1;2286;T-P13309;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalario-Trachelietum caerulei;;NA;30;1997;-2.501690511;43.36672266;1 - UTM1x1 + Elevation;0;U3
129;2291;1;2291;T-P31609;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;4;1985-1986;-3.923803883;43.30373109;4 - UTM10x10 + Centroid;178;U3
130;2290;1;2290;T-P31608;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.923803883;43.30373109;4 - UTM10x10 + Centroid;178;U3
131;2292;1;2292;T-P31610;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;1;1985-1986;-4.54010737;43.29709228;4 - UTM10x10 + Centroid;367.5;U3
132;2311;1;2311;T-P32457;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-2.266898901;43.18536643;1 - UTM1x1 + Elevation;130;U3
133;2174;1;2174;R-P07589;U37;V39;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Polypodion serrati;S;NA;2;1949;-2.701623837;43.38536069;4 - UTM10x10 + Centroid;149;U3
134;2298;1;2298;T-P31617;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-4.108373975;42.79326158;4 - UTM10x10 + Centroid;873;U3
135;2309;1;2309;T-P32455;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-1.660185344;43.1312443;1 - UTM1x1 + Elevation;100;U3
136;2313;1;2313;T-P32459;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-2.271842201;43.18359705;1 - UTM1x1 + Elevation;160;U3
137;2307;1;2307;T-P31626;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.427677294;43.38332;4 - UTM10x10 + Centroid;81;U3
138;2312;1;2312;T-P32458;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-2.271820797;43.18539786;1 - UTM1x1 + Elevation;160;U3
139;2314;1;2314;T-P32460;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;30;1966;-1.662565169;43.13487403;1 - UTM1x1 + Elevation;130;U3
140;2315;1;2315;T-P32461;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;100;1966;-1.667521175;43.13313092;1 - UTM1x1 + Elevation;160;U3
141;2289;1;2289;T-P31607;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;1;1985-1986;-3.923803883;43.30373109;4 - UTM10x10 + Centroid;178;U3
142;2177;1;2177;R-P07592;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Polypodion serrati;S;NA;2;1949;-2.701623837;43.38536069;4 - UTM10x10 + Centroid;149;U3
143;2295;1;2295;T-P31613;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-4.165908673;43.37783424;4 - UTM10x10 + Centroid;114;U3
144;2297;1;2297;T-P31616;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;1;1985-1986;-4.108373975;42.79326158;4 - UTM10x10 + Centroid;873;U3
145;2294;1;2294;T-P31612;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.311323105;43.38164629;4 - UTM10x10 + Centroid;191;U3
146;2176;1;2176;R-P07591;U37;H32d;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Polypodion serrati;S;NA;2;1949;-2.701623837;43.38536069;4 - UTM10x10 + Centroid;149;U3
147;2288;1;2288;T-P31606;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.924415113;43.39322181;4 - UTM10x10 + Centroid;64;U3
148;2175;1;2175;R-P07590;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Polypodion serrati;S;NA;2;1949;-2.701623837;43.38536069;4 - UTM10x10 + Centroid;149;U3
149;2287;1;2287;T-P31605;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.924415113;43.39322181;4 - UTM10x10 + Centroid;64;U3
150;2179;1;2179;R-P07594;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Polypodion serrati;S;NA;2;1949;-2.701623837;43.38536069;4 - UTM10x10 + Centroid;149;U3
151;2178;1;2178;R-P07593;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Polypodion serrati;S;NA;2;1949;-2.701623837;43.38536069;4 - UTM10x10 + Centroid;149;U3
152;2237;1;2237;T-P03090;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;E;NA;15;1986;-3.074185202;43.21110356;3 - UTM10x10 + Elevation;200;U3
153;2210;1;2210;R-P22338;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;NE;90;2;1999;-8.068130508;41.90316286;1 - UTM1x1 + Elevation;340;U3
154;2235;1;2235;T-P03088;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;NW;NA;8;1986;-3.084170257;43.31014811;3 - UTM10x10 + Elevation;150;U3
155;2209;1;2209;R-P22337;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;NW;90;2;1999;-8.085371374;41.90780044;1 - UTM1x1 + Elevation;370;U3
156;2310;1;2310;T-P32456;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;60;1966;-1.662565169;43.13487403;1 - UTM1x1 + Elevation;130;U3
157;2296;1;2296;T-P31614;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;4;1985-1986;-4.165908673;43.37783424;4 - UTM10x10 + Centroid;114;U3
158;2308;1;2308;T-P32454;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-2.072845145;43.16054602;1 - UTM1x1 + Elevation;150;U3
159;2181;1;2181;R-P07596;U37;H32d;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Polypodion serrati;S;NA;2;1949;-2.701623837;43.38536069;4 - UTM10x10 + Centroid;149;U3
160;2236;1;2236;T-P03089;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;W;NA;10;1986;-3.168104395;43.3406711;3 - UTM10x10 + Elevation;80;U3
161;2240;1;2240;T-P03093;U37;H32d;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;SW;NA;8;1986;-3.136020104;43.33711194;3 - UTM10x10 + Elevation;100;U3
162;2212;1;2212;R-P22340;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;SE;90;2;1999;-8.101645234;41.93048438;3 - UTM10x10 + Elevation;480;U3
163;2208;1;2208;R-P22336;U37;H;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;N;90;2;1999;-8.092434214;41.90568603;1 - UTM1x1 + Elevation;390;U3
164;2293;1;2293;T-P31611;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;4;1985-1986;-3.311323105;43.38164629;4 - UTM10x10 + Centroid;191;U3
165;2241;1;2241;T-P03094;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Centrantho-Hypericetum hircini;NE;NA;20;1986;-3.155785803;43.34789218;3 - UTM10x10 + Elevation;100;U3
166;2183;1;2183;R-P07598;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Polypodion serrati;S;NA;2;1949;-2.701623837;43.38536069;4 - UTM10x10 + Centroid;149;U3
167;2213;1;2213;R-P23777;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalarietum muralis;W;90;4;1986;-6.855415177;42.37359619;2 - UTM1x1 + Centroid;663;U3
168;2211;1;2211;R-P22339;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;NW;90;3;1999;-8.094693036;41.90378497;1 - UTM1x1 + Elevation;380;U3
169;2184;1;2184;R-P15101;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;15;1983;-2.417635987;43.12139835;1 - UTM1x1 + Elevation;150;U3
170;2301;1;2301;T-P31620;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.800447036;43.39010631;4 - UTM10x10 + Centroid;36;U3
171;2239;1;2239;T-P03092;U37;H32d;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;N;NA;9;1986;-3.185398111;43.34784801;3 - UTM10x10 + Elevation;250;U3
172;2226;1;2226;S-P17952;U37;H;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalario-Trachelietum caerulei;;NA;8;1982;-2.621437042;43.16367641;1 - UTM1x1 + Elevation;150;U3
173;2182;1;2182;R-P07597;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Polypodion serrati;S;NA;2;1949;-2.701623837;43.38536069;4 - UTM10x10 + Centroid;149;U3
174;2148;1;2148;NEW-OMAR-CC86;U37;NA;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Comunidad de Cymbalaria muralis;NO;90;10;1981;-5.682600619;43.32588696;500;275;U3
175;2214;1;2214;R-P24468;U37;V;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;NW;100;8;2012;-6.815273097;42.43616221;1 - UTM1x1 + Elevation;376;U3
176;2242;1;2242;T-P03095;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Centrantho-Hypericetum hircini;SW;NA;25;1986;-3.096336311;43.20568419;3 - UTM10x10 + Elevation;80;U3
177;2185;1;2185;R-P15102;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;40;1983;-2.402359147;43.17534852;2 - UTM1x1 + Centroid;120;U3
178;2234;1;2234;T-P02582;U37;H32d;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalarietum muralis;S;90;20;1984;-6.212046888;42.47808839;3 - UTM10x10 + Elevation;1000;U3
