"SIVIMID","NMDS1","NMDS2","EUNIS","Class","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Sintaxon","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation","Twinspan1","Twinspan2"
"T-P03856",0.000675091147374779,0.00342244567358532,"V13",3,503856,110,7637,"30TXN11","",14743,570,"1 km al S de Mendivil","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2200","Veronico triphylli-Cerastietum dichotomi","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V13   ","No forest",-1.54236802,42.60930836,"4 - UTM10x10 + Centroid",570,"Weeds (V15)","Weeds (V15)"
"T-P03872",-0.00206277256393128,0.00123871495115945,"V15",4,503872,97,10265,"30TUN14","",14745,940,"1 km al W de La Aciza","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2200","Veronico triphylli-Cerastietum dichotomi","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-5.321142037,42.85981026,"3 - UTM10x10 + Elevation",940,"Weeds (V15)","Weeds (V15)"
"T-P03876",-0.000915038316383203,0.000974130430017987,"V15",4,503876,104,10094,"30TWN53","",14746,830,"1 km al W de Aranarache","","ATL_COAST","N_DUNES",NA,"",NA,NA,"747","Kickxio spuriae-Nigelletum gallicae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-2.298814642,42.76052651,"3 - UTM10x10 + Elevation",830,"Weeds (V15)","Weeds (V15)"
"T-P03877",-0.0019671864657349,0.000892393416966963,"V15",4,503877,123,8839,"30TWN73","",14747,480,"1 km al W de Evchávarri","","ATL_COAST","N_DUNES",NA,"",NA,NA,"747","Kickxio spuriae-Nigelletum gallicae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-2.084300105,42.72118944,"3 - UTM10x10 + Elevation",480,"Weeds (V15)","Weeds (V15)"
"T-P03896",-0.00017527138046011,0.000754406572986667,"V15",4,503896,113,14203,"30TWN71","",14748,580,"6 km al NE de Los Arcos","","ATL_COAST","N_DUNES",NA,"",NA,NA,"747","Kickxio spuriae-Nigelletum gallicae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-7,43,"5 - UTMs missing from DEM",580,"Weeds (V15)","Weeds (V15)"
"T-P03897",0.000920644836714628,0.00312766656100446,"V15",4,503897,122,7805,"30TWN51","",14744,560,"5 km al NE de Viana","","ATL_COAST","N_DUNES",NA,"",NA,NA,"747","Kickxio spuriae-Nigelletum gallicae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-2.342000878,42.60588748,"3 - UTM10x10 + Elevation",560,"Weeds (V15)","Weeds (V15)"
"T-P04812",0.00325077699211718,-0.000273935629755879,"V39",11,504812,102,14887,"30TUN58","",13945,1060,"Vega de Sotres, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,40,"2157","Senecioni duriaei-Chenopodietum boni-henrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-4.754385375,43.24629828,"3 - UTM10x10 + Elevation",1060,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P04813",0.00555680694468142,0.00130287500362214,"V39",11,504813,81,15569,"30TUN56","",13946,1400,"Llánaves de la Reina","","ATL_COAST","N_DUNES",NA,"",NA,10,"2157","Senecioni duriaei-Chenopodietum boni-henrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-4.822576379,43.05433533,"3 - UTM10x10 + Elevation",1400,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P04814",0.00731785709664106,0.000998390786257708,"V39",11,504814,72,11390,"30TUN58","",13947,1500,"Vega de Sotres, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2157","Senecioni duriaei-Chenopodietum boni-henrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-4.798549642,43.24020958,"3 - UTM10x10 + Elevation",1500,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P04815",0.00950034888615689,0.000562332992291638,"V37",9,504815,44,17497,"30TUN58","",13948,1900,"Fuente de la Vueltona, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,10,"2157","Senecioni duriaei-Chenopodietum boni-henrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V37   ","No forest",-4.794555687,43.1880464,"3 - UTM10x10 + Elevation",1900,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P04816",0.00752557131391656,0.00101479806896721,"V39",11,504816,49,11404,"30TUN48","",13949,1700,"Canal del Perro, Macizo Occidental","","ATL_COAST","N_DUNES",NA,"",NA,10,"2157","Senecioni duriaei-Chenopodietum boni-henrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-4.934827061,43.18756032,"3 - UTM10x10 + Elevation",1700,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P04817",0.00282745780394435,0.00386709413925264,"V38",10,504817,70,12433,"30TUN58","",13950,1430,"Aliva, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,10,"2268","Cirsio chodati-Carduetum cantabrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V38   ","No forest",-4.764516188,43.17050472,"3 - UTM10x10 + Elevation",1430,"Xeric ruderals (V38)","Xeric ruderals (V38)"
"T-P04819",0.00748859422740491,0.000771642880495613,"V39",11,504819,59,14111,"30TUN58","",13952,1620,"Refugio de Aliva, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,10,"2268","Cirsio chodati-Carduetum cantabrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-4.825095504,43.22178014,"3 - UTM10x10 + Elevation",1620,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P04820",0.00147077747980896,0.00285513867200167,"V39",11,504820,64,12394,"30TUN58","",13953,1550,"Collado de Cámara, Aliva, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,10,"2268","Cirsio chodati-Carduetum cantabrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-4.761746306,43.15974196,"3 - UTM10x10 + Elevation",1550,"Trampled (V35)","Mesic ruderals (V39)"
"T-P04821",0.00416726693962185,0.00350827359351702,"V38",10,504821,78,11992,"30TUN57","",13954,1340,"Las Portillas, Espinama, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,10,"2268","Cirsio chodati-Carduetum cantabrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V38   ","No forest",-4.764954781,43.10026214,"3 - UTM10x10 + Elevation",1340,"Xeric ruderals (V38)","Xeric ruderals (V38)"
"T-P04823",0.00480841852791426,0.00367627904611138,"V38",10,504823,71,9722,"29TQH47","",13956,1350,"Torrestío","","ATL_COAST","N_DUNES",NA,"",NA,15,"2269","Cirsio chodati-Carduetum carpetani","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V38   ","No forest",-6.008270155,43.04550291,"3 - UTM10x10 + Elevation",1350,"Xeric ruderals (V38)","Xeric ruderals (V38)"
"T-P04824",0.00496141684135072,0.00360845605648329,"V38",10,504824,67,10527,"29TQH47","",13957,1480,"Puerto de Ventana","","ATL_COAST","N_DUNES",NA,"",NA,10,"2269","Cirsio chodati-Carduetum carpetani","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V38   ","No forest",-6.002846057,43.08526369,"3 - UTM10x10 + Elevation",1480,"Xeric ruderals (V38)","Xeric ruderals (V38)"
"T-P04825",0.00120890992026895,0.0018027000543168,"V37",9,504825,130,10162,"30TUN78","",13958,330,"Allende","","ATL_COAST","N_DUNES",NA,"",NA,2,"753","Sisymbrio officinalis-Hordeetum murini","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V37   ","No forest",-4.5842792,43.24157766,"3 - UTM10x10 + Elevation",330,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"T-P04826",-0.00171595106260412,0.00352816881912996,"V35",8,504826,73,14783,"30TUN56","",13959,1400,"Llánaves de la Reina","","ATL_COAST","N_DUNES",NA,"",NA,1,"755","Polygono arenastri-Matricarietum matricarioidis","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V35   ","No forest",-4.82806946,42.99121457,"3 - UTM10x10 + Elevation",1400,"Trampled (V35)","Trampled (V35)"
"T-P04827",-0.00344289231419383,0.00379853977141427,"V35",8,504827,121,13552,"30TUN39","",13960,260,"Covadonga","","ATL_COAST","N_DUNES",NA,"",NA,1,"756","Bryo argentei-Saginetum procumbentis","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V35   ","No forest",-5.08732144,43.32894773,"3 - UTM10x10 + Elevation",260,"Trampled (V35)","Trampled (V35)"
"T-P04828",-0.00172066066102074,0.00388753157648164,"V35",8,504828,76,9932,"30TTN56","",13961,1300,"Hotel Babia, San Emiliano","","ATL_COAST","N_DUNES",70,"",NA,4,"626","Polygono-Coronopetum squamati","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V35   ","No forest",-5.990585558,42.98473825,"3 - UTM10x10 + Elevation",1300,"Trampled (V35)","Trampled (V35)"
"T-P04831",-0.000778161423851355,0.00398064726408783,"V35",8,504831,61,11292,"30TUN56","",13964,1610,"Puerto de San Glorio","","ATL_COAST","N_DUNES",NA,"",NA,4,"731","Plantagini majoris-Poetum variae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V35   ","No forest",-4.837770668,42.98745726,"3 - UTM10x10 + Elevation",1610,"Trampled (V35)","Trampled (V35)"
"T-P04832",-0.00289903903353666,0.00382283930971224,"V",5,504832,25,13933,"30TUN58","",13965,2360,"Cabaña Verónica, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,1,"731","Plantagini majoris-Poetum variae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V     ","No forest",-4.839268281,43.20174328,"3 - UTM10x10 + Elevation",2360,"Trampled (V35)","Trampled (V35)"
"T-P04834",0.00245984769702216,0.00546079448311452,"?",5,504834,58,11817,"30TUN58","",13967,1680,"Refugio de Aliva, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,1,"731","Plantagini majoris-Poetum variae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","      ?","No forest",-4.749554236,43.16353092,"3 - UTM10x10 + Elevation",1680,"Trampled (V35)","Trampled (V35)"
"T-P04874",0.00290965300453391,-0.00525191162212081,"?",1,504874,139,14080,"30TVP60","30TVP6601",14749,6,"Limpias","","ATL_COAST","N_DUNES",NA,"",NA,10,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.41745649,43.36164366,"1 - UTM1x1 + Elevation",6,"Walls","Walls"
"T-P04875",0.00219598909981821,-0.00485252156370833,"?",1,504875,140,14385,"30TVP60","30TVP6706",14784,30,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,10,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.40543943,43.41031101,"1 - UTM1x1 + Elevation",30,"Walls","Walls"
"T-P04876",0.00307670288782045,-0.00542390497494549,"?",1,504876,142,NA,"30TVP60","30TVP6309",14785,50,"Santoña","","ATL_COAST","N_DUNES",NA,"",NA,20,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.445186375,43.44077816,"1 - UTM1x1 + Elevation",50,"Walls","Walls"
"T-P04877",0.00102952587104443,-0.00485802980725867,"?",1,504877,139,13892,"30TVP60","30TVP6905",14786,5,"Bárcena de Cicero","","ATL_COAST","N_DUNES",NA,"",NA,10,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.370779985,43.39782242,"1 - UTM1x1 + Elevation",5,"Walls","Walls"
"T-P04879",0.00282877395259249,-0.005402762347072,"?",1,504879,138,14550,"30TVP60","",14788,50,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,10,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.47178442,43.36503425,"3 - UTM10x10 + Elevation",50,"Walls","Walls"
"T-P04880",0.00285815466887647,-0.00548509068514676,"?",1,504880,138,14801,"30TVP60","",14789,50,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,15,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.481643422,43.36319226,"3 - UTM10x10 + Elevation",50,"Walls","Walls"
"T-P04881",0.00306255565327407,-0.00411823624879614,"?",1,504881,139,13918,"30TVP60","30TVP6606",14790,100,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,40,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.407885435,43.40670054,"1 - UTM1x1 + Elevation",100,"Walls","Walls"
"T-P04882",0.00388698608804592,-0.00638760561514001,"?",1,504882,135,14196,"30TVP61","30TVP6311",14791,160,"Santoña","","ATL_COAST","N_DUNES",NA,"",NA,10,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.447737463,43.45157345,"1 - UTM1x1 + Elevation",160,"Walls","Walls"
"T-P04887",0.00278135944977262,-0.00568209314631267,"?",1,504887,138,14045,"30TVN69","30TVN6699",14796,25,"Ampuero","","ATL_COAST","N_DUNES",NA,"",NA,20,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.412410328,43.34545383,"1 - UTM1x1 + Elevation",25,"Walls","Walls"
"T-P05134",-0.0023349986289719,0.00337041767050045,"V35",8,505134,135,15884,"30TVN59","30TVN5191",15043,150,"Arredondo","","ATL_COAST","N_DUNES",NA,"",NA,1,"755","Polygono arenastri-Matricarietum matricarioidis","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V35   ","No forest",-3.594302608,43.27261673,"1 - UTM1x1 + Elevation",150,"Trampled (V35)","Trampled (V35)"
"T-P05135",-0.00124451998194371,0.0037005864460917,"V35",8,505135,114,13084,"30TVN68","30TVN6181",15044,600,"Soba","","ATL_COAST","N_DUNES",NA,"",NA,2,"755","Polygono arenastri-Matricarietum matricarioidis","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V35   ","No forest",-3.470367587,43.18134543,"1 - UTM1x1 + Elevation",600,"Trampled (V35)","Trampled (V35)"
"T-P05136",-0.00125366402980456,0.003686147535899,"V35",8,505136,135,14513,"30TVN68","30TVN6184",15045,150,"Soba","","ATL_COAST","N_DUNES",NA,"",NA,1,"755","Polygono arenastri-Matricarietum matricarioidis","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V35   ","No forest",-3.4706028,43.21196065,"1 - UTM1x1 + Elevation",150,"Trampled (V35)","Trampled (V35)"
"T-P05137",-0.00242051224361045,0.00344588343886606,"V35",8,505137,136,16212,"30TVN59","30TVN5191",15046,150,"Arredondo","","ATL_COAST","N_DUNES",NA,"",NA,1,"756","Bryo argentei-Saginetum procumbentis","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V35   ","No forest",-3.591855531,43.27443034,"1 - UTM1x1 + Elevation",150,"Trampled (V35)","Trampled (V35)"
"T-P05142",-0.000558333752204955,-0.00343515335563744,"V15",4,505142,134,15271,"30TVP60","30TVP6200",15051,200,"Voto","","ATL_COAST","N_DUNES",NA,"",NA,50,"2295","Lamio (hybridi) dissecti-Panicetum crus-galli","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.459347722,43.35247857,"1 - UTM1x1 + Elevation",200,"Weeds (V15)","Weeds (V15)"
"T-P05143",-0.000396814728073256,-0.00191198934300108,"V15",4,505143,138,14041,"30TVN69","30TVN6698",15052,5,"Ampuero","","ATL_COAST","N_DUNES",NA,"",NA,50,"2295","Lamio (hybridi) dissecti-Panicetum crus-galli","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.412385948,43.34185211,"1 - UTM1x1 + Elevation",5,"Weeds (V15)","Weeds (V15)"
"T-P05144",-0.00115284975737469,-0.00224654814306404,"V37",9,505144,138,14334,"30TVP60","30TVP6002",15053,10,"Voto","","ATL_COAST","N_DUNES",NA,"",NA,40,"2295","Lamio (hybridi) dissecti-Panicetum crus-galli","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V37   ","No forest",-3.481714672,43.37219645,"1 - UTM1x1 + Elevation",10,"Weeds (V15)","Weeds (V15)"
"T-P05145",-0.000435738968563415,-0.00241016962603984,"V15",4,505145,135,13658,"30TVN68","30TVN6289",15054,100,"Ramales de la Victoria","","ATL_COAST","N_DUNES",NA,"",NA,40,"2295","Lamio (hybridi) dissecti-Panicetum crus-galli","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.456138786,43.25344087,"1 - UTM1x1 + Elevation",100,"Weeds (V15)","Weeds (V15)"
"T-P05146",-0.000827606295893553,-0.00194900160830975,"V37",9,505146,138,14104,"30TVP61","30TVP6011",15055,8,"Argoños","","ATL_COAST","N_DUNES",NA,"",NA,25,"2295","Lamio (hybridi) dissecti-Panicetum crus-galli","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V37   ","No forest",-3.482386039,43.45683514,"1 - UTM1x1 + Elevation",8,"Weeds (V15)","Weeds (V15)"
"T-P05147",-0.00075898959119016,-0.00355620879323831,"V15",4,505147,130,12824,"30TVN59","30TVN5698",15056,50,"Voto","","ATL_COAST","N_DUNES",NA,"",NA,30,"2295","Lamio (hybridi) dissecti-Panicetum crus-galli","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.535722506,43.33773909,"2 - UTM1x1 + Centroid",50,"Weeds (V15)","Weeds (V15)"
"T-P05148",0.0027184013182925,-0.00362669326235748,"V37",9,505148,139,14280,"30TVP60","30TVP6102",15057,8,"Voto","","ATL_COAST","N_DUNES",NA,"",NA,15,"2295","Lamio (hybridi) dissecti-Panicetum crus-galli","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V37   ","No forest",-3.474350969,43.37762992,"1 - UTM1x1 + Elevation",8,"Weeds (V15)","Weeds (V15)"
"T-P05149",0.0014655593703062,0.00359050948483808,"V37",9,505149,NA,NA,"30TVP60","",15058,10,"Limpias","","ATL_COAST","N_DUNES",NA,"",NA,50,"2295","Lamio (hybridi) dissecti-Panicetum crus-galli","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V37   ","No forest",-3.447657776,43.44076851,"3 - UTM10x10 + Elevation",10,"Weeds (V15)","Weeds (V15)"
"T-P05150",0.000585834009702576,-0.00408187887265387,"V37",9,505150,142,14695,"30TVP60","",15059,10,"Limpias","","ATL_COAST","N_DUNES",NA,"",NA,40,"2295","Lamio (hybridi) dissecti-Panicetum crus-galli","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V37   ","No forest",-3.477088142,43.41183544,"3 - UTM10x10 + Elevation",10,"Weeds (V15)","Weeds (V15)"
"T-P05151",-0.000682304134095134,-0.0014249862747568,"V32",5,505151,141,14232,"30TVP60","",15060,6,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,8,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V32   ","No forest",-3.407921691,43.41210307,"3 - UTM10x10 + Elevation",6,"Weeds (V15)","Weeds (V15)"
"T-P05152",-0.000254121711685403,-0.00158907380345175,"V15",4,505152,142,14387,"30TVP60","",15061,6,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,10,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.427658288,43.4084292,"3 - UTM10x10 + Elevation",6,"Weeds (V15)","Weeds (V15)"
"T-P05153",-0.000762638641571373,-0.00175174934745403,"V15",4,505153,138,14041,"30TVN69","",15062,20,"Ampuero","","ATL_COAST","N_DUNES",NA,"",NA,60,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.412385948,43.34185211,"3 - UTM10x10 + Elevation",20,"Weeds (V15)","Weeds (V15)"
"T-P05154",0.000160855799355257,-0.000916210701613036,"V15",4,505154,139,14099,"30TVN69","",15063,10,"Ampuero","","ATL_COAST","N_DUNES",NA,"",NA,100,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.427152425,43.33639519,"3 - UTM10x10 + Elevation",10,"Weeds (V15)","Weeds (V15)"
"T-P05155",-0.000474859748662467,-0.000916056392015961,"V15",4,505155,140,13964,"30TVP60","",15064,8,"Colindres","","ATL_COAST","N_DUNES",NA,"",NA,100,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.482028566,43.41181472,"3 - UTM10x10 + Elevation",8,"Weeds (V15)","Weeds (V15)"
"T-P05156",-0.000301299548318421,-0.00354070465707452,"V15",4,505156,139,13963,"30TVP60","30TVP6905",15065,40,"Liendo","","ATL_COAST","N_DUNES",NA,"",NA,100,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.370812932,43.40322498,"1 - UTM1x1 + Elevation",40,"Weeds (V15)","Weeds (V15)"
"T-P05157",-0.000490010972074075,-0.00155248040569489,"V15",4,505157,139,14459,"30TVN69","30TVN6492",15066,60,"Ramales de la Victoria","","ATL_COAST","N_DUNES",NA,"",NA,100,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.434207631,43.28774388,"1 - UTM1x1 + Elevation",60,"Weeds (V15)","Weeds (V15)"
"T-P05158",-0.000922781759949361,-0.000929121742741267,"V15",4,505158,121,12416,"30TVN68","30TVN6182",15067,450,"Soba","","ATL_COAST","N_DUNES",NA,"",NA,15,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.472939711,43.19574246,"1 - UTM1x1 + Elevation",450,"Weeds (V15)","Weeds (V15)"
"T-P05159",-0.0010477413342944,-0.000847756372041532,"V15",4,505159,117,14108,"30TVN58","30TVN5381",15068,400,"Soba","","ATL_COAST","N_DUNES",NA,"",NA,40,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.571297047,43.18448787,"2 - UTM1x1 + Centroid",400,"Weeds (V15)","Weeds (V15)"
"T-P05160",-0.000249945803148408,-0.00410897938279034,"V15",4,505160,135,14196,"30TVP61","30TVP6311",15069,150,"Santoña","","ATL_COAST","N_DUNES",NA,"",NA,12,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V15   ","No forest",-3.447737463,43.45157345,"1 - UTM1x1 + Elevation",150,"Weeds (V15)","Weeds (V15)"
"T-P05161",-0.000326511812606814,-0.00346495237582629,"V37",9,505161,136,14517,"30TVP61","30TVP6311",15070,150,"Santoña","","ATL_COAST","N_DUNES",NA,"",NA,10,"0749a","Fumario capreolatae-Veronicetum persicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453."," V37   ","No forest",-3.447764035,43.45517509,"1 - UTM1x1 + Elevation",150,"Weeds (V15)","Weeds (V15)"
