"SIVIMID","Revised.sintaxon"
"U-P00592","Balloto-Conion maculati"
"U-P00594","Arction lappae"
"U-P00599","Cirsion richterano-chodati"
"U-P00600","Cirsion richterano-chodati"
"U-P00601","Cirsion richterano-chodati"
"U-P00602","Cirsion richterano-chodati"
"U-P00603","Cirsion richterano-chodati"
"U-P00604","Cirsion richterano-chodati"
"U-P00606","Cirsion richterano-chodati"
"U-P00607","Cirsion richterano-chodati"
"U-P00609","Cirsion richterano-chodati"
"U-P00610","Cirsion richterano-chodati"
"U-P00611","Cirsion richterano-chodati"
"U-P00647","Balloto-Conion maculati"
"U-P00649","Geo urbani-Alliarion officinalis"
"U-P00651","Balloto-Conion maculati"
"U-P05018","Geo urbani-Alliarion officinalis"
"U-P05024","Geo urbani-Alliarion officinalis"
"U-P06406","Arction lappae"
"U-P06409","Arction lappae"
"U-P06411","Arction lappae"
"U-P13628","Balloto-Conion maculati"
"U-P15570","Cirsion richterano-chodati"
"U-P15578","Cirsion richterano-chodati"
"U-P15579","Cirsion richterano-chodati"
"U-P16702","Cirsion richterano-chodati"
"U-P16703","Cirsion richterano-chodati"
"U-P16704","Cirsion richterano-chodati"
"U-P16705","Cirsion richterano-chodati"
"U-P16706","Cirsion richterano-chodati"
"U-P16707","Balloto-Conion maculati"
"U-P16708","Balloto-Conion maculati"
