Accepted.SIVIM,Original.EuroMed,Accepted.EuroMed,Expert.Revision,Analysis.Names,Rank,Genus,Family,Order,Class,Group,Native
Solanum nigrum,Solanum nigrum,Solanum nigrum,Solanum nigrum,Solanum nigrum,sp.,Solanum,Solanaceae,Solanales,Magnoliopsida,tracheophytes,Yes
Solanum nigrum subsp. nigrum,Solanum nigrum subsp. nigrum,Solanum nigrum subsp. nigrum,Solanum nigrum subsp. nigrum,Solanum nigrum,subsp.,Solanum,Solanaceae,Solanales,Magnoliopsida,tracheophytes,Yes
Solanum tuberosum,Solanum tuberosum,Solanum tuberosum,Solanum tuberosum,Solanum tuberosum,sp.,Solanum,Solanaceae,Solanales,Magnoliopsida,tracheophytes,No
Soldanella alpina,Soldanella alpina,Soldanella alpina,Soldanella alpina,Soldanella alpina,sp.,Soldanella,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Soldanella villosa,Soldanella villosa,Soldanella villosa,Soldanella villosa,Soldanella villosa,sp.,Soldanella,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Soleirolia soleirolii,Soleirolia soleirolii,Soleirolia soleirolii,Soleirolia soleirolii,Soleirolia soleirolii,sp.,Soleirolia,Urticaceae,Rosales,Magnoliopsida,tracheophytes,No
Solidago virgaurea,Solidago virgaurea subsp. vulgaris,Solidago virgaurea,Solidago virgaurea,Solidago virgaurea,sp.,Solidago,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Solidago virgaaurea subsp. minor,Solidago minor,Solidago virgaurea,Solidago virgaurea,Solidago virgaurea,sp.,Solidago,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Solidago viraurea,Solidago virgaurea,Solidago virgaurea,Solidago virgaurea,Solidago virgaurea,sp.,Solidago,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Solidago virgaurea subsp. virgaurea,Solidago virgaurea subsp. vulgaris,Solidago virgaurea,Solidago virgaurea,Solidago virgaurea,sp.,Solidago,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Solidago macrorrhiza,Solidago macrorrhiza,Solidago virgaurea subsp. macrorrhiza,Solidago virgaurea subsp. macrorrhiza,Solidago virgaurea,subsp.,Solidago,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Solidago virgaaurea subsp. alpestris,Solidago virgaurea subsp. alpestris,Solidago virgaurea subsp. minuta,Solidago virgaurea subsp. minuta,Solidago virgaurea,subsp.,Solidago,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Solidago virgaurea subsp. minuta,Solidago virgaurea subsp. minuta,Solidago virgaurea subsp. minuta,Solidago virgaurea subsp. minuta,Solidago virgaurea,subsp.,Solidago,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Soliva pterosperma,Soliva pterosperma,Soliva sessilis,Soliva sessilis,Soliva sessilis,sp.,Soliva,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Gymnostyles stolonifera,Gymnostyles stolonifera,Soliva stolonifera,Soliva stolonifera,Soliva stolonifera,sp.,Gymnostyles,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Sonchus,Sonchus,Sonchus,Sonchus,Sonchus,gen.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Sonchus aquatilis,Sonchus aquatilis,Sonchus aquatilis,Sonchus aquatilis,Sonchus aquatilis,sp.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Sonchus arvensis,Sonchus vulgaris subsp. arvensis,Sonchus arvensis,Sonchus arvensis,Sonchus arvensis,sp.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Sonchus asper,Sonchus asper,Sonchus asper,Sonchus asper,Sonchus asper,sp.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Sonchus asper subsp. asper,Sonchus asper subsp. asper,Sonchus asper subsp. asper,Sonchus asper subsp. asper,Sonchus asper,subsp.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Sonchus asper subsp. glaucescens,Sonchus asper subsp. glaucescens,Sonchus asper subsp. glaucescens,Sonchus asper subsp. asper,Sonchus asper,subsp.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Sonchus bulbosus,Sonchus bulbosus,Sonchus bulbosus,Sonchus bulbosus,Sonchus bulbosus,sp.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Aetheorriza bulbosa,Aetheorhiza bulbosa,Sonchus bulbosus,Sonchus bulbosus,Sonchus bulbosus,sp.,Aetheorriza,NA,NA,NA,tracheophytes,Yes
Sonchus bulbosus subsp. bulbosus,Sonchus bulbosus subsp. bulbosus,Sonchus bulbosus subsp. bulbosus,Sonchus bulbosus subsp. bulbosus,Sonchus bulbosus,subsp.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Sonchus maritimus,Sonchus maritimus,Sonchus maritimus,Sonchus maritimus,Sonchus maritimus,sp.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Sonchus lacerus,Sonchus lacerus,Sonchus oleraceus,Sonchus oleraceus,Sonchus oleraceus,sp.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Sonchus oleraceus,Sonchus oleraceus,Sonchus oleraceus,Sonchus oleraceus,Sonchus oleraceus,sp.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Sonchus tenerrimus,Sonchus tenerrimus,Sonchus tenerrimus,Sonchus tenerrimus,Sonchus tenerrimus,sp.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Sonchus ustulatus,Sonchus ustulatus,Sonchus ustulatus,Sonchus ustulatus,Sonchus ustulatus,sp.,Sonchus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Sorbus aria,Sorbus aria,Sorbus aria,Sorbus aria,Sorbus aria,sp.,Sorbus,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Sorbus aria subsp. aria,Sorbus aria subsp. aria,Sorbus aria subsp. aria,Sorbus aria subsp. aria,Sorbus aria,subsp.,Sorbus,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Sobus aucuparia,Sorbus aucuparia,Sorbus aucuparia,Sorbus aucuparia,Sorbus aucuparia,sp.,Sobus,NA,NA,NA,tracheophytes,Yes
Sorbus aucuparia,Sorbus aucuparia,Sorbus aucuparia,Sorbus aucuparia,Sorbus aucuparia,sp.,Sorbus,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Sorbus aucuparia subsp. aucuparia,Sorbus aucuparia subsp. aucuparia,Sorbus aucuparia subsp. aucuparia,Sorbus aucuparia subsp. aucuparia,Sorbus aucuparia,subsp.,Sorbus,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Sorbus domestica,Sorbus domestica,Sorbus domestica,Sorbus domestica,Sorbus domestica,sp.,Sorbus,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Sorbus hybrida,Sorbus aucuparia subsp. hybrida,Sorbus hybrida,Sorbus hybrida,Sorbus hybrida,sp.,Sorbus,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Sorbus intermedia,Sorbus intermedia,Sorbus intermedia,Sorbus intermedia,Sorbus intermedia,sp.,Sorbus,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Sorbus torminalis,Sorbus torminalis,Sorbus torminalis,Sorbus torminalis,Sorbus torminalis,sp.,Sorbus,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Sparganium angustifolium,Sparganium angustifolium,Sparganium angustifolium,Sparganium angustifolium,Sparganium angustifolium,sp.,Sparganium,Typhaceae,Poales,Liliopsida,tracheophytes,Yes
Sparganium affine subsp. borderei,Sparganium affine,Sparganium angustifolium,Sparganium angustifolium,Sparganium angustifolium,sp.,Sparganium,Typhaceae,Poales,Liliopsida,tracheophytes,Yes
Sparganium emersum,Sparganium emersum,Sparganium emersum,Sparganium emersum,Sparganium emersum,sp.,Sparganium,Typhaceae,Poales,Liliopsida,tracheophytes,Yes
Sparganium rectum,Sparganium erectum,Sparganium erectum,Sparganium microcarpum,Sparganium microcarpum,sp.,Sparganium,Typhaceae,Poales,Liliopsida,tracheophytes,Yes
Sparganium erectum,Sparganium erectum,Sparganium erectum,Sparganium microcarpum,Sparganium microcarpum,sp.,Sparganium,Typhaceae,Poales,Liliopsida,tracheophytes,Yes
Sparganium erectum subsp. erectum,Sparganium erectum,Sparganium erectum,Sparganium microcarpum,Sparganium microcarpum,sp.,Sparganium,Typhaceae,Poales,Liliopsida,tracheophytes,Yes
Sparganium erectum subsp. neglectum,Sparganium erectum subsp. neglectum,Sparganium neglectum,Sparganium neglectum,Sparganium neglectum,sp.,Sparganium,Typhaceae,Poales,Liliopsida,tracheophytes,Yes
Spartina alterniflora,Spartina alterniflora,Spartina alterniflora,Spartina alterniflora,Spartina alterniflora,sp.,Spartina,Poaceae,Poales,Liliopsida,tracheophytes,No
Spartina maritima,Spartina maritima,Spartina maritima,Spartina maritima,Spartina maritima,sp.,Spartina,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Spartina inaritima,Spartina maritima,Spartina maritima,Spartina maritima,Spartina maritima,sp.,Spartina,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Spartina versicolor,Spartina versicolor,Spartina versicolor,Spartina versicolor,Spartina versicolor,sp.,Spartina,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Spergula,Spergula,Spergula,Spergula,Spergula,gen.,Spergula,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergula arvsis,Spergula arvensis,Spergula arvensis,Spergula arvensis,Spergula arvensis,sp.,Spergula,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergula arvensis,Spergula arvensis,Spergula arvensis,Spergula arvensis,Spergula arvensis,sp.,Spergula,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergula morisonii,Spergula morisonii,Spergula morisonii,Spergula morisonii,Spergula morisonii,sp.,Spergula,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergula pentandra,Spergula pentandra,Spergula pentandra,Spergula pentandra,Spergula pentandra,sp.,Spergula,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergula pourretii,Spergula viscosa subsp. pourretii,Spergula viscosa,Spergula viscosa,Spergula viscosa,sp.,Spergula,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergula viscosa,Spergula viscosa,Spergula viscosa,Spergula viscosa,Spergula viscosa,sp.,Spergula,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergularia australis,Spergularia australis,Spergularia australis,Spergularia australis,Spergularia australis,sp.,Spergularia,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergularia bocconei,Spergularia bocconei,Spergularia bocconei,Spergularia bocconei,Spergularia bocconei,sp.,Spergularia,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergularia capillacea,Spergularia capillacea,Spergularia capillacea,Spergularia capillacea,Spergularia capillacea,sp.,Spergularia,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergularia marina,Spergularia marina,Spergularia marina,Spergularia marina,Spergularia marina,sp.,Spergularia,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergularia media,Spergularia media,Spergularia media,Spergularia media,Spergularia media,sp.,Spergularia,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergulaiia media,Spergularia media,Spergularia media,Spergularia media,Spergularia media,sp.,Spergulaiia,NA,NA,NA,tracheophytes,Yes
Spergularia angustata,Spergularia maritima subsp. angustata,Spergularia media,Spergularia media,Spergularia media,sp.,Spergularia,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergula angustata,Spergularia marginata subsp. angustata,Spergularia media,Spergularia media,Spergularia media,sp.,Spergula,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergularia purpurea,Spergularia purpurea,Spergularia purpurea,Spergularia purpurea,Spergularia purpurea,sp.,Spergularia,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergularia rubra,Spergularia rubra subsp. rubra,Spergularia rubra subsp. rubra,Spergularia rubra subsp. rubra,Spergularia rubra,subsp.,Spergularia,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergularia rupicola,Spergularia rupicola,Spergularia rupicola,Spergularia rupicola,Spergularia rupicola,sp.,Spergularia,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergularia rupicola subsp. australe,Spergularia rupicola,Spergularia rupicola,Spergularia rupicola,Spergularia rupicola,sp.,Spergularia,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Spergularia segetalis,Spergularia segetalis,Spergularia segetalis,Spergularia segetalis,Spergularia segetalis,sp.,Spergularia,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Sphenopus divaricatus,Sphenopus divaricatus,Sphenopus divaricatus,Sphenopus divaricatus,Sphenopus divaricatus,sp.,Sphenopus,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Spiraea hypericifolia,Spiraea hypericifolia,Spiraea hypericifolia,Spiraea hypericifolia,Spiraea hypericifolia,sp.,Spiraea,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Spiraea hypericifolia subsp. ovovata,Spiraea hypericifolia subsp. hypericifolia,Spiraea hypericifolia subsp. hypericifolia,Spiraea hypericifolia subsp. hypericifolia,Spiraea hypericifolia,subsp.,Spiraea,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Spiraea hypericifolia subsp. obovata,Spiraea hypericifolia subsp. obovata,Spiraea hypericifolia subsp. obovata,Spiraea hypericifolia subsp. obovata,Spiraea hypericifolia,subsp.,Spiraea,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Spiraea ovobata,Spiraea obovata,Spiraea hypericifolia subsp. obovata,Spiraea hypericifolia subsp. obovata,Spiraea hypericifolia,subsp.,Spiraea,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Spiranthes aestivalis,Spiranthes aestivalis,Spiranthes aestivalis,Spiranthes aestivalis,Spiranthes aestivalis,sp.,Spiranthes,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Spiranthes spiralis,Spiranthes spiralis,Spiranthes spiralis,Spiranthes spiralis,Spiranthes spiralis,sp.,Spiranthes,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Spirodela polyrhiza,Spirodela polyrhiza,Spirodela polyrhiza,Spirodela polyrhiza,Spirodela polyrhiza,sp.,Spirodela,Araceae,Alismatales,Liliopsida,tracheophytes,Yes
Spirodela polyrrhiza,Spirodela polyrhiza,Spirodela polyrhiza,Spirodela polyrhiza,Spirodela polyrhiza,sp.,Spirodela,Araceae,Alismatales,Liliopsida,tracheophytes,Yes
Sporobolus indicus,Sporobolus indicus,Sporobolus indicus,Sporobolus indicus,Sporobolus indicus,sp.,Sporobolus,Poaceae,Poales,Liliopsida,tracheophytes,No
Sporobolus pungens,Sporobolus pungens,Sporobolus pungens,Sporobolus pungens,Sporobolus pungens,sp.,Sporobolus,Poaceae,Poales,Liliopsida,tracheophytes,No
Sporobulus,Sporobolus ,Sporobolus ,Sporobolus ,Sporobolus ,gen.,Sporobulus,NA,NA,NA,tracheophytes,No
Stachys alopecuros,Stachys alopecuros,Stachys alopecuros,Stachys alopecuros,Stachys alopecuros,sp.,Stachys,Lamiaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Stachys alpina,Stachys alpina,Stachys alpina,Stachys alpina,Stachys alpina,sp.,Stachys,Lamiaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Stachys annua,Stachys annua,Stachys annua,Stachys annua,Stachys annua,sp.,Stachys,Lamiaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Stachys arvensis,Stachys arvensis,Stachys arvensis,Stachys arvensis,Stachys arvensis,sp.,Stachys,Lamiaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Stachys heraclea,Stachys heraclea var. barbigera,Stachys heraclea,Stachys heraclea,Stachys heraclea,sp.,Stachys,Lamiaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Stachys officinalis,Stachys officinalis,Stachys officinalis,Stachys officinalis,Stachys officinalis,sp.,Stachys,Lamiaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Stachys officinalis var. algeriensis,Stachys officinalis var. algeriensis,Stachys officinalis subsp. algeriensis,Stachys officinalis subsp. algeriensis,Stachys officinalis,subsp.,Stachys,Lamiaceae,Lamiales,Magnoliopsida,tracheophytes,No
Stachys palustris,Stachys palustris,Stachys palustris,Stachys palustris,Stachys palustris,sp.,Stachys,Lamiaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Stachys recta,Stachys recta,Stachys recta,Stachys recta,Stachys recta,sp.,Stachys,Lamiaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Stachys recta subsp. recta,Stachys recta subsp. recta,Stachys recta subsp. recta,Stachys recta subsp. recta,Stachys recta,subsp.,Stachys,Lamiaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Stachys silvatica,Stachys sylvatica,Stachys sylvatica,Stachys sylvatica,Stachys sylvatica,sp.,Stachys,Lamiaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Stachys sylvatica,Stachys sylvatica,Stachys sylvatica,Stachys sylvatica,Stachys sylvatica,sp.,Stachys,Lamiaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Staehelina dubia,Staehelina dubia,Staehelina dubia,Staehelina dubia,Staehelina dubia,sp.,Staehelina,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Stellaria alsine,Stellaria alsine,Stellaria alsine,Stellaria alsine,Stellaria alsine,sp.,Stellaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Stellaria graminea,Stellaria graminea,Stellaria graminea,Stellaria graminea,Stellaria graminea,sp.,Stellaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Stellaria holoatea,Stellaria holostea,Stellaria holostea,Stellaria holostea,Stellaria holostea,sp.,Stellaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Stellaria holostea,Stellaria holostea,Stellaria holostea,Stellaria holostea,Stellaria holostea,sp.,Stellaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Stellaria media,Stellaria media,Stellaria media,Stellaria media,Stellaria media,sp.,Stellaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Stellaria neglecta,Stellaria neglecta,Stellaria neglecta,Stellaria neglecta,Stellaria neglecta,sp.,Stellaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Stellaria nemorum,Stellaria nemorum,Stellaria nemorum,Stellaria nemorum,Stellaria nemorum,sp.,Stellaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Stellaria nemorum subsp. montana,Stellaria nemorum subsp. nemorum,Stellaria nemorum subsp. nemorum,Stellaria nemorum subsp. nemorum,Stellaria nemorum,subsp.,Stellaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Stellaria palustris,Stellaria palustris,Stellaria palustris,Stellaria palustris,Stellaria palustris,sp.,Stellaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,No
Stenotaphrum dimidiatum,Stenotaphrum dimidiatum,Stenotaphrum secundatum,Stenotaphrum secundatum,Stenotaphrum secundatum,sp.,Stenotaphrum,Poaceae,Poales,Liliopsida,tracheophytes,No
Stenotaphrum secundatum,Stenotaphrum secundatum,Stenotaphrum secundatum,Stenotaphrum secundatum,Stenotaphrum secundatum,sp.,Stenotaphrum,Poaceae,Poales,Liliopsida,tracheophytes,No
Stenothaphrum dimidiatum,Stenothaphrum dimidiatum,Stenotaphrum secundatum,Stenotaphrum secundatum,Stenotaphrum secundatum,sp.,Stenothaphrum,NA,NA,NA,tracheophytes,No
Stipa capensis,Stipa capensis,Stipa capensis,Stipa capensis,Stipa capensis,sp.,Stipa,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Stipa iberica,Stipa iberica,Stipa iberica,Stipa pauneroana,Stipa pauneroana,sp.,Stipa,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Stipa offneri,Stipa offneri,Stipa offneri,Stipa offneri,Stipa offneri,sp.,Stipa,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Stipa pauneroana,Stipa pauneroana,Stipa pauneroana,Stipa pauneroana,Stipa pauneroana,sp.,Stipa,Poaceae,Poales,Liliopsida,tracheophytes,No
Streptopus amplexifolius,Streptopus amplexifolius,Streptopus amplexifolius,Streptopus amplexifolius,Streptopus amplexifolius,sp.,Streptopus,Liliaceae,Liliales,Liliopsida,tracheophytes,Yes
Potamogeton pectinatus,Potamogeton pectinatus,Stuckenia pectinata,Stuckenia pectinata,Stuckenia pectinata,sp.,Potamogeton,Potamogetonaceae,Alismatales,Liliopsida,tracheophytes,Yes
Suaeda albescens,Suaeda albescens,Suaeda albescens,Suaeda albescens,Suaeda albescens,sp.,Suaeda,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Suaeda maritima,Suaeda maritima,Suaeda maritima,Suaeda maritima,Suaeda maritima,sp.,Suaeda,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Suaeda spicata,Suaeda spicata,Suaeda spicata,Suaeda spicata,Suaeda spicata,sp.,Suaeda,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,No
Suaeda vera,Suaeda vera subsp. longifolia,Suaeda vera,Suaeda vera,Suaeda vera,sp.,Suaeda,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Succisa pinnatifida,Succisa pinnatifida,Succisa pinnatifida,Succisa pinnatifida,Succisa pinnatifida,sp.,Succisa,Caprifoliaceae,Dipsacales,Magnoliopsida,tracheophytes,Yes
Succisa gratensis,Succisa pratensis,Succisa pratensis,Succisa pratensis,Succisa pratensis,sp.,Succisa,Caprifoliaceae,Dipsacales,Magnoliopsida,tracheophytes,Yes
Succisa pratensis,Succisa pratensis,Succisa pratensis,Succisa pratensis,Succisa pratensis,sp.,Succisa,Caprifoliaceae,Dipsacales,Magnoliopsida,tracheophytes,Yes
Succisa pratensis subsp. hirsuta,Succisa pratensis,Succisa pratensis,Succisa pratensis,Succisa pratensis,sp.,Succisa,Caprifoliaceae,Dipsacales,Magnoliopsida,tracheophytes,Yes
Suceisa pratensis,Succisa pratensis,Succisa pratensis,Succisa pratensis,Succisa pratensis,sp.,Suceisa,NA,NA,NA,tracheophytes,Yes
Swertia perennis,Swertia perennis,Swertia perennis,Swertia perennis,Swertia perennis,sp.,Swertia,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,Yes
Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,sp.,Symphyotrichum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Symphyotrichum squamatum,Symphyotrichum squamatum,Symphyotrichum squamatum,Symphyotrichum squamatum,Symphyotrichum squamatum,sp.,Symphyotrichum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Aster Xsalignus,Aster x salignus,Symphyotrichum x salignum,Symphyotrichum x salignum,Symphyotrichum x salignum,hyb.,Aster,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Symphytum tuberosum,Symphytum tuberosum,Symphytum tuberosum,Symphytum tuberosum,Symphytum tuberosum,sp.,Symphytum,Boraginaceae,Boraginales,Magnoliopsida,tracheophytes,Yes
Symphytum tuberosus,Symphytum tuberosum,Symphytum tuberosum,Symphytum tuberosum,Symphytum tuberosum,sp.,Symphytum,Boraginaceae,Boraginales,Magnoliopsida,tracheophytes,Yes
Symphytum tuberosum subsp. tuberosum,Symphytum tuberosum subsp. tuberosum,Symphytum tuberosum subsp. tuberosum,Symphytum tuberosum subsp. tuberosum,Symphytum tuberosum,subsp.,Symphytum,Boraginaceae,Boraginales,Magnoliopsida,tracheophytes,Yes
Taeniatherum caputmedusae,Taeniatherum caput-medusae,Taeniatherum caput-medusae,Taeniatherum caput-medusae,Taeniatherum caput-medusae,sp.,Taeniatherum,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Tamarix gallica,Tamarix gallica,Tamarix gallica,Tamarix gallica,Tamarix gallica,sp.,Tamarix,Tamaricaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Tanacetum corymbosum,Tanacetum corymbosum,Tanacetum corymbosum,Tanacetum corymbosum,Tanacetum corymbosum,sp.,Tanacetum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Tanacetum corymbosum subsp. corymbosum,Tanacetum corymbosum,Tanacetum corymbosum,Tanacetum corymbosum,Tanacetum corymbosum,sp.,Tanacetum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Tanacetum mucronulatum,Tanacetum mucronulatum,Tanacetum mucronulatum,Tanacetum mucronulatum,Tanacetum mucronulatum,sp.,Tanacetum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Tanacetum mucrunulatum,Tanacetum mucronulatum,Tanacetum mucronulatum,Tanacetum mucronulatum,Tanacetum mucronulatum,sp.,Tanacetum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Tanacetum parthenium,Tanacetum parthenium,Tanacetum parthenium,Tanacetum parthenium,Tanacetum parthenium,sp.,Tanacetum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Chrysanthermum parthenium,Chrysanthemum parthenium,Tanacetum parthenium,Tanacetum parthenium,Tanacetum parthenium,sp.,Chrysanthermum,NA,NA,NA,tracheophytes,No
Tanacetum vulgare,Tanacetum vulgare,Tanacetum vulgare,Tanacetum vulgare,Tanacetum vulgare,sp.,Tanacetum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Taraxacum,Taraxacum,Taraxacum,Taraxacum,Taraxacum,gen.,Taraxacum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Taraxacum gr.,Taraxacum,Taraxacum,Taraxacum,Taraxacum,gen.,Taraxacum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Ranunculus amansii,Ranunculus amansii,Ranunculus tuberosus,Ranunculus tuberosus,Ranunculus tuberosus,sp.,Ranunculus,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Taraxacum ciliare,Taraxacum ciliare,Taraxacum ciliare,Taraxacum ciliare,Taraxacum ciliare,sp.,Taraxacum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Hieracium castellanum,Taraxacum castellanum,Taraxacum lambinonii,Taraxacum lambinonii,Taraxacum lambinonii,sp.,Hieracium,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Taraxacum obovatum subsp. ochrocarpum,Taraxacum obovatum subsp. ochrocarpum,Taraxacum ochrocarpum,Taraxacum ochrocarpum,Taraxacum ochrocarpum,sp.,Taraxacum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Taraxacum panalpinum,Taraxacum panalpinum,Taraxacum panalpinum,Taraxacum panalpinum,Taraxacum panalpinum,sp.,Taraxacum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
