TaxonConcept,AccordingTo,TaxonRank,Hybrid,EIVE1-M,EIVE1-M.nw3,EIVE1-M.n,EIVE1-N,EIVE1-N.nw3,EIVE1-N.n,EIVE1-R,EIVE1-R.nw3,EIVE1-R.n,EIVE1-L,EIVE1-L.nw3,EIVE1-L.n,EIVE1-T,EIVE1-T.nw3,EIVE1-T.n
Hieracium armerioides,Euro+Med,Species,,"4,1","2,5",1,"2,8","2,0",1,"8,4","1,9",1,"8,2","2,0",1,"1,3","2,1",1
Hieracium armerioides subsp. nigritellum,Euro+Med,Subspecies,,"4,1","2,5",1,"1,6","2,0",1,"8,4","1,9",1,"8,2","2,0",1,"1,3","2,1",1
Hieracium atratiforme,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium atratum,Euro+Med,Species Aggregate,,"4,4","0,9",2,"3,1","2,0",1,"4,1","3,5",1,"8,5","0,4",1,"1,2","1,3",1
Hieracium atrellum,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium barrelieri,Euro+Med,Species,,"4,2","2,2",1,,,,"5,3","1,9",1,"3,5","1,9",1,,,
Hieracium bifidum,Euro+Med,Species,,"3,3","2,7",13,"2,4","3,1",9,"8,3","2,5",11,"7,7","2,9",9,"3,2","4,3",8
Hieracium bifidum agg.,addition,Species Aggregate.,,"3,6","2,5",2,"2,6","2,5",2,"7,2","3,3",2,"7,1","3,5",2,"3,8","1,9",1
Hieracium bifidum subsp. caesiiflorum,Euro+Med,Subspecies,,"4,7","2,1",1,"2,0","4,1",1,"7,6","3,0",1,"7,2","3,4",1,"3,4","2,2",1
Hieracium bocconei,Euro+Med,Species,,"3,6","3,2",2,"2,2","3,0",2,"8,0","2,1",2,"8,2","2,0",1,"2,9","4,2",2
Hieracium bohatschianum,Euro+Med,Species,,"2,2","2,1",1,,,,"6,4","1,7",1,,,,"5,8","2,2",1
Hieracium bombycinum,Euro+Med,Species,,"2,1","2,5",2,"2,3","2,9",2,"7,4","2,3",2,"8,8","3,2",2,"4,0","4,4",2
Hieracium borzae,Euro+Med,Species,,"4,4","2,1",1,,,,"5,4","1,7",1,,,,"2,3","2,2",1
Hieracium breazense,Euro+Med,Species,,"4,4","2,1",1,,,,"5,4","1,7",1,,,,"3,2","2,2",1
Hieracium bucuranum,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium bupleuroides,Euro+Med,Species,,"3,0","3,6",10,"2,8","4,2",7,"8,9","2,7",9,"8,7","3,0",7,"2,9","3,3",8
Hieracium caesiogenum,Euro+Med,Species,,"4,4","2,1",1,,,,"5,4","1,7",1,,,,"2,3","2,2",1
Hieracium caesium,Euro+Med,Species,,"3,4","3,4",11,"3,1","3,1",9,"7,3","4,1",10,"8,3","4,4",8,"2,9","3,2",10
Hieracium calcogeton,Euro+Med,Species,,"4,4","2,1",1,,,,"5,4","1,7",1,,,,"3,2","2,2",1
Hieracium cerinthoides,Euro+Med,Species,,"3,3","5,1",2,"1,7","3,6",2,"5,6","4,8",2,"8,6","3,4",2,"2,4","4,8",2
Hieracium chlorobracteum,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium chlorocephalum subsp. stygium,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium compositum,Euro+Med,Species,,"4,1","2,5",1,"3,9","2,0",1,"3,8","1,9",1,"5,7","2,0",1,"2,3","2,1",1
Hieracium crocatum agg.,addition,Species Aggregate.,,"5,6","2,5",1,"6,1","1,8",1,"5,1","1,7",1,"7,4","1,6",1,"2,0","1,9",1
Hieracium crocatum subsp. conicum,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieracium cubillanum,Euro+Med,Species,,"1,7","1,8",1,"0,7","1,9",1,"7,7","1,8",1,"9,6","1,7",1,"3,8","1,9",1
Hieracium czeremoszense,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"2,3","2,2",1
Hieracium dacicum,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieracium dentatum,Euro+Med,Species,,"2,9","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium depilatum,Euro+Med,Species,,"4,9","2,5",1,"5,0","1,8",1,"5,1","1,7",1,"7,4","1,6",1,"2,4","1,9",1
Hieracium diaphanoides,Euro+Med,Species,,"4,2","2,6",2,"4,5","6,0",1,"4,6","2,0",2,,,,"3,9","4,6",2
Hieracium djimilense,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"1,5","2,2",1
Hieracium dollineri,Euro+Med,Species,,"3,5","2,3",2,"2,1","2,0",2,"8,2","2,0",2,"9,4","2,1",2,"1,8","2,4",2
Hieracium filarszkyi,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"0,6","2,2",1
Hieracium fritzei,Euro+Med,Species,,"4,4","1,4",2,"4,3","1,0",1,"3,7","1,6",2,"6,6","0,4",1,"1,7","1,6",2
Hieracium fritzeiforme,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"1,5","2,2",1
Hieracium froelichianum subsp. wimmeri,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"1,5","2,2",1
Hieracium fuscocinereum,Euro+Med,Species Aggregate,,"4,3","1,4",3,"5,8","2,4",3,"7,5","2,2",3,"4,5","0,6",3,"4,0","2,2",3
Hieracium glabratum,Euro+Med,Species,,"3,8","3,1",3,,,,"6,6","5,6",3,"9,4","2,1",2,"1,1","2,7",3
Hieracium glaucinum,Euro+Med,Species,,"3,3","3,1",8,"2,6","2,9",7,"3,9","4,6",8,"6,0","3,9",7,"4,9","4,2",8
Hieracium glaucomorphum subsp. franconicum,Euro+Med,Subspecies,,"1,9","2,4",2,"1,0","2,0",2,"8,2","2,0",2,"9,4","2,1",2,"3,7","2,4",2
Hieracium glaucum,Euro+Med,Species,,"2,9","2,8",6,"2,2","3,5",5,"8,8","2,8",5,"9,0","2,7",5,"2,6","3,6",4
Hieracium grecescui,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"1,5","2,2",1
Hieracium heldreichii,Euro+Med,Species,,,,,,,,"8,4","2,2",1,"8,7","2,0",1,"5,0","1,9",1
Hieracium humile,Euro+Med,Species,,"3,4","2,5",4,"1,6","3,1",4,"7,9","3,7",4,"7,4","2,7",4,"2,1","3,8",4
Hieracium hypochoeroides,Euro+Med,Species,,"2,6","2,5",2,"1,7","3,7",2,"8,6","2,3",2,"7,0","2,2",2,"4,6","2,3",2
Hieracium hypochoeroides subsp. wiesbaurianum,Euro+Med,Subspecies,,"3,1","3,1",6,"2,2","6,4",4,"6,5","3,7",6,"6,9","2,1",3,"4,6","2,2",6
Hieracium inuloides,Euro+Med,Species,,"4,3","2,5",5,"3,2","2,7",5,"4,7","2,7",5,"6,7","2,9",5,"2,0","2,6",5
Hieracium inuloides subsp. inuloides,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"3,2","2,2",1
Hieracium inuloides subsp. subvirens,Euro+Med,Subspecies,,"6,3","1,8",1,"5,1","1,9",1,"5,5","1,8",1,"5,4","1,7",1,"2,3","1,9",1
Hieracium jablonicense,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"4,2","6,6",1
Hieracium jankae,Euro+Med,Species,,"3,7","2,1",1,,,,"7,4","1,7",1,,,,"5,8","2,2",1
Hieracium juranum,Euro+Med,Species,,"4,5","2,6",3,"3,3","3,1",2,"4,5","3,7",3,"6,7","3,4",2,"1,8","3,4",3
Hieracium juranum subsp. olivaceum,Euro+Med,Subspecies,,"4,1","2,5",1,"2,8","2,0",1,"3,8","1,9",1,"8,2","2,0",1,"2,3","2,1",1
Hieracium jurassicum,Euro+Med,Species,,"5,1","2,4",3,"4,5","5,8",1,"4,9","2,4",3,"4,5","2,3",3,"1,9","2,4",3
Hieracium jurassicum subsp. subperfoliatum,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieracium krasanii,Euro+Med,Species,,"4,4","2,1",1,,,,"5,4","1,7",1,,,,"1,5","2,2",1
Hieracium lachenalii,Euro+Med,Species,,"4,2","3,0",17,"2,6","4,2",11,"4,5","4,1",13,"5,0","4,0",10,"3,9","3,6",12
Hieracium lachenalii agg.,addition,Species Aggregate.,,"4,1","3,1",3,"2,8","3,3",3,"3,8","2,0",3,"4,6","2,2",3,"3,8","2,1",2
Hieracium lachenalii subsp. cruentifolium,Euro+Med,Subspecies,,"3,1","4,2",2,"2,8","2,1",2,"5,2","3,9",2,"5,7","2,0",1,"3,9","1,9",2
Hieracium laevigatum,Euro+Med,Species,,"4,2","3,0",21,"2,6","3,9",17,"2,9","4,2",20,"6,2","5,2",16,"3,9","3,6",19
Hieracium lainzii,Euro+Med,Species,,"2,1","2,5",2,"1,2","2,8",2,"7,4","2,3",2,"8,8","3,2",2,"3,3","3,0",2
Hieracium lanifolium,Euro+Med,Species,,"3,9","2,0",1,,,,"5,6","1,4",1,,,,"4,4","1,6",1
Hieracium lawsonii,Euro+Med,Species,,"3,7","4,3",2,"2,3","2,6",2,"5,4","1,8",1,"8,5","3,3",2,"1,4","3,1",2
Hieracium legionense subsp. cantabrimontanum,Euro+Med,Subspecies,,"1,7","1,8",1,"0,7","1,9",1,"7,7","1,8",1,"9,6","1,7",1,"3,8","1,9",1
Hieracium levicaule,Euro+Med,Species Aggregate,,"2,9","2,1",1,"2,4","1,8",1,"8,0","1,8",1,"9,2","2,0",1,"3,2","1,7",1
Hieracium levicaule subsp. calcigenum,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"3,2","2,2",1
Hieracium leyanum,Euro+Med,Species,,"4,4","2,1",1,,,,"5,4","1,7",1,,,,"4,2","6,6",1
Hieracium lomnicense,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium longifolium,Euro+Med,Species,,"4,8","1,9",1,"2,6","2,0",1,"7,6","1,8",1,"7,6","1,8",1,"0,9","2,1",1
Hieracium lucidum,Euro+Med,Species,,"0,9","2,2",1,"0,8","2,0",1,"7,6","1,9",1,"5,9","1,9",1,"8,2","2,3",1
Hieracium lycopifolium,Euro+Med,Species,,"3,5","2,3",2,"4,3","1,9",2,"4,7","2,0",2,"4,4","2,1",2,"4,6","2,4",2
Hieracium maculatum,Euro+Med,Species,,"3,7","3,3",9,"2,8","3,1",6,"4,2","2,5",8,"4,7","5,0",5,"4,8","3,3",8
Hieracium merxmuelleri,Euro+Med,Species,,"1,7","1,8",1,"0,7","1,9",1,"10,0","1,8",1,"9,6","1,7",1,"3,8","1,9",1
Hieracium mixtiforme,Euro+Med,Species,,"1,7","1,8",1,"0,7","1,9",1,"10,0","1,8",1,"9,6","1,7",1,"3,8","1,9",1
Hieracium mixtum,Euro+Med,Species,,"2,9","1,4",1,"1,8","1,8",1,"7,1","1,6",1,"8,1","2,2",1,"2,7","1,6",1
Hieracium murorum,Euro+Med,Species,,"4,0","3,0",20,"4,2","5,2",13,"5,3","4,0",15,"4,0","5,8",13,"4,0","4,5",14
Hieracium murorum agg.,addition,Species Aggregate.,,"4,2","5,2",4,"4,1","5,5",4,"5,5","6,6",4,"4,3","8,2",4,"3,8","7,1",2
Hieracium murorum subsp. gentile,Euro+Med,Subspecies,,"4,3","3,3",1,"4,2","5,6",1,"6,4","3,0",1,"6,0","3,5",1,"3,0","3,0",1
Hieracium murorum subsp. sylvularum,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"6,4","5,0",1,,,,"4,2","6,6",1
Hieracium naegelianum subsp. andreae,Euro+Med,Subspecies,,"2,5","2,2",1,"0,8","2,0",1,"8,8","1,9",1,"9,4","1,9",1,"1,1","2,3",1
Hieracium napaeum,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium negoiense,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"0,6","2,2",1
Hieracium neyranum,Euro+Med,Species,,"3,3","2,5",1,"3,9","2,0",1,"7,3","1,9",1,"5,7","2,0",1,"2,3","2,1",1
Hieracium nigrescens,Euro+Med,Species,,"4,6","1,9",3,"4,6","1,7",2,"3,5","3,7",3,"6,3","0,8",2,"1,8","2,0",3
Hieracium nigritum,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium nobile,Euro+Med,Species,,"3,3","3,2",3,"4,4","3,8",3,"5,5","4,1",3,"6,8","3,8",3,"3,6","3,7",3
Hieracium nyaradyanum,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"1,5","2,2",1
Hieracium pallescens,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"3,2","2,2",1
Hieracium pallidum,Euro+Med,Species,,"2,6","2,6",3,"1,5","2,7",2,"4,4","4,2",2,"5,3","4,8",2,"2,6","1,7",1
Hieracium paltinae,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium paxianum,Euro+Med,Species,,"5,2","2,1",1,,,,"6,4","1,7",1,,,,"1,5","2,2",1
Hieracium pelagae,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"1,5","2,2",1
Hieracium pellitum,Euro+Med,Species,,"4,1","2,5",1,"1,6","2,0",1,"8,4","1,9",1,"8,2","2,0",1,"1,3","2,1",1
Hieracium peterfii,Euro+Med,Species,,"5,2","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieracium phaedrocheilon,Euro+Med,Species,,"4,4","2,1",1,,,,"5,4","1,7",1,,,,"2,3","2,2",1
Hieracium picroides,Euro+Med,Species,,"3,5","2,3",2,,,,"3,5","2,0",2,"8,2","2,1",2,"1,8","2,4",2
Hieracium pictum,Euro+Med,Species,,"2,4","2,2",2,"2,3","2,6",2,"4,2","3,8",2,"6,2","3,2",2,"4,4","7,0",2
Hieracium pietroszense,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium piliferum,Euro+Med,Species,,"4,2","3,5",6,"2,6","4,0",3,"3,9","6,4",4,"9,3","2,0",3,"0,8","3,3",4
Hieracium piliferum subsp. glanduliferum,Euro+Med,Subspecies,,"4,1","2,3",2,"1,8","3,4",2,"1,6","4,4",2,"9,6","2,2",2,"0,1","2,1",2
Hieracium piliferum subsp. subnivale,Euro+Med,Subspecies,,"3,6","3,0",2,"2,1","2,9",2,"5,8","6,1",2,"9,0","3,2",2,"0,7","3,3",2
Hieracium pilosum,Euro+Med,Species,,"3,7","3,5",4,"2,4","2,7",3,"9,0","2,5",4,"9,4","2,0",3,"1,1","2,7",4
Hieracium pilosum subsp. villosiceps,Euro+Med,Subspecies,,"4,5","0,8",1,,,,,,,,,,,,
Hieracium pocuticum,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieracium pojoritense,Euro+Med,Species,,"4,4","2,1",1,,,,"8,4","1,7",1,,,,"2,3","2,2",1
Hieracium porrifolium,Euro+Med,Species,,"2,4","3,4",2,"1,7","3,6",2,"9,3","2,6",2,"9,6","2,2",2,"5,0","4,2",1
Hieracium porrifolium agg.,addition,Species Aggregate.,,"3,1","3,9",1,"2,6","2,0",1,"6,3","5,4",1,"9,8","3,7",1,"4,2","6,3",1
Hieracium portanum,Euro+Med,Species,,"2,5","2,2",1,"0,8","2,0",1,"7,6","1,9",1,"5,9","1,9",1,"2,9","2,3",1
Hieracium praebiharicum,Euro+Med,Species,,"4,4","2,1",1,,,,"7,4","1,7",1,,,,"3,2","2,2",1
Hieracium praecurrens,Euro+Med,Species,,"4,2","2,5",4,"4,1","6,8",3,"4,9","4,9",4,"2,5","3,1",2,"3,8","4,4",4
Hieracium praecurrens subsp. pelesii,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"5,4","1,7",1,,,,"3,2","2,2",1
Hieracium prenanthoides,Euro+Med,Species,,"4,3","2,8",11,"5,0","4,4",8,"4,5","3,7",8,"5,5","4,7",9,"2,2","2,6",9
Hieracium prenanthoides agg.,addition,Species Aggregate.,,"5,6","2,5",1,"6,1","1,8",1,"6,3","1,7",1,"6,1","1,6",1,"1,7","1,9",1
Hieracium prenanthoides subsp. bupleurifolium,Euro+Med,Subspecies,,"4,8","3,3",1,"6,4","3,8",1,"4,9","3,0",1,"6,0","5,8",1,"2,3","1,8",1
Hieracium prenanthoides subsp. prenanthoides,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"5,4","1,7",1,,,,"1,5","2,2",1
Hieracium prodanianum,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieracium pseudobifidum subsp. trebevicianum,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieracium pseudocaesiiforme,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieracium pseudocaesium,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium pseudonigritum,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"2,3","2,2",1
Hieracium pseudopaltinae,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieracium pseudoratezatense,Euro+Med,Species,,"5,2","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieracium pseudotranssilvanicum,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"2,3","2,2",1
Hieracium racemosum,Euro+Med,Species,,"3,9","3,0",13,"3,2","3,0",9,"4,5","3,3",11,"5,3","3,2",10,"4,6","2,7",12
Hieracium racemosum subsp. barbatum,Euro+Med,Subspecies,,"4,3","0,4",1,"4,3","1,0",1,"4,1","0,4",1,"4,6","0,4",1,"4,6","0,3",1
Hieracium racemosum subsp. racemosum,Euro+Med,Subspecies,,"2,9","2,1",1,,,,"5,4","1,7",1,,,,"4,1","2,2",1
Hieracium racemosum subsp. virgaurea,Euro+Med,Subspecies,,"3,3","2,5",1,"3,9","2,0",1,"3,8","1,9",1,"8,2","2,0",1,"7,2","2,1",1
Hieracium ramosissimum,Euro+Med,Species,,"4,1","2,5",1,"3,9","2,0",1,"3,8","1,9",1,"5,7","2,0",1,"2,3","2,1",1
Hieracium ramosum,Euro+Med,Species Aggregate,,"2,7","4,6",3,"1,1","2,4",2,"4,3","2,9",3,"8,1","2,1",2,"3,1","2,5",3
Hieracium rapunculoides,Euro+Med,Species,,"4,1","2,5",1,"3,9","2,0",1,"3,8","1,9",1,"5,7","2,0",1,"2,3","2,1",1
Hieracium rapunculoidiforme,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieracium retyezatense,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieracium robustum,Euro+Med,Species,,"4,4","2,1",1,,,,"6,4","5,0",1,,,,"4,1","2,2",1
Hieracium rohacsense,Euro+Med,Species Aggregate,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium rotundatum,Euro+Med,Species,,"4,5","1,0",2,,,,,,,,,,,,
Hieracium sabaudum,Euro+Med,Species Aggregate,,"3,8","3,0",21,"3,4","4,7",14,"3,8","3,0",18,"5,3","4,3",14,"4,6","2,6",18
Hieracium sabaudum subsp. quercetorum,Euro+Med,Subspecies,,"4,7","2,1",1,"5,5","6,1",1,"3,9","3,0",1,"6,5","4,5",1,"4,6","4,5",1
Hieracium sabaudum subsp. scabiosum,Euro+Med,Subspecies,,"4,5","3,8",1,"4,7","2,8",1,"4,9","1,8",1,"7,4","3,5",1,"4,9","3,0",1
Hieracium saliencianum,Euro+Med,Species,,"1,7","1,8",1,"0,7","1,9",1,"10,0","1,8",1,"9,6","1,7",1,"5,4","1,9",1
Hieracium schmidtii,Euro+Med,Species,,"3,1","3,7",11,"1,9","3,7",10,"3,9","4,4",11,"7,4","2,9",9,"4,2","3,2",11
Hieracium schmidtii agg.,addition,Species Aggregate.,,"3,0","2,5",1,"2,9","1,8",1,"2,8","1,7",1,"7,4","1,6",1,"3,4","1,9",1
Hieracium schmidtii subsp. graniticum,Euro+Med,Subspecies,,"1,7","1,8",1,"0,7","1,9",1,"1,0","1,8",1,"7,5","1,7",1,"2,3","1,9",1
Hieracium schmidtii subsp. lasiophyllum,Euro+Med,Subspecies,,"2,9","2,1",1,,,,"8,4","1,7",1,,,,"4,9","2,2",1
Hieracium scitulum,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"2,3","2,2",1
Hieracium scorzonerifolium,Euro+Med,Species,,"3,8","3,1",3,"2,1","2,0",2,"7,7","5,7",3,"9,4","2,1",2,"3,2","2,2",1
Hieracium sparsum,Euro+Med,Species,,"4,0","1,9",1,"2,6","2,0",1,"3,2","1,8",1,"7,6","1,8",1,"1,7","2,1",1
Hieracium sparsum subsp. kotschyanum,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"2,3","2,2",1
Hieracium sparsum subsp. magocsyanum,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium sparsum subsp. nigrovirenticeps,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium sparsum subsp. perfoliosum,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium sparsum subsp. pisaturense,Euro+Med,Subspecies,,"5,2","2,1",1,,,,"3,3","1,7",1,,,,"2,3","2,2",1
Hieracium sparsum subsp. sparsiforme,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium sparsum subsp. sparsum,Euro+Med,Subspecies,,"2,9","2,1",1,,,,"7,4","1,7",1,,,,"5,8","2,2",1
Hieracium sparsum subsp. telekianum,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"3,2","2,2",1
Hieracium sparsum subsp. tubulatum,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium stenodontophyllum,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium subpojoritense,addition,,,"4,4","2,1",1,,,,"7,4","1,7",1,,,,"3,2","2,2",1
Hieracium substellatum subsp. simonkaianum,Euro+Med,Subspecies,,"3,7","2,1",1,,,,"8,4","1,7",1,,,,"4,9","2,2",1
Hieracium sudeticum,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium tajanum,Euro+Med,Species,,"4,4","2,1",1,,,,"4,3","1,7",1,,,,"3,2","2,2",1
Hieracium tenuiflorum,Euro+Med,Species,,"3,1","1,9",1,"2,6","2,0",1,"5,4","1,8",1,"5,4","1,8",1,"4,2","4,2",1
Hieracium tomentosum,Euro+Med,Species,,"2,4","2,1",3,"2,4","2,7",3,"6,8","3,8",3,"7,6","2,6",3,"2,5","3,7",3
Hieracium tomiasaeforme,addition,,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"1,5","2,2",1
Hieracium transiens subsp. erythrocarpum,Euro+Med,Subspecies,,"4,4","2,2",2,"6,5","1,4",1,"4,3","1,8",2,"3,3","1,7",1,"2,4","2,3",2
Hieracium transylvanicum,Euro+Med,Species,,"3,8","3,7",4,"3,6","4,8",3,"6,1","6,4",4,"5,9","5,3",3,"3,3","5,8",4
Hieracium trischistum,Euro+Med,Species,,"4,4","2,1",1,,,,"5,4","1,7",1,,,,"2,3","2,2",1
Hieracium umbellatum,Euro+Med,Species,,"3,8","3,5",24,"2,8","4,6",18,"4,4","4,5",20,"6,2","4,5",16,"4,1","3,8",19
Hieracium umbellatum agg.,addition,Species Aggregate.,,"4,0","3,9",1,"5,0","4,0",1,"3,2","3,6",1,"5,4","3,7",1,"5,0","4,2",1
Hieracium umbellatum subsp. elisabethae,Euro+Med,Subspecies,,"4,4","2,0",1,"6,5","1,4",1,"4,2","1,2",1,"5,4","1,7",1,"2,5","1,6",1
Hieracium umbrosum,Euro+Med,Species,,"5,8","5,5",2,"2,9","3,8",2,"2,5","3,9",2,"6,2","2,9",2,"2,8","2,8",2
Hieracium umbrosum subsp. pseudofastigiatum,Euro+Med,Subspecies,,"4,4","2,1",1,,,,"7,4","1,7",1,,,,"4,9","2,2",1
Hieracium vagneri,Euro+Med,Species,,"5,2","2,1",1,,,,"4,3","1,7",1,,,,"1,5","2,2",1
Hieracium valdepilosum,Euro+Med,Species,,"4,2","2,5",3,"4,2","2,2",3,"7,1","2,1",3,"8,2","2,1",3,"2,0","2,7",3
Hieracium vasconicum subsp. laureolum,Euro+Med,Subspecies,,"4,2","3,4",2,"4,1","2,3",2,"4,8","1,6",2,"5,6","2,1",1,"3,6","1,4",2
Hieracium villosum,Euro+Med,Species,,"4,3","3,2",11,"2,9","3,0",9,"8,4","3,8",10,"8,8","2,9",9,"1,5","2,7",10
Hieracium virosum,Euro+Med,Species,,"3,6","3,8",4,"4,7","4,7",1,"7,1","2,5",2,"6,9","4,7",2,"3,7","5,7",3
Hieracium vladeasae,Euro+Med,Species,,"4,4","2,1",1,,,,"5,4","1,7",1,,,,"3,2","2,2",1
Hieracium vurtopicum,Euro+Med,Species,,"4,4","2,1",1,,,,"3,3","1,7",1,,,,"2,3","2,2",1
Hieracium wichurae,Euro+Med,Species,,"3,7","2,1",1,,,,"7,4","1,7",1,,,,"3,2","2,2",1
Hieracium x pseudovagneri,addition,hyb.-sp.,TRUE,"3,7","2,1",1,,,,"4,3","1,7",1,,,,"2,3","2,2",1
Hieraciurn buianum,addition,,,"4,4","2,1",1,,,,"5,4","1,7",1,,,,"4,1","2,2",1
Hierochloë alpina,Euro+Med,Species,,"4,9","2,5",1,,,,"5,1","1,7",1,"8,7","1,6",1,"0,6","1,9",1
Hierochloë australis,Euro+Med,Species,,"3,5","2,9",14,"4,1","4,9",10,"5,7","4,8",13,"5,2","4,4",10,"4,6","2,7",13
Hierochloë hirta,Euro+Med,Species,,"5,8","1,9",4,"4,5","2,5",3,"5,6","2,5",3,"7,9","2,5",3,"3,8","4,3",3
Hierochloë hirta subsp. arctica,Euro+Med,Subspecies,,"5,8","2,4",2,"4,6","2,5",2,"5,6","3,1",2,"7,9","2,3",2,"4,4","3,6",2
Hierochloë hirta subsp. hirta,Euro+Med,Subspecies,,"5,9","2,3",1,"4,3","1,9",1,"5,9","1,9",1,"8,2","2,1",1,"4,6","2,3",1
Hierochloë odorata,Euro+Med,Species,,"6,4","5,7",15,"3,5","6,0",11,"4,6","4,2",12,"6,2","3,8",12,"3,9","3,9",10
Hierochloe odorata agg.,addition,Species Aggregate.,,"6,6","5,0",5,"3,0","4,7",4,"4,2","3,7",5,"6,1","3,2",5,"4,3","3,6",4
Hierochloë odorata subsp. odorata,Euro+Med,Subspecies,,"5,9","2,5",1,"1,6","2,0",1,"3,8","1,9",1,"5,7","2,0",1,"4,2","2,1",1
