"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"111","R-P27100",811,"Coleostepho myconis-Galactitetum tomentosae",1257,"Sisymbrion officinalis","V33","S",NA,10,"1985",-8.021703226,42.32294709,"3 - UTM10x10 + Elevation",120,"Echio-Galactition tomentosae","Chenopodietea",0,"Polygono-Poetea annuae"
"112","R-P27101",812,"Coleostepho myconis-Galactitetum tomentosae",324,"Sisymbrion officinalis","V32","S",NA,8,"1985",-7.999375323,42.34733288,"3 - UTM10x10 + Elevation",120,"Echio-Galactition tomentosae","Chenopodietea",0,"Polygono-Poetea annuae"
"113","R-P27102",813,"Coleostepho myconis-Galactitetum tomentosae",325,"Dauco-Melilotion","R","",NA,12,"1985",-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48,"Echio-Galactition tomentosae","Chenopodietea",0,"Polygono-Poetea annuae"
"114","R-P27103",814,"Coleostepho myconis-Galactitetum tomentosae",326,"Dauco-Melilotion","V","",NA,10,"1985",-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48,"Echio-Galactition tomentosae","Chenopodietea",0,"Polygono-Poetea annuae"
"115","R-P27105",815,"Coleostepho myconis-Galactitetum tomentosae",327,"Dauco-Melilotion","V32","",NA,3,"1985",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"Echio-Galactition tomentosae","Chenopodietea",0,"Polygono-Poetea annuae"
"116","R-P28993",826,"Sisymbrio officinalis-Hordeetum murini",330,"Sisymbrion officinalis","V37","",NA,2,"2014",-3.660936039,43.05253414,"1 - UTM1x1 + Elevation",730,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"117","R-P28994",827,"Sisymbrio officinalis-Hordeetum murini",331,"Sisymbrion officinalis","V37","",NA,10,"2014",-3.558188735,43.09630514,"1 - UTM1x1 + Elevation",830,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"118","S-P11097",852,"Lolio perennis-Plantaginetum majoris",411097,"Sisymbrion officinalis","R36","",NA,8,"1989",-4.487894143,42.92410402,"1 - UTM1x1 + Elevation",1080,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"119","S-P11128",857,"Sisymbrio officinalis-Hordeetum murini",345,"Sisymbrion officinalis","V37","",NA,15,"1989",-4.414395552,42.92503589,"1 - UTM1x1 + Elevation",1220,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"120","S-P12069",930,"Sisymbrio officinalis-Hordeetum murini",1287,"Sisymbrion officinalis","V32","",NA,40,"1975",-7.128062641,43.55794164,"3 - UTM10x10 + Elevation",5,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"121","S-P12071",932,"Sisymbrio officinalis-Hordeetum murini",1289,"Sisymbrion officinalis","V37","SE",5,10,"1975",-6.696716828,43.54931699,"3 - UTM10x10 + Elevation",85,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"122","S-P12072",933,"Sisymbrio officinalis-Hordeetum murini",1920,"Sisymbrion officinalis","V37","",NA,10,"1975",-6.554916089,43.53761392,"3 - UTM10x10 + Elevation",60,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"123","S-P12073",934,"Sisymbrio officinalis-Hordeetum murini",1921,"Sisymbrion officinalis","V37","N",5,15,"1975",-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"124","S-P12074",935,"Sisymbrio officinalis-Hordeetum murini",374,"Sisymbrion officinalis","V37","",NA,20,"1975",-6.555973863,43.55558765,"3 - UTM10x10 + Elevation",15,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"125","S-P12075",936,"Sisymbrio officinalis-Hordeetum murini",375,"Sisymbrion officinalis","V37","N",30,20,"1975",-7.102997578,43.55344364,"3 - UTM10x10 + Elevation",10,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"126","S-P12078",939,"Sisymbrio officinalis-Hordeetum murini",376,"Sisymbrion officinalis","V37","NE",5,15,"1975",-7.085709279,43.55406381,"3 - UTM10x10 + Elevation",20,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"127","S-P12108",965,"Potentillo-Menthetum rotundifoliae",412108,"Sisymbrion officinalis","R36","",NA,10,"1975",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"Mentho longifoliae-Juncion inflexi","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"128","S-P15116",1010,"Sisymbrio officinalis-Hordeetum murini",391,"Sisymbrion officinalis","V32","",NA,100,"1967",-2.254396908,43.20149416,"2 - UTM1x1 + Centroid",70,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"129","S-P15117",1011,"Sisymbrio officinalis-Hordeetum murini",1937,"Sisymbrion officinalis","V35","",NA,50,"1967",-1.791346831,43.33800985,"1 - UTM1x1 + Elevation",50,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"130","S-P15118",1012,"Sisymbrio officinalis-Hordeetum murini",392,"Sisymbrion officinalis","V32","",NA,10,"1967",-2.212078809,43.04632731,"1 - UTM1x1 + Elevation",160,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"131","S-P15119",1013,"Sisymbrio officinalis-Hordeetum murini",1938,"Sisymbrion officinalis","V32","",NA,5,"1967",-1.504837161,43.14912973,"1 - UTM1x1 + Elevation",210,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"132","S-P15120",1014,"Sisymbrio officinalis-Hordeetum murini",393,"Sisymbrion officinalis","V37","",NA,10,"1967",-2.194891416,43.04620769,"1 - UTM1x1 + Elevation",160,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"133","S-P15123",1016,"Sisymbrio officinalis-Hordeetum murini",394,"Dauco-Melilotion","V32","",NA,100,"1967",-1.79821425,43.36509548,"1 - UTM1x1 + Elevation",2,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"134","S-P15124",1017,"Sisymbrio officinalis-Hordeetum murini",395,"Sisymbrion officinalis","V32","",NA,20,"1967",-1.784413475,43.31452479,"2 - UTM1x1 + Centroid",20,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"135","S-P15125",1018,"Sisymbrio officinalis-Hordeetum murini",396,"Sisymbrion officinalis","V37","",NA,20,"1967",-1.772084529,43.31439308,"2 - UTM1x1 + Centroid",25,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"136","S-P15126",1019,"Sisymbrio officinalis-Hordeetum murini",1940,"Sisymbrion officinalis","V32","",NA,50,"1967",-2.420162466,43.11420728,"1 - UTM1x1 + Elevation",300,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"137","S-P17955",1083,"Sisymbrio officinalis-Hordeetum murini",434,"Sisymbrion officinalis","V37","",NA,20,"1982",-2.611516269,43.17624989,"2 - UTM1x1 + Centroid",356,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"138","S-P17956",1084,"Sisymbrio officinalis-Hordeetum murini",1950,"Sisymbrion officinalis","V37","",NA,20,"1982",-2.611516269,43.17624989,"2 - UTM1x1 + Centroid",356,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"139","S-P17957",1085,"Sisymbrio officinalis-Hordeetum murini",1951,"Sisymbrion officinalis","V37","",NA,30,"1982",-2.611516269,43.17624989,"2 - UTM1x1 + Centroid",356,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"140","S-P17958",1086,"Sisymbrio officinalis-Hordeetum murini",435,"Sisymbrion officinalis","V37","",NA,20,"1982",-2.611687398,43.14923601,"2 - UTM1x1 + Centroid",304,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"141","S-P17959",1087,"Sisymbrio officinalis-Hordeetum murini",436,"Sisymbrion officinalis","V37","",NA,30,"1982",-2.611687398,43.14923601,"2 - UTM1x1 + Centroid",304,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"142","S-P17960",1088,"Sisymbrio officinalis-Hordeetum murini",1952,"Sisymbrion officinalis","V37","",NA,30,"1982",-2.684642517,43.31154527,"2 - UTM1x1 + Centroid",137,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"143","S-P17961",1089,"Sisymbrio officinalis-Hordeetum murini",1953,"Sisymbrion officinalis","V37","",NA,30,"1982",-2.684642517,43.31154527,"2 - UTM1x1 + Centroid",137,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"144","S-P17962",1090,"Sisymbrio officinalis-Hordeetum murini",437,"Sisymbrion officinalis","V37","",NA,20,"1982",-2.722045556,43.22159565,"2 - UTM1x1 + Centroid",208,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"145","S-P18290",1121,"Sisymbrio officinalis-Hordeetum murini",456,"Sisymbrion officinalis","V37","",NA,15,"1974",-5.969432129,43.15636831,"2 - UTM1x1 + Centroid",420,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"146","S-P18291",1122,"Sisymbrio officinalis-Hordeetum murini",457,"Sisymbrion officinalis","V37","",NA,8,"1974",-5.969432129,43.15636831,"2 - UTM1x1 + Centroid",380,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"147","S-P18292",1123,"Sisymbrio officinalis-Hordeetum murini",1965,"Sisymbrion officinalis","V37","SE",20,10,"1974",-5.993299718,43.19176191,"3 - UTM10x10 + Elevation",350,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"148","S-P18294",1125,"Sisymbrio officinalis-Hordeetum murini",458,"Sisymbrion officinalis","V37","NW",30,15,"1974",-5.993299718,43.19176191,"3 - UTM10x10 + Elevation",370,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"149","S-P18295",1126,"Sisymbrio officinalis-Hordeetum murini",459,"Sisymbrion officinalis","R57","SW",20,20,"1974",-5.874621222,43.23262495,"1 - UTM1x1 + Elevation",310,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"150","S-P19646",1148,"Associació-Desconeguda",419646,"Sisymbrion officinalis","R36","",NA,NA,"1972",-8.099758854,43.16034434,"3 - UTM10x10 + Elevation",480,"Unknown",NA,0,"Polygono-Poetea annuae"
"151","S-P19649",1150,"Associació-Desconeguda",461,"Sisymbrion officinalis","V37","",NA,NA,"1972",-8.119661845,43.16305414,"3 - UTM10x10 + Elevation",480,"Unknown",NA,0,"Polygono-Poetea annuae"
"152","S-P20354",1162,"Careto verticillatae-Cynosuretum cristati",420354,"Sisymbrion officinalis","V15","S",NA,20,"1972",-8.743020948,42.35740604,"3 - UTM10x10 + Elevation",120,"Cynosurion cristati","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"153","S-P20361",1166,"Chrysanthemum segetum-Raphanetum",1351,"Sisymbrion officinalis","R","NW",NA,10,"1972",-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20,"Scleranthion annui","Papaveretea rhoeadis",0,"Polygono-Poetea annuae"
"154","S-P20364",1169,"Chrysanthemum segetum-Raphanetum",464,"Sisymbrion officinalis","R22","E",NA,10,"1972",-8.695258067,42.23196771,"3 - UTM10x10 + Elevation",80,"Scleranthion annui","Papaveretea rhoeadis",0,"Polygono-Poetea annuae"
"155","S-P20423",1228,"Galactito tomentosae-Digitaletum purpureae",1968,"Sisymbrion officinalis","V35","N",NA,4,"1972",-8.768052046,42.20671344,"3 - UTM10x10 + Elevation",50,"Arction lappae","Epilobietea angustifolii",0,"Polygono-Poetea annuae"
"156","S-P20424",1229,"Galactito tomentosae-Digitaletum purpureae",482,"Sisymbrion officinalis","V32","N",NA,4,"1972",-8.646193414,42.44144945,"3 - UTM10x10 + Elevation",7,"Arction lappae","Epilobietea angustifolii",0,"Polygono-Poetea annuae"
"157","S-P20425",1230,"Galactito tomentosae-Digitaletum purpureae",1395,"Sisymbrion officinalis","V","W",NA,7,"1972",-8.681501241,42.40189058,"3 - UTM10x10 + Elevation",2,"Arction lappae","Epilobietea angustifolii",0,"Polygono-Poetea annuae"
"158","S-P20426",1231,"Galactito tomentosae-Digitaletum purpureae",483,"Sisymbrion officinalis","Sa","SE",NA,7,"1972",-8.746870682,42.34641016,"3 - UTM10x10 + Elevation",70,"Arction lappae","Epilobietea angustifolii",0,"Polygono-Poetea annuae"
"159","S-P20427",1232,"Galactito tomentosae-Digitaletum purpureae",484,"Sisymbrion officinalis","?","SE",NA,7,"1972",-8.679197579,42.29578098,"3 - UTM10x10 + Elevation",80,"Arction lappae","Epilobietea angustifolii",0,"Polygono-Poetea annuae"
"160","S-P20428",1233,"Galactito tomentosae-Digitaletum purpureae",420428,"Sisymbrion officinalis","V","S",NA,10,"1972",-8.656824797,42.31669495,"3 - UTM10x10 + Elevation",15,"Arction lappae","Epilobietea angustifolii",0,"Polygono-Poetea annuae"
"161","S-P20432",1237,"Galactito tomentosae-Digitaletum purpureae",488,"Dauco-Melilotion","V","N",NA,10,"1972",-8.65296843,42.4357132,"3 - UTM10x10 + Elevation",70,"Arction lappae","Epilobietea angustifolii",0,"Polygono-Poetea annuae"
"162","S-P20447",1251,"Lolio-Plantaginetum majoris",1981,"Sisymbrion officinalis","V34","SW",NA,4,"1972",-8.85664787,42.27422322,"3 - UTM10x10 + Elevation",100,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"163","S-P20452",1256,"Lolio-Plantaginetum majoris",1396,"Sisymbrion officinalis","V32","NE",NA,2,"1972",-8.823626221,42.25790695,"3 - UTM10x10 + Elevation",30,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"164","S-P20453",1257,"Lolio-Plantaginetum majoris",490,"Sisymbrion officinalis","V37","SW",NA,2,"1972",-8.797149763,42.28625851,"3 - UTM10x10 + Elevation",100,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"165","S-P20454",1258,"Lolio-Plantaginetum majoris",1397,"Sisymbrion officinalis","V37","SE",NA,2,"1972",-8.785695167,42.18781814,"3 - UTM10x10 + Elevation",40,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"166","S-P20456",1259,"Lolio-Plantaginetum majoris",1398,"Sisymbrion officinalis","V32","E",NA,5,"1972",-8.656020256,42.33473892,"3 - UTM10x10 + Elevation",80,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"167","S-P20457",1260,"Lolio-Plantaginetum majoris",1986,"Sisymbrion officinalis","V32","SE",NA,8,"1972",-8.722815036,42.29540585,"3 - UTM10x10 + Elevation",40,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"168","S-P24686",1284,"Elytrigio campestris-Brachypodietum phoenicoidis",424686,"Dauco-Melilotion","V38","",NA,15,"2010",-7,43,"5 - UTMs missing from DEM",400,"Brachypodion phoenicoidis","Festuco-Brometea",0,"Polygono-Poetea annuae"
"169","S-P25125",1286,"Lolietum perennis",1987,"Sisymbrion officinalis","V32","",NA,4,"2010",-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",400,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"170","S-P25131",1287,"Junco compressi-Caricetum divisae",425131,"Sisymbrion officinalis","V32","",NA,5,"2010",-1.359819968,42.59063232,"1 - UTM1x1 + Elevation",500,"Trifolion maritimi","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"171","S-P25141",1288,"Trifolio fragiferi-Cynodontetum dactyli",1988,"Sisymbrion officinalis","V32","",NA,5,"2010",-7,43,"5 - UTMs missing from DEM",320,"Trifolion maritimi","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"172","S-P25258",1290,"",425258,"Sisymbrion officinalis","R36","",NA,32,"",-2.189702798,42.88047754,"1 - UTM1x1 + Elevation",550,"Unknown",NA,0,"Polygono-Poetea annuae"
"173","T-P02592",1298,"Bromo-Hordeetum murini",502,"Sisymbrion officinalis","V37","E",4.5,3,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"174","T-P02593",1299,"Bromo-Hordeetum murini",1989,"Sisymbrion officinalis","V32","",NA,6,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"175","T-P02594",1300,"Bromo-Hordeetum murini",503,"Sisymbrion officinalis","V37","",NA,10,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"176","T-P02595",1301,"Bromo-Hordeetum murini",504,"Sisymbrion officinalis","V37","",NA,3,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"177","T-P03078",1320,"Sisymbrio officinalis-Hordeetum murini",518,"Sisymbrion officinalis","V32","W",NA,4,"1986",-3.185348801,43.3316399,"3 - UTM10x10 + Elevation",200,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"178","T-P03079",1321,"Sisymbrio officinalis-Hordeetum murini",519,"Sisymbrion officinalis","V32","NW",NA,4,"1986",-3.175449564,43.32085003,"3 - UTM10x10 + Elevation",200,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"179","T-P03080",1322,"Sisymbrio officinalis-Hordeetum murini",520,"Sisymbrion officinalis","V37","E",NA,6,"1986",-3.081713734,43.31735357,"3 - UTM10x10 + Elevation",100,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"180","T-P03081",1323,"Sisymbrio officinalis-Hordeetum murini",521,"Sisymbrion officinalis","V32","E",NA,6,"1986",-3.05950675,43.30836268,"3 - UTM10x10 + Elevation",100,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"181","T-P04825",1401,"Sisymbrio officinalis-Hordeetum murini",535,"Sisymbrion officinalis","V37","",NA,2,"1984",-4.5842792,43.24157766,"3 - UTM10x10 + Elevation",330,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"182","T-P05175",1466,"Sisymbrio officinalis-Hordeetum murini",2018,"Sisymbrion officinalis","R","",NA,7,"1995",-3.41779029,43.41026656,"1 - UTM1x1 + Elevation",5,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"183","T-P05176",1467,"Sisymbrio officinalis-Hordeetum murini",2019,"Sisymbrion officinalis","V37","",NA,10,"1995",-3.410379777,43.41029339,"1 - UTM1x1 + Elevation",10,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"184","T-P05177",1468,"Sisymbrio officinalis-Hordeetum murini",537,"Sisymbrion officinalis","V37","",NA,4,"1995",-3.482984513,43.22091377,"1 - UTM1x1 + Elevation",400,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"185","T-P05185",1476,"Helmintio echioidis-Melilotetum albae",545,"Dauco-Melilotion","V38","",NA,25,"1995",-3.43730551,43.37597667,"3 - UTM10x10 + Elevation",8,"Dauco-Melilotion","Artemisietea vulgaris",1,"Polygono-Poetea annuae"
"186","T-P05187",1478,"Helmintio echioidis-Melilotetum albae",547,"Dauco-Melilotion","V38","",NA,50,"1995",-3.492142772,43.44058572,"2 - UTM1x1 + Centroid",8,"Dauco-Melilotion","Artemisietea vulgaris",1,"Polygono-Poetea annuae"
"187","T-P05188",1479,"Helmintio echioidis-Melilotetum albae",548,"Dauco-Melilotion","V38","",NA,20,"1995",-3.457706304,43.4623392,"1 - UTM1x1 + Elevation",7,"Dauco-Melilotion","Artemisietea vulgaris",1,"Polygono-Poetea annuae"
"188","T-P05189",1480,"Helmintio echioidis-Melilotetum albae",549,"Dauco-Melilotion","V38","",NA,60,"1995",-3.434182013,43.28414213,"1 - UTM1x1 + Elevation",40,"Dauco-Melilotion","Artemisietea vulgaris",1,"Polygono-Poetea annuae"
"189","T-P05334",1487,"Plantago coronopi-Trifolietum fragiferae",505334,"Dauco-Melilotion","V34","",NA,10,"1995",-3.427677294,43.38332,"4 - UTM10x10 + Centroid",81,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"190","T-P05336",1488,"Plantago coronopi-Trifolietum fragiferae",2024,"Dauco-Melilotion","V","",NA,20,"1995",-3.440067404,43.41829162,"2 - UTM1x1 + Centroid",81,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"191","T-P07866",1625,"Trifolio fragiferi-Cynodontetum dactyli",2034,"Dauco-Melilotion","V","",NA,10,"1999",-7,43,"5 - UTMs missing from DEM",400,"Trifolion maritimi","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"192","T-P07881",1626,"Trifolio fragiferi-Cynodontetum dactyli",2035,"Dauco-Melilotion","V34","",NA,6,"1999",-7,43,"5 - UTMs missing from DEM",340,"Trifolion maritimi","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"193","T-P11681",1717,"Sisymbrio officinalis-Hordeetum murini",718,"Sisymbrion officinalis","V37","S",1.8,25,"1988",-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1020,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"194","T-P11682",1718,"Sisymbrio officinalis-Hordeetum murini",719,"Sisymbrion officinalis","R","",NA,6,"1988",-5.718361471,42.87447482,"3 - UTM10x10 + Elevation",1100,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"195","T-P11684",1720,"Sisymbrio officinalis-Hordeetum murini",721,"Sisymbrion officinalis","V37","",NA,10,"1988",-5.664736949,42.93696707,"3 - UTM10x10 + Elevation",1140,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"196","T-P11685",1721,"Sisymbrio officinalis-Hordeetum murini",722,"Sisymbrion officinalis","R","",NA,12,"1988",-5.662288369,42.93702408,"3 - UTM10x10 + Elevation",1130,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"197","T-P11686",1722,"Sisymbrio officinalis-Hordeetum murini",723,"Sisymbrion officinalis","V37","",NA,7,"1988",-5.650045362,42.93730836,"3 - UTM10x10 + Elevation",1130,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"198","T-P11687",1723,"Sisymbrio officinalis-Hordeetum murini",724,"Sisymbrion officinalis","V37","",NA,12,"1988",-5.709125862,42.94312798,"3 - UTM10x10 + Elevation",1200,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"199","T-P11688",1724,"Sisymbrio officinalis-Hordeetum murini",725,"Sisymbrion officinalis","R","",NA,10,"1988",-5.766523388,42.91113911,"3 - UTM10x10 + Elevation",1190,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"200","T-P11689",1725,"Sisymbrio officinalis-Hordeetum murini",726,"Sisymbrion officinalis","V37","",NA,10,"1988",-5.701622197,42.93970367,"3 - UTM10x10 + Elevation",1200,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"201","T-P11690",1726,"Sisymbrio officinalis-Hordeetum murini",727,"Sisymbrion officinalis","V37","W",4.5,10,"1988",-5.685265197,42.7888123,"3 - UTM10x10 + Elevation",1100,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"202","T-P11853",1741,"Lolio-Plantaginetum majoris",2057,"Sisymbrion officinalis","V37","",NA,10,"1988",-5.024032771,43.01942117,"4 - UTM10x10 + Centroid",1060,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"203","T-P11855",1743,"Sisymbrio officinalis-Hordeetum murini",729,"Sisymbrion officinalis","V37","",NA,3,"1988",-6.266854553,42.92135376,"3 - UTM10x10 + Elevation",1320,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"204","T-P11857",1745,"Sisymbrio officinalis-Hordeetum murini",731,"Sisymbrion officinalis","V37","",NA,8,"1988",-6.355314663,42.9710159,"3 - UTM10x10 + Elevation",1120,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"205","T-P11859",1747,"Sisymbrio officinalis-Hordeetum murini",733,"Sisymbrion officinalis","V37","",NA,10,"1988",-5.664736949,42.93696707,"3 - UTM10x10 + Elevation",1140,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"206","T-P11861",1749,"Sisymbrio officinalis-Hordeetum murini",735,"Sisymbrion officinalis","V37","",NA,10,"1988",-6.713449807,42.60518797,"3 - UTM10x10 + Elevation",480,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"207","T-P11934",1773,"Helmintio echioidis-Melilotetum albae",759,"Dauco-Melilotion","V38","",NA,20,"1988",-2.422535962,43.12322415,"3 - UTM10x10 + Elevation",170,"Dauco-Melilotion","Artemisietea vulgaris",0,"Polygono-Poetea annuae"
"208","T-P11937",1776,"Helmintio echioidis-Melilotetum albae",762,"Dauco-Melilotion","V38","",NA,30,"1988",-2.579564002,43.17073406,"3 - UTM10x10 + Elevation",200,"Dauco-Melilotion","Artemisietea vulgaris",1,"Polygono-Poetea annuae"
"209","T-P11941",1780,"Helmintio echioidis-Melilotetum albae",766,"Dauco-Melilotion","R22","",NA,10,"1988",-2.281938959,43.16204941,"3 - UTM10x10 + Elevation",240,"Dauco-Melilotion","Artemisietea vulgaris",1,"Polygono-Poetea annuae"
"210","T-P11944",1783,"Helmintio echioidis-Melilotetum albae",769,"Dauco-Melilotion","V38","",NA,30,"1988",-2.477022668,43.07666064,"3 - UTM10x10 + Elevation",230,"Dauco-Melilotion","Artemisietea vulgaris",1,"Polygono-Poetea annuae"
"211","T-P11945",1784,"Helmintio echioidis-Melilotetum albae",770,"Dauco-Melilotion","V38","",NA,20,"1988",-2.459825872,43.07658076,"3 - UTM10x10 + Elevation",210,"Dauco-Melilotion","Artemisietea vulgaris",1,"Polygono-Poetea annuae"
"212","T-P11947",1786,"Helmintio echioidis-Melilotetum albae",772,"Dauco-Melilotion","V38","",NA,50,"1988",-2.41354407,43.03493007,"3 - UTM10x10 + Elevation",250,"Dauco-Melilotion","Artemisietea vulgaris",1,"Polygono-Poetea annuae"
"213","T-P11949",1788,"Helmintio echioidis-Melilotetum albae",774,"Dauco-Melilotion","V11","",NA,25,"1988",-2.593534522,42.91864443,"3 - UTM10x10 + Elevation",600,"Dauco-Melilotion","Artemisietea vulgaris",1,"Polygono-Poetea annuae"
"214","T-P11950",1789,"Helmintio echioidis-Melilotetum albae",775,"Dauco-Melilotion","V38","",NA,20,"1988",-2.391819254,43.24552983,"3 - UTM10x10 + Elevation",20,"Dauco-Melilotion","Artemisietea vulgaris",1,"Polygono-Poetea annuae"
"215","T-P11952",1791,"Helmintio echioidis-Melilotetum albae",777,"Dauco-Melilotion","V","",NA,15,"1988",-2.344492805,43.29389342,"3 - UTM10x10 + Elevation",130,"Dauco-Melilotion","Artemisietea vulgaris",1,"Polygono-Poetea annuae"
