"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"104","R-P22243",519,"Geranio robertiani-Caryolophetum sempervirentis",206,"Alliarienion petiolatae","V39","",30,10,"1999",-7.975960117,41.9576217,"1 - UTM1x1 + Elevation",590,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"105","R-P22244",520,"Geranio robertiani-Caryolophetum sempervirentis",207,"Alliarienion petiolatae","V39","S",NA,5,"1999",-7.992087464,41.94791673,"3 - UTM10x10 + Elevation",680,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"106","R-P22245",521,"Geranio robertiani-Caryolophetum sempervirentis",208,"Alliarienion petiolatae","R","",5,10,"1999",-8.085085853,41.90421193,"1 - UTM1x1 + Elevation",380,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"107","R-P22246",522,"Geranio robertiani-Caryolophetum sempervirentis",209,"Alliarienion petiolatae","V39","N",NA,15,"1999",-7.921455893,41.90775824,"1 - UTM1x1 + Elevation",875,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"108","R-P22299",566,"Bromo diandri-Carduetum tenuiflori",214,"Arction lappae","V32","NW",NA,10,"1999",-7.943690447,41.97702558,"1 - UTM1x1 + Elevation",590,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"109","R-P23786",585,"Associació-Desconeguda",215,"Balloto-Conion maculati","V39","W",30,100,"1986",-6.748331028,42.25108404,"1 - UTM1x1 + Elevation",1480,"Unknown",NA,0,"Epilobietea angustifolii"
"110","R-P23931",595,"Galio aparines-Conietum maculati",216,"Arction lappae","V32","W",5,30,"1986",-6.792262196,42.29646044,"3 - UTM10x10 + Elevation",1000,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"111","R-P23933",597,"Galio aparines-Conietum maculati",218,"Arction lappae","V37","SW",20,4,"1986",-6.803317844,42.35912377,"3 - UTM10x10 + Elevation",1200,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"112","R-P23934",598,"Galio aparines-Conietum maculati",219,"Arction lappae","V39","SW",15,25,"1986",-6.787049106,42.33084935,"3 - UTM10x10 + Elevation",880,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"113","R-P23935",599,"Galio aparines-Conietum maculati",220,"Arction lappae","V39","",NA,2,"1986",-6.794250948,42.2891911,"3 - UTM10x10 + Elevation",980,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"114","R-P23936",600,"Galio aparines-Conietum maculati",221,"Balloto-Conion maculati","V39","S",3,4,"1986",-6.792434257,42.3396754,"3 - UTM10x10 + Elevation",980,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"115","R-P23937",601,"Comunidad de Chenopodium bonus-henricus",222,"Alliarienion petiolatae","V38","NE",10,80,"1986",-6.789888778,42.25691991,"1 - UTM1x1 + Elevation",1850,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"116","R-P23941",602,"Geranio robertiani-Caryolophetum sempervirentis",223,"Alliarienion petiolatae","V39","",NA,20,"1986",-6.906536601,42.37905898,"3 - UTM10x10 + Elevation",880,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"117","R-P23942",603,"Geranio robertiani-Caryolophetum sempervirentis",224,"Alliarienion petiolatae","V39","SE",60,10,"1986",-6.951458027,42.35950892,"3 - UTM10x10 + Elevation",960,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"118","R-P23944",604,"Geranio robertiani-Caryolophetum sempervirentis",225,"Alliarienion petiolatae","V39","NW",15,4,"1986",-6.93725768,42.36540068,"3 - UTM10x10 + Elevation",900,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"119","R-P23945",605,"Geranio robertiani-Caryolophetum sempervirentis",226,"Alliarienion petiolatae","V39","SW",25,4,"1986",-6.798471247,42.35928467,"3 - UTM10x10 + Elevation",1260,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"120","R-P23948",606,"Geranio robertiani-Caryolophetum sempervirentis",227,"Alliarienion petiolatae","V39","N",15,20,"1986",-6.860262829,42.37702709,"1 - UTM1x1 + Elevation",660,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"121","R-P23949",607,"Geranio robertiani-Caryolophetum sempervirentis",228,"Alliarienion petiolatae","V39","",NA,25,"1986",-6.860262829,42.37702709,"1 - UTM1x1 + Elevation",660,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"122","R-P23950",608,"Comunidad de Smyrnium olusatrum",229,"Alliarienion petiolatae","V39","",NA,12,"1986",-6.847038344,42.39908231,"3 - UTM10x10 + Elevation",500,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"123","R-P23951",609,"Comunidad de Smyrnium olusatrum",230,"Alliarienion petiolatae","V39","S",15,2,"1986",-6.792109824,42.33428357,"3 - UTM10x10 + Elevation",900,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"124","R-P23984",628,"Urtico urentis-Malvetum neglectae",1880,"Balloto-Conion maculati","V37","S",10,2,"1986",-6.80610126,42.32481505,"3 - UTM10x10 + Elevation",900,"Chenopodion muralis","Chenopodietea",0,"Epilobietea angustifolii"
"125","R-P23989",631,"Anthrisco-Geranietum lucidi",231,"Alliarienion petiolatae","V39","E",90,2,"1986",-6.812063445,42.30300642,"3 - UTM10x10 + Elevation",990,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",0,"Epilobietea angustifolii"
"126","R-P23990",632,"Anthrisco-Geranietum lucidi",232,"Arction lappae","V37","",NA,2,"1986",-6.80765505,42.31035653,"3 - UTM10x10 + Elevation",900,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",0,"Epilobietea angustifolii"
"127","R-P23991",633,"Anthrisco-Geranietum lucidi",233,"Alliarienion petiolatae","V39","W",35,4,"1986",-6.799957766,42.30340878,"3 - UTM10x10 + Elevation",900,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",0,"Epilobietea angustifolii"
"128","R-P23992",634,"Anthrisco-Geranietum lucidi",234,"Alliarienion petiolatae","V","NW",90,10,"1986",-6.875592824,42.42873318,"3 - UTM10x10 + Elevation",680,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"129","R-P23993",635,"Anthrisco-Geranietum lucidi",235,"Alliarienion petiolatae","V39","",NA,2,"1986",-6.967014134,42.37517826,"3 - UTM10x10 + Elevation",960,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",0,"Epilobietea angustifolii"
"130","R-P23994",636,"Anthrisco-Geranietum lucidi",236,"Alliarienion petiolatae","V39","",NA,2,"1986",-7.023324777,42.38221689,"3 - UTM10x10 + Elevation",960,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"131","R-P23996",637,"Anthrisco-Geranietum lucidi",237,"Alliarienion petiolatae","V39","NW",10,4,"1986",-6.906982932,42.38624705,"3 - UTM10x10 + Elevation",680,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"132","R-P23997",638,"Anthrisco-Geranietum lucidi",238,"Alliarienion petiolatae","V39","W",70,1,"1986",-6.831084897,42.3365878,"3 - UTM10x10 + Elevation",1040,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"133","R-P24022",654,"Sisymbrio officinalis-Hordeetum murini",240,"Arction lappae","V37","",NA,2,"1986",-6.826874911,42.38715228,"3 - UTM10x10 + Elevation",680,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"134","R-P24026",658,"",244,"Arction lappae","V32","",NA,3,NA,-6.855305085,42.37539332,"1 - UTM1x1 + Elevation",660,"Unknown",NA,0,"Epilobietea angustifolii"
"135","R-P24029",661,"",247,"Arction lappae","V32","",NA,2,NA,-6.787157083,42.33264664,"3 - UTM10x10 + Elevation",990,"Unknown",NA,0,"Epilobietea angustifolii"
"136","R-P24033",665,"",251,"Arction lappae","V32","",NA,2,NA,-6.803679291,42.32489553,"3 - UTM10x10 + Elevation",1000,"Unknown",NA,0,"Epilobietea angustifolii"
"137","R-P24035",667,"",253,"Arction lappae","V32","",NA,2,NA,-6.776178187,42.39243749,"3 - UTM10x10 + Elevation",1250,"Unknown",NA,0,"Epilobietea angustifolii"
"138","R-P24041",669,"Bromo diandri-Carduetum tenuiflori",255,"Arction lappae","V33","",NA,15,"1986",-6.871727466,42.40545324,"3 - UTM10x10 + Elevation",350,"Sisymbrion officinalis","Sisymbrietea",0,"Epilobietea angustifolii"
"139","R-P24042",670,"Bromo diandri-Carduetum tenuiflori",256,"Arction lappae","V33","S",15,10,"1986",-6.859602957,42.40586269,"3 - UTM10x10 + Elevation",350,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"140","R-P24045",671,"Bromo diandri-Carduetum tenuiflori",257,"Arction lappae","V33","",NA,10,"1986",-6.849793121,42.40439221,"3 - UTM10x10 + Elevation",350,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"141","R-P24046",672,"Bromo diandri-Carduetum tenuiflori",258,"Arction lappae","V38","S",10,4,"1986",-6.80201604,42.33755677,"3 - UTM10x10 + Elevation",880,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"142","R-P24048",674,"Bromo diandri-Carduetum tenuiflori",260,"Arction lappae","V37","S",20,2,"1986",-6.809750844,42.30488424,"3 - UTM10x10 + Elevation",900,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"143","R-P24049",675,"Bromo diandri-Carduetum tenuiflori",261,"Arction lappae","V32","W",10,3,"1986",-6.797320285,42.29989455,"3 - UTM10x10 + Elevation",1000,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"144","R-P24469",679,"Parietarietum judaicae",2215,"Smyrnienion olusatri","V","W",90,10,"2012",-6.812628673,42.43264865,"1 - UTM1x1 + Elevation",376,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Epilobietea angustifolii"
"145","R-P24471",681,"Parietarietum judaicae",2217,"Smyrnienion olusatri","V","S",90,20,"2012",-6.714726725,42.42146086,"1 - UTM1x1 + Elevation",470,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Epilobietea angustifolii"
"146","R-P24572",685,"Chenopodio boni-henrici-Senecionetum nebrodensis",262,"Balloto-Conion maculati","R57","SW",5,30,"2012",-6.599197585,42.44128291,"2 - UTM1x1 + Centroid",1840,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"147","R-P24573",686,"Carduo carpetani-Onopordetum acanthii",263,"Arction lappae","V38","NE",15,50,"2012",-6.594293849,42.27042867,"1 - UTM1x1 + Elevation",1000,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"148","R-P24574",687,"Carduo carpetani-Onopordetum acanthii",264,"Arction lappae","V38","",NA,40,"2012",-6.589108695,42.3498309,"2 - UTM1x1 + Centroid",730,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"149","R-P24576",689,"Carduo bourgeani-Silybetum mariani",266,"Arction lappae","V38","W",3,8,"2012",-6.817371617,42.43068973,"1 - UTM1x1 + Elevation",366,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"150","R-P24632",722,"Holosteo umbellati-Veronicetum persicae",1234,"Alliarienion petiolatae","V15","W",100,15,"2012",-6.506327354,42.30196998,"1 - UTM1x1 + Elevation",826,"Oxalidion europaeae","Papaveretea rhoeadis",0,"Epilobietea angustifolii"
"151","R-P24647",737,"Sisymbrio officinalis-Hordeetum murini",269,"Arction lappae","V37","SW",5,6,"2012",-6.553245783,42.27351033,"1 - UTM1x1 + Elevation",891,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"152","R-P24649",739,"Sisymbrio officinalis-Hordeetum murini",271,"Arction lappae","V37","N",3,5,"2012",-6.733813531,42.41543733,"1 - UTM1x1 + Elevation",693,"Sisymbrion officinalis","Sisymbrietea",0,"Epilobietea angustifolii"
"153","R-P24655",745,"Geranio robertiani-Caryolophetum sempervirentis",277,"Alliarienion petiolatae","V39","SW",NA,25,"2012",-6.649650471,42.26327545,"1 - UTM1x1 + Elevation",1020,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"154","R-P24656",746,"Geranio robertiani-Caryolophetum sempervirentis",278,"Alliarienion petiolatae","V39","N",NA,5,"2012",-6.673297363,42.33635588,"1 - UTM1x1 + Elevation",902,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"155","R-P24657",747,"Geranio robertiani-Caryolophetum sempervirentis",279,"Alliarienion petiolatae","V39","N",15,10,"2012",-6.677199256,42.32002271,"1 - UTM1x1 + Elevation",1050,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"156","R-P24658",748,"Geranio robertiani-Caryolophetum sempervirentis",280,"Alliarienion petiolatae","R55","S",40,3,"2012",-6.543966388,42.28100147,"1 - UTM1x1 + Elevation",866,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"157","R-P24659",749,"Geranio robertiani-Caryolophetum sempervirentis",281,"Alliarienion petiolatae","V39","W",3,10,"2012",-6.794126269,42.40805166,"2 - UTM1x1 + Centroid",730,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"158","R-P24660",750,"Geranio robertiani-Caryolophetum sempervirentis",282,"Alliarienion petiolatae","V39","E",NA,6,"2012",-6.787392057,42.41727889,"1 - UTM1x1 + Elevation",403,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"159","R-P24661",751,"Geranio robertiani-Caryolophetum sempervirentis",283,"Alliarienion petiolatae","V39","NW",NA,10,"2012",-6.789817624,42.41719861,"1 - UTM1x1 + Elevation",397,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"160","R-P24662",752,"Geranio robertiani-Caryolophetum sempervirentis",284,"Alliarienion petiolatae","V39","",60,30,"2012",-6.69268168,42.41857237,"1 - UTM1x1 + Elevation",474,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"161","R-P24663",753,"Geranio robertiani-Caryolophetum sempervirentis",285,"Alliarienion petiolatae","V39","",NA,8,"2012",-6.727176107,42.42645875,"1 - UTM1x1 + Elevation",435,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"162","R-P24664",754,"Geranio robertiani-Caryolophetum sempervirentis",286,"Alliarienion petiolatae","V39","",NA,3,"2012",-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",906,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"163","R-P24665",755,"Geranio robertiani-Caryolophetum sempervirentis",287,"Alliarienion petiolatae","V39","",NA,3,"2012",-6.727896352,42.39762161,"1 - UTM1x1 + Elevation",951,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"164","R-P24666",756,"Geranio robertiani-Caryolophetum sempervirentis",288,"Alliarienion petiolatae","V39","",5,7,"2012",-6.7084962,42.39825169,"1 - UTM1x1 + Elevation",797,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"165","R-P24667",757,"Geranio robertiani-Caryolophetum sempervirentis",289,"Alliarienion petiolatae","V39","",5,10,"2012",-6.669707884,42.35808151,"1 - UTM1x1 + Elevation",845,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"166","R-P24668",758,"Geranio robertiani-Caryolophetum sempervirentis",290,"Alliarienion petiolatae","V39","",NA,5,"2012",-6.516097979,42.34669323,"1 - UTM1x1 + Elevation",1200,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"167","R-P24669",759,"Geranio robertiani-Caryolophetum sempervirentis",291,"Alliarienion petiolatae","V39","",15,10,"2012",-6.703963652,42.40380101,"1 - UTM1x1 + Elevation",791,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"168","R-P24670",760,"Chelidonio maji-Smyrnietum olusatri",292,"Alliarienion petiolatae","V39","",NA,10,"2012",-6.658718358,42.41966287,"1 - UTM1x1 + Elevation",610,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"169","R-P24671",761,"Galio aparines-Conietum maculati",293,"Alliarienion petiolatae","V39","",3,3,"2012",-6.54860636,42.27725598,"1 - UTM1x1 + Elevation",889,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"170","R-P24672",762,"Galio aparines-Conietum maculati",294,"Alliarienion petiolatae","V39","W",NA,20,"2012",-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",890,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"171","R-P24673",763,"Galio aparines-Conietum maculati",295,"Alliarienion petiolatae","V39","",5,15,"2012",-6.806796313,42.41663522,"1 - UTM1x1 + Elevation",375,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"172","R-P24674",764,"Galio aparines-Conietum maculati",296,"Alliarienion petiolatae","V39","N",10,5,"2012",-6.736346023,42.41715555,"1 - UTM1x1 + Elevation",674,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"173","R-P24675",765,"Galio aparines-Conietum maculati",297,"Arction lappae","V39","W",3,6,"2012",-6.704069534,42.40559845,"1 - UTM1x1 + Elevation",700,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"174","R-P24676",766,"Galio aparines-Conietum maculati",298,"Arction lappae","V38","",NA,8,"2012",-6.814727332,42.42717622,"1 - UTM1x1 + Elevation",366,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"175","R-P24677",767,"Urtico dioicae-Sambucetum ebuli",299,"Balloto-Conion maculati","R57","",NA,20,"2012",-6.628592361,42.27655082,"1 - UTM1x1 + Elevation",1190,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"176","R-P24684",772,"Galio aparinellae-Anthriscetum caucalidis",300,"Alliarienion petiolatae","V37","",NA,5,"2012",-6.50622748,42.30017212,"1 - UTM1x1 + Elevation",821,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"177","R-P24685",773,"Galio aparinellae-Anthriscetum caucalidis",301,"Alliarienion petiolatae","V37","",NA,2,"2012",-6.713983213,42.40887898,"1 - UTM1x1 + Elevation",778,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"178","R-P24686",774,"Galio aparinellae-Anthriscetum caucalidis",302,"Alliarienion petiolatae","V37","",NA,5,"2012",-6.501583283,42.30391603,"1 - UTM1x1 + Elevation",815,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"179","R-P24687",775,"Galio aparinellae-Anthriscetum caucalidis",303,"Alliarienion petiolatae","V37","",NA,4,"2012",-6.501583283,42.30391603,"1 - UTM1x1 + Elevation",819,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"180","R-P24688",776,"Galio aparinellae-Anthriscetum caucalidis",304,"Alliarienion petiolatae","V39","",NA,3,"2012",-6.510149403,42.32706571,"1 - UTM1x1 + Elevation",991,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"181","R-P24689",777,"Galio aparinellae-Anthriscetum caucalidis",305,"Alliarienion petiolatae","V39","E",3,1,"2012",-6.774241929,42.44112419,"1 - UTM1x1 + Elevation",655,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"182","R-P24690",778,"Galio aparinellae-Anthriscetum caucalidis",306,"Alliarienion petiolatae","V39","NW",10,3,"2012",-6.730214726,42.39574523,"1 - UTM1x1 + Elevation",949,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"183","R-P24691",779,"Galio aparinellae-Anthriscetum caucalidis",307,"Alliarienion petiolatae","V39","",NA,8,"2012",-6.50622748,42.30017212,"1 - UTM1x1 + Elevation",825,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"184","R-P24692",780,"Galio aparinellae-Anthriscetum caucalidis",308,"Alliarienion petiolatae","V39","",NA,1,"2012",-6.656292335,42.41974038,"1 - UTM1x1 + Elevation",589,"Geranio pusilli-Anthriscion caucalidis","Chenopodietea",1,"Epilobietea angustifolii"
"185","R-P24705",781,"Comunidad de Linaria triornithophora",324705,"Alliarienion petiolatae","R57","N",15,5,"2012",-6.668107641,42.41395981,"1 - UTM1x1 + Elevation",508,"Unknown",NA,0,"Epilobietea angustifolii"
"186","R-P27076",789,"Coleostepho myconis-Galactitetum tomentosae",312,"Balloto-Conion maculati","V32","",0,8,"1985",-8.68617551,42.39985767,"3 - UTM10x10 + Elevation",5,"Echio-Galactition tomentosae","Chenopodietea",0,"Epilobietea angustifolii"
"187","R-P27080",792,"Coleostepho myconis-Galactitetum tomentosae",315,"Balloto-Conion maculati","V33","NW",NA,20,"1985",-8.084451059,43.65436324,"3 - UTM10x10 + Elevation",5,"Echio-Galactition tomentosae","Chenopodietea",0,"Epilobietea angustifolii"
"188","R-P27107",817,"Coleostepho myconis-Galactitetum tomentosae",329,"Arction lappae","V32","",NA,8,"1985",-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48,"Echio-Galactition tomentosae","Chenopodietea",0,"Epilobietea angustifolii"
"189","R-P28995",828,"Chenopodio boni-henrici-Senecionetum nebrodensis",332,"Balloto-Conion maculati","V38","",NA,4,"2014",-3.681499287,43.1352586,"1 - UTM1x1 + Elevation",1420,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"190","R-P28996",829,"Carduo nutantis-Cirsietum richterani",333,"Balloto-Conion maculati","V39","",NA,40,"2014",-3.595207484,43.11232738,"2 - UTM1x1 + Centroid",820,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"191","R-P29001",834,"Galio aparines-Anthriscetum sylvestris",338,"Balloto-Conion maculati","V","",NA,100,"2014",-3.553063157,43.07291722,"1 - UTM1x1 + Elevation",770,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"192","R-P29002",835,"Galio aparines-Anthriscetum sylvestris",339,"Balloto-Conion maculati","V39","",NA,60,"2014",-3.570626544,43.11245261,"2 - UTM1x1 + Centroid",760,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"193","R-P29004",836,"Galio aparines-Conietum maculati",340,"Balloto-Conion maculati","V39","",NA,80,"2014",-3.4600105,43.11295076,"2 - UTM1x1 + Centroid",750,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"194","R-P29005",837,"Urtico dioicae-Sambucetum ebuli",341,"Balloto-Conion maculati","R57","",NA,100,"2014",-3.597753212,43.12131899,"1 - UTM1x1 + Elevation",840,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"195","R-P29006",838,"Urtico dioicae-Sambucetum ebuli",342,"Balloto-Conion maculati","R57","",NA,100,"2014",-3.597700622,43.11591634,"1 - UTM1x1 + Elevation",840,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"196","R-P29007",839,"Urtico dioicae-Sambucetum ebuli",343,"Balloto-Conion maculati","R57","",NA,30,"2014",-3.595207484,43.11232738,"2 - UTM1x1 + Centroid",820,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"197","S-P11129",858,"Urtico dioicae-Sambucetum ebuli",346,"Balloto-Conion maculati","R57","",NA,20,"1989",-4.457617041,42.9911302,"1 - UTM1x1 + Elevation",1200,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"198","S-P11130",859,"Senecioni duriaei-Chenopodietum boni-henrici",347,"Balloto-Conion maculati","R57","N",2,10,"1989",-4.429480143,43.04731528,"1 - UTM1x1 + Elevation",1960,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"199","S-P11131",860,"Senecioni duriaei-Chenopodietum boni-henrici",1261,"Balloto-Conion maculati","R","",NA,10,"1989",-4.429521961,43.04911572,"1 - UTM1x1 + Elevation",1760,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"200","S-P11132",861,"Senecioni duriaei-Chenopodietum boni-henrici",348,"Balloto-Conion maculati","R","SW",5,20,"1989",-4.43201878,43.05088546,"1 - UTM1x1 + Elevation",1760,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"201","S-P11134",863,"Senecioni duriaei-Chenopodietum boni-henrici",350,"Balloto-Conion maculati","V","SE",5,8,"1989",-4.341871144,42.97093409,"2 - UTM1x1 + Centroid",1710,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"202","S-P11135",864,"Senecioni duriaei-Chenopodietum boni-henrici",351,"Balloto-Conion maculati","R","",NA,10,"1989",-4.407221638,43.04038732,"1 - UTM1x1 + Elevation",1940,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"203","S-P11136",865,"Senecioni duriaei-Chenopodietum boni-henrici",352,"Balloto-Conion maculati","R","N",10,15,"1989",-4.341871144,42.97093409,"2 - UTM1x1 + Centroid",1800,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"204","S-P11137",866,"Galio aparines-Conietum maculati",353,"Arction lappae","V39","",NA,20,"1989",-4.48897882,42.96911467,"2 - UTM1x1 + Centroid",1070,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"205","S-P11138",867,"Galio aparines-Conietum maculati",354,"Arction lappae","V39","",NA,12,"1989",-4.48897882,42.96911467,"2 - UTM1x1 + Centroid",1070,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"206","S-P11139",868,"Galio aparines-Conietum maculati",355,"Arction lappae","V","",NA,20,"1989",-4.490065996,43.01412495,"2 - UTM1x1 + Centroid",1130,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"207","S-P11140",869,"Galio aparines-Conietum maculati",356,"Arction lappae","V39","SE",5,20,"1989",-4.475859575,42.93326482,"2 - UTM1x1 + Centroid",1120,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"208","S-P11141",870,"Geranio robertiani-Cariolophetum sempervirentis",357,"Alliarienion petiolatae","V39","",NA,20,"1989",-4.451145285,42.92457585,"2 - UTM1x1 + Centroid",1070,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
