"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"314","T-P04815",1391,"Senecioni duriaei-Chenopodietum boni-henrici",525,"Balloto-Conion maculati","V37","",NA,10,"1984",-4.794555687,43.1880464,"3 - UTM10x10 + Elevation",1900,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"315","T-P04816",1392,"Senecioni duriaei-Chenopodietum boni-henrici",526,"Balloto-Conion maculati","V39","",NA,10,"1984",-4.934827061,43.18756032,"3 - UTM10x10 + Elevation",1700,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"316","T-P04819",1395,"Cirsio chodati-Carduetum cantabrici",529,"Balloto-Conion maculati","V39","",NA,10,"1984",-4.825095504,43.22178014,"3 - UTM10x10 + Elevation",1620,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"317","T-P04820",1396,"Cirsio chodati-Carduetum cantabrici",530,"Balloto-Conion maculati","V39","",NA,10,"1984",-4.761746306,43.15974196,"3 - UTM10x10 + Elevation",1550,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"318","T-P04830",1406,"Plantagini majoris-Poetum variae",536,"Balloto-Conion maculati","R","",NA,2,"1984",-4.788847039,43.16112224,"3 - UTM10x10 + Elevation",1650,"Poion supinae","Molinio-Arrhenatheretea",0,"Epilobietea angustifolii"
"319","T-P04834",1410,"Plantagini majoris-Poetum variae",2008,"Balloto-Conion maculati","?","",NA,1,"1984",-4.749554236,43.16353092,"3 - UTM10x10 + Elevation",1680,"Poion supinae","Molinio-Arrhenatheretea",1,"Epilobietea angustifolii"
"320","T-P05178",1469,"Urtico dioicae-Sambucetum ebuli",538,"Balloto-Conion maculati","R57","",NA,10,"1995",-3.348635457,43.41229918,"1 - UTM1x1 + Elevation",50,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"321","T-P05179",1470,"Urtico dioicae-Sambucetum ebuli",539,"Balloto-Conion maculati","R57","",NA,8,"1995",-3.467041253,43.39026625,"1 - UTM1x1 + Elevation",6,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"322","T-P05180",1471,"Urtico dioicae-Sambucetum ebuli",540,"Balloto-Conion maculati","R57","",NA,10,"1995",-3.481714672,43.37219645,"3 - UTM10x10 + Elevation",4,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"323","T-P05181",1472,"Urtico dioicae-Sambucetum ebuli",541,"Balloto-Conion maculati","R57","",NA,15,"1995",-3.480805149,43.25694172,"1 - UTM1x1 + Elevation",90,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"324","T-P05182",1473,"Urtico dioicae-Sambucetum ebuli",542,"Balloto-Conion maculati","R57","",NA,10,"1995",-3.60392926,43.24915423,"1 - UTM1x1 + Elevation",200,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"325","T-P05183",1474,"Urtico dioicae-Sambucetum ebuli",543,"Balloto-Conion maculati","?","",NA,10,"1995",-3.434991241,43.39759621,"3 - UTM10x10 + Elevation",8,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"326","T-P05184",1475,"Urtico dioicae-Sambucetum ebuli",544,"Alliarienion petiolatae","R57","",NA,25,"1995",-3.412532299,43.36346243,"3 - UTM10x10 + Elevation",50,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"327","T-P05961",1489,"Chelidonio maji-Smyrnietum olusatri",551,"Smyrnienion olusatri","V11","N",5,10,"1997",-7.486889724,41.96701878,"3 - UTM10x10 + Elevation",500,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"328","T-P05962",1490,"Chelidonio maji-Smyrnietum olusatri",552,"Smyrnienion olusatri","V32","S",5,14,"1997",-7.513612217,41.96957064,"3 - UTM10x10 + Elevation",500,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"329","T-P05963",1491,"Chelidonio maji-Smyrnietum olusatri",553,"Smyrnienion olusatri","V32","",0,15,"1997",-7.454478929,41.95207655,"3 - UTM10x10 + Elevation",500,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"330","T-P05964",1492,"Chelidonio maji-Smyrnietum olusatri",554,"Smyrnienion olusatri","V39","",0,10,"1997",-7.873573094,42.35276252,"3 - UTM10x10 + Elevation",140,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"331","T-P05965",1493,"Chelidonio maji-Smyrnietum olusatri",555,"Alliarienion petiolatae","V39","",0,18,"1997",-7.622975702,42.54323107,"1 - UTM1x1 + Elevation",500,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"332","T-P05966",1494,"Chelidonio maji-Smyrnietum olusatri",556,"Alliarienion petiolatae","V39","SE",5,12,"1997",-7.620853386,42.5145063,"1 - UTM1x1 + Elevation",380,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"333","T-P05967",1495,"Chelidonio maji-Smyrnietum olusatri",557,"Alliarienion petiolatae","V32","",0,5,"1997",-7.603684858,42.54581003,"1 - UTM1x1 + Elevation",440,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"334","T-P05968",1496,"Chelidonio maji-Smyrnietum olusatri",558,"Alliarienion petiolatae","V32","",0,15,"1997",-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"335","T-P05971",1497,"Chelidonio maji-Smyrnietum olusatri",559,"Smyrnienion olusatri","V32","E",40,15,"1997",-7.911564883,41.11408263,"3 - UTM10x10 + Elevation",100,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"336","T-P05972",1498,"Chelidonio maji-Smyrnietum olusatri",560,"Smyrnienion olusatri","V39","NW",10,15,"1997",-8.803856493,42.33272783,"3 - UTM10x10 + Elevation",100,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"337","T-P05973",1499,"Chelidonio maji-Smyrnietum olusatri",561,"Smyrnienion olusatri","V32","N",20,10,"1997",-8.781682515,42.27623972,"3 - UTM10x10 + Elevation",60,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"338","T-P05975",1501,"Chelidonio maji-Smyrnietum olusatri",1471,"Smyrnienion olusatri","V32","N",5,15,"1997",-8.764134987,42.26992447,"3 - UTM10x10 + Elevation",60,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"339","T-P05976",1502,"Chelidonio maji-Smyrnietum olusatri",563,"Smyrnienion olusatri","V32","",0,25,"1997",-8.67613738,42.28873135,"3 - UTM10x10 + Elevation",0,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"340","T-P05977",1503,"Chelidonio maji-Smyrnietum olusatri",564,"Smyrnienion olusatri","V39","SW",10,10,"1997",-8.722652234,42.29361361,"3 - UTM10x10 + Elevation",40,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"341","T-P05978",1504,"Chelidonio maji-Smyrnietum olusatri",565,"Smyrnienion olusatri","V32","",0,4,"1997",-8.581121353,42.3384208,"3 - UTM10x10 + Elevation",40,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"342","T-P06541",1506,"Geranietum robertiano-lucidi",566,"Alliarienion petiolatae","V39","",NA,5,"1995",-2.309589955,42.67053712,"2 - UTM1x1 + Centroid",510,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"343","T-P06542",1507,"Geranietum robertiano-lucidi",567,"Alliarienion petiolatae","V39","",NA,10,"1995",-2.309589955,42.67053712,"2 - UTM1x1 + Centroid",500,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"344","T-P06543",1508,"Geranietum robertiano-lucidi",568,"Alliarienion petiolatae","V39","",NA,6,"1995",-1.86232006,42.83806942,"1 - UTM1x1 + Elevation",850,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"345","T-P06544",1509,"Geranietum robertiano-lucidi",569,"Alliarienion petiolatae","V39","",NA,2,"1995",-2.137259703,42.77743413,"2 - UTM1x1 + Centroid",560,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"346","T-P06545",1510,"Geranietum robertiano-lucidi",570,"Alliarienion petiolatae","R55","",NA,3,"1995",-2.807669055,43.40186354,"2 - UTM1x1 + Centroid",20,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"347","T-P06546",1511,"Geranietum robertiano-lucidi",571,"Alliarienion petiolatae","R55","",NA,6,"1995",-3.530960773,43.35757123,"1 - UTM1x1 + Elevation",50,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"348","T-P06547",1512,"Geranietum robertiano-lucidi",572,"Alliarienion petiolatae","V39","",NA,10,"1995",-1.823085561,42.97094829,"1 - UTM1x1 + Elevation",600,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"349","T-P06548",1513,"Geranietum robertiano-lucidi",573,"Alliarienion petiolatae","V39","",NA,8,"1995",-3.227958271,42.84889796,"1 - UTM1x1 + Elevation",750,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"350","T-P06549",1514,"Geranietum robertiano-lucidi",574,"Alliarienion petiolatae","V39","",NA,10,"1995",-3.188756175,42.83636183,"1 - UTM1x1 + Elevation",900,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"351","T-P06550",1515,"Geranietum robertiano-lucidi",575,"Alliarienion petiolatae","V39","",NA,3,"1995",-2.435767676,42.75227771,"1 - UTM1x1 + Elevation",690,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"352","T-P06551",1516,"Geranietum robertiano-lucidi",576,"Alliarienion petiolatae","R55","",NA,5,"1995",-2.933749119,43.29575251,"3 - UTM10x10 + Elevation",10,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"353","T-P06552",1517,"Geranietum robertiano-lucidi",577,"Alliarienion petiolatae","V39","",NA,8,"1995",-3.227958271,42.84889796,"1 - UTM1x1 + Elevation",760,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"354","T-P06554",1518,"Geranietum robertiano-lucidi",578,"Alliarienion petiolatae","R","",NA,6,"1995",-2.39447045,42.97719846,"1 - UTM1x1 + Elevation",740,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"355","T-P06555",1519,"Geranietum robertiano-lucidi",579,"Alliarienion petiolatae","R57","",NA,4,"1995",-1.882625593,43.20386979,"1 - UTM1x1 + Elevation",180,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"356","T-P06556",1520,"Geranietum robertiano-lucidi",580,"Alliarienion petiolatae","R55","",NA,3,"1995",-2.384677651,42.97534521,"1 - UTM1x1 + Elevation",870,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"357","T-P06557",1521,"Geranietum robertiano-lucidi",581,"Alliarienion petiolatae","R57","",NA,6,"1995",-2.343117619,42.96250711,"1 - UTM1x1 + Elevation",1150,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"358","T-P06558",1522,"Geranietum robertiano-lucidi",582,"Alliarienion petiolatae","V","",NA,5,"1995",-2.391946774,42.98438914,"1 - UTM1x1 + Elevation",960,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"359","T-P06559",1523,"Galio aparines-Anthriscetum sylvestris",583,"Balloto-Conion maculati","R","",NA,50,"1995",-2.29976708,42.67948279,"2 - UTM1x1 + Centroid",500,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"360","T-P06560",1524,"Galio aparines-Anthriscetum sylvestris",584,"Balloto-Conion maculati","V39","",NA,50,"1995",-1.864766898,42.8380937,"1 - UTM1x1 + Elevation",790,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"361","T-P06561",1525,"Galio aparines-Anthriscetum sylvestris",585,"Balloto-Conion maculati","V39","",NA,40,"1995",-1.872172932,42.83456481,"1 - UTM1x1 + Elevation",800,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"362","T-P06562",1526,"Galio aparines-Anthriscetum sylvestris",586,"Balloto-Conion maculati","V39","",NA,30,"1995",-2.254605553,42.77825809,"1 - UTM1x1 + Elevation",750,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"363","T-P06563",1527,"Galio aparines-Anthriscetum sylvestris",587,"Balloto-Conion maculati","V","",NA,30,"1995",-2.381017305,42.85105387,"2 - UTM1x1 + Centroid",570,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"364","T-P06564",1528,"Galio aparines-Anthriscetum sylvestris",588,"Balloto-Conion maculati","V39","",NA,20,"1995",-2.494214752,42.77776596,"1 - UTM1x1 + Elevation",810,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"365","T-P06565",1529,"Galio aparines-Anthriscetum sylvestris",589,"Balloto-Conion maculati","R","",NA,10,"1995",-2.542860169,42.81219097,"1 - UTM1x1 + Elevation",630,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"366","T-P06566",1530,"Galio aparines-Anthriscetum sylvestris",590,"Balloto-Conion maculati","R55","",NA,20,"1995",-2.589671789,42.76193799,"2 - UTM1x1 + Centroid",770,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"367","T-P06567",1531,"Galio aparines-Anthriscetum sylvestris",591,"Alliarienion petiolatae","V39","",NA,20,"1995",-2.623016772,42.90613801,"1 - UTM1x1 + Elevation",520,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"368","T-P06568",1532,"Galio aparines-Anthriscetum sylvestris",592,"Balloto-Conion maculati","V39","",NA,40,"1995",-2.887655897,42.88509096,"1 - UTM1x1 + Elevation",600,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"369","T-P06569",1533,"Galio aparines-Anthriscetum sylvestris",593,"Balloto-Conion maculati","V39","",NA,40,"1995",-2.887560996,42.9373212,"1 - UTM1x1 + Elevation",610,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"370","T-P06570",1534,"Galio aparines-Anthriscetum sylvestris",594,"Balloto-Conion maculati","R55","",NA,50,"1995",-2.904694692,42.95354606,"1 - UTM1x1 + Elevation",640,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"371","T-P06571",1535,"Galio aparines-Anthriscetum sylvestris",595,"Balloto-Conion maculati","V39","",NA,70,"1995",-2.838470316,42.96247693,"1 - UTM1x1 + Elevation",640,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"372","T-P06572",1536,"Galio aparines-Anthriscetum sylvestris",596,"Balloto-Conion maculati","V39","",NA,50,"1995",-2.042837645,42.87574176,"1 - UTM1x1 + Elevation",590,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"373","T-P06573",1537,"Galio aparines-Anthriscetum sylvestris",597,"Alliarienion petiolatae","V39","",NA,6,"1995",-1.875202893,42.93725321,"1 - UTM1x1 + Elevation",740,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"374","T-P06574",1538,"Galio aparines-Anthriscetum sylvestris",598,"Alliarienion petiolatae","V39","",NA,40,"1995",-1.870004948,42.9534111,"1 - UTM1x1 + Elevation",750,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"375","T-P06575",1539,"Galio aparines-Anthriscetum sylvestris",599,"Alliarienion petiolatae","R55","",NA,30,"1995",-1.879418436,42.9751157,"1 - UTM1x1 + Elevation",650,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"376","T-P06576",1540,"Galio aparines-Anthriscetum sylvestris",600,"Alliarienion petiolatae","R55","",NA,50,"1995",-1.925730057,42.99176877,"2 - UTM1x1 + Centroid",610,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"377","T-P06577",1541,"Galio aparines-Anthriscetum sylvestris",601,"Balloto-Conion maculati","V39","",NA,40,"1995",-1.830475884,42.96922304,"1 - UTM1x1 + Elevation",580,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"378","T-P06578",1542,"Galio aparines-Anthriscetum sylvestris",602,"Balloto-Conion maculati","R55","",NA,60,"1995",-1.656783911,42.94930637,"1 - UTM1x1 + Elevation",570,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"379","T-P06579",1543,"Galio aparines-Anthriscetum sylvestris",603,"Balloto-Conion maculati","V39","",NA,30,"1995",-1.710895694,42.94092363,"1 - UTM1x1 + Elevation",550,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"380","T-P06580",1544,"Galio aparines-Anthriscetum sylvestris",604,"Alliarienion petiolatae","R","",NA,8,"1995",-2.828591366,42.98767691,"1 - UTM1x1 + Elevation",640,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"381","T-P06581",1545,"Galio aparines-Anthriscetum sylvestris",605,"Balloto-Conion maculati","R55","",NA,15,"1995",-2.384180215,42.77902819,"1 - UTM1x1 + Elevation",960,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"382","T-P06582",1546,"Galio aparines-Anthriscetum sylvestris",606,"Alliarienion petiolatae","R55","",NA,20,"1995",-2.877766719,42.93190805,"1 - UTM1x1 + Elevation",600,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"383","T-P06583",1547,"Galio aparines-Anthriscetum sylvestris",607,"Alliarienion petiolatae","V39","",NA,25,"1995",-2.890037871,42.92291529,"1 - UTM1x1 + Elevation",600,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"384","T-P06584",1548,"Galio aparines-Anthriscetum sylvestris",608,"Alliarienion petiolatae","V39","",NA,30,"1995",-2.895027842,42.87068951,"1 - UTM1x1 + Elevation",570,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"385","T-P06585",1549,"Galio aparines-Anthriscetum sylvestris",609,"Balloto-Conion maculati","V39","",NA,10,"1995",-2.392902866,42.88713855,"1 - UTM1x1 + Elevation",610,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"386","T-P06586",1550,"Galio aparines-Anthriscetum sylvestris",610,"Balloto-Conion maculati","R55","",NA,20,"1995",-2.492973137,42.63006979,"1 - UTM1x1 + Elevation",710,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"387","T-P06587",1551,"Urtico dioicae-Sambucetum ebuli",611,"Balloto-Conion maculati","V","",NA,40,"1995",-1.917188316,42.77916673,"1 - UTM1x1 + Elevation",590,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"388","T-P06588",1552,"Urtico dioicae-Sambucetum ebuli",612,"Balloto-Conion maculati","R57","",NA,15,"1995",-2.130051799,42.76837423,"1 - UTM1x1 + Elevation",530,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"389","T-P06589",1553,"Urtico dioicae-Sambucetum ebuli",613,"Balloto-Conion maculati","R57","",NA,8,"1995",-2.610710331,42.91510204,"1 - UTM1x1 + Elevation",550,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"390","T-P06590",1554,"Urtico dioicae-Sambucetum ebuli",614,"Balloto-Conion maculati","R55","",NA,20,"1995",-2.580020286,43.10409979,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"391","T-P06591",1555,"Urtico dioicae-Sambucetum ebuli",615,"Balloto-Conion maculati","V39","",NA,10,"1995",-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"392","T-P06592",1556,"Urtico dioicae-Sambucetum ebuli",616,"Balloto-Conion maculati","V","",NA,4,"1995",-2.350435986,42.96615092,"1 - UTM1x1 + Elevation",1130,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"393","T-P06593",1557,"Urtico dioicae-Sambucetum ebuli",617,"Balloto-Conion maculati","V39","",NA,15,"1995",-2.396817515,42.98801695,"1 - UTM1x1 + Elevation",960,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"394","T-P06595",1558,"Urtico dioicae-Sambucetum ebuli",618,"Balloto-Conion maculati","R55","",NA,30,"1995",-2.632366794,42.98181181,"1 - UTM1x1 + Elevation",590,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"395","T-P06596",1559,"Urtico dioicae-Sambucetum ebuli",619,"Balloto-Conion maculati","R55","",NA,20,"1995",-2.538737421,43.03730413,"1 - UTM1x1 + Elevation",500,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"396","T-P06597",1560,"Urtico dioicae-Sambucetum ebuli",620,"Balloto-Conion maculati","R55","",NA,50,"1995",-2.088164812,42.957158,"1 - UTM1x1 + Elevation",610,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"397","T-P06598",1561,"Urtico dioicae-Sambucetum ebuli",621,"Alliarienion petiolatae","R55","",NA,30,"1995",-2.235513263,43.13653517,"1 - UTM1x1 + Elevation",250,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"398","T-P06599",1562,"Urtico dioicae-Sambucetum ebuli",622,"Balloto-Conion maculati","R55","",NA,NA,"1995",-2.368263357,43.14094707,"1 - UTM1x1 + Elevation",540,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"399","T-P06600",1563,"Urtico dioicae-Sambucetum ebuli",623,"Balloto-Conion maculati","R55","",NA,30,"1995",-2.201599488,43.28578159,"1 - UTM1x1 + Elevation",140,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"400","T-P06601",1564,"Urtico dioicae-Sambucetum ebuli",624,"Balloto-Conion maculati","R57","",NA,10,"1995",-3.017597012,43.35700145,"1 - UTM1x1 + Elevation",0,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"401","T-P06602",1565,"Urtico dioicae-Sambucetum ebuli",625,"Balloto-Conion maculati","R57","",NA,20,"1995",-2.440784842,42.73789359,"1 - UTM1x1 + Elevation",640,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"402","T-P06603",1566,"Urtico dioicae-Sambucetum ebuli",626,"Balloto-Conion maculati","V39","",NA,20,"1995",-2.578365288,42.62681363,"1 - UTM1x1 + Elevation",750,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"403","T-P06604",1567,"Urtico dioicae-Sambucetum ebuli",627,"Alliarienion petiolatae","R55","",NA,8,"1995",-2.63537261,43.30239422,"2 - UTM1x1 + Centroid",10,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"404","T-P06605",1568,"Urtico dioicae-Sambucetum ebuli",628,"Alliarienion petiolatae","R","",NA,5,"1995",-2.72142983,43.35666356,"2 - UTM1x1 + Centroid",340,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"405","T-P06606",1569,"Urtico dioicae-Sambucetum ebuli",629,"Balloto-Conion maculati","R55","",NA,30,"1995",-3.428834687,43.22473146,"1 - UTM1x1 + Elevation",560,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"406","T-P06607",1570,"Urtico dioicae-Sambucetum ebuli",630,"Balloto-Conion maculati","R55","",NA,20,"1995",-2.80786812,43.33883235,"2 - UTM1x1 + Centroid",3,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"407","T-P06609",1571,"Urtico dioicae-Sambucetum ebuli",631,"Balloto-Conion maculati","V","",NA,4,"1995",-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"408","T-P06610",1572,"Urtico dioicae-Sambucetum ebuli",632,"Balloto-Conion maculati","V39","",NA,20,"1995",-2.709970304,42.64883595,"1 - UTM1x1 + Elevation",690,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"409","T-P06612",1573,"Urtico dioicae-Sambucetum ebuli",633,"Arction lappae","V39","",NA,20,"1995",-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",410,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"410","T-P06613",1574,"Urtico dioicae-Sambucetum ebuli",634,"Arction lappae","V39","",NA,15,"1995",-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",560,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"411","T-P06614",1575,"Urtico dioicae-Sambucetum ebuli",635,"Arction lappae","V39","",NA,8,"1995",-2.768570459,42.6454025,"4 - UTM10x10 + Centroid",510,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"412","T-P06615",1576,"Urtico dioicae-Sambucetum ebuli",636,"Arction lappae","V39","",NA,10,"1995",-2.682476138,42.78559459,"4 - UTM10x10 + Centroid",530,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"413","T-P06616",1577,"Urtico dioicae-Sambucetum ebuli",637,"Balloto-Conion maculati","V","",NA,20,"1995",-2.724059494,42.77314126,"2 - UTM1x1 + Centroid",610,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"414","T-P06617",1578,"Urtico dioicae-Sambucetum ebuli",638,"Arction lappae","V38","",NA,10,"1995",-1.944384538,42.75963173,"2 - UTM1x1 + Centroid",470,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"415","T-P06618",1579,"Urtico dioicae-Sambucetum ebuli",639,"Arction lappae","V39","",NA,20,"1995",-2.315024559,42.6201384,"3 - UTM10x10 + Elevation",750,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"416","T-P06619",1580,"Urtico dioicae-Sambucetum ebuli",640,"Arction lappae","R55","",NA,10,"1995",-2.448162537,42.73252609,"1 - UTM1x1 + Elevation",640,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
