"SIVIMID","CANTEUNIS","ESEUNIS","Sintaxon","Twinspan","Semisupervised","Order","Class","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope"
"T-P36816",NA,"V33","Bromo diandri-Carduetum tenuiflori","Sisymbrion officinalis","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",10,1993,-7.526591519,42.52367829,"1 - UTM1x1 + Elevation",290,"",0
"R-P27090",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",20,1985,-8.730383271,42.29862745,"3 - UTM10x10 + Elevation",80,"NW",NA
"R-P27082",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",20,1985,-8.927698183,42.76504137,"4 - UTM10x10 + Centroid",100,"",NA
"Xixon01",NA,NA,"N4A",NA,"Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",16,2023,-5.6527083,43.5210433,"1",NA,"-",0
"R-P27095",NA,"V33","Coleostepho myconis-Galactitetum tomentosae","Sisymbrion officinalis","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",25,1985,-7.847236582,42.31138127,"4 - UTM10x10 + Centroid",305,"",NA
"NEW-OMAR-NI03",NA,NA,"",NA,"Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",1,2020,-5.702204227,43.31295465,"10",203,"",0
"R-P27089",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Sisymbrion officinalis","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",5,1985,-8.655536799,42.30235536,"3 - UTM10x10 + Elevation",40,"NE",NA
"R-P27094",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Scleranthion annui","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",30,1985,-8.449176467,42.85624262,"4 - UTM10x10 + Centroid",291,"E",NA
"R-P27085",NA,"V33","Coleostepho myconis-Galactitetum tomentosae","Scleranthion annui","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",25,1985,-8.939600765,42.85817381,"4 - UTM10x10 + Centroid",281,"SE",NA
"R-P27106",NA,"V33","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",20,1985,-5.982601798,43.44749749,"4 - UTM10x10 + Centroid",325,"",NA
"R-P27078",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Sisymbrion officinalis","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",30,1985,-8.543430035,42.81737201,"3 - UTM10x10 + Elevation",220,"SW",30
"R-P27073",NA,"V33","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",10,1985,-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48,"",NA
"T-P36817",NA,"V33","Bromo diandri-Carduetum tenuiflori","Sisymbrion officinalis","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",25,1993,-7.569957369,42.48413941,"1 - UTM1x1 + Elevation",300,"",0
"Xixon05",NA,NA,"N4A",NA,"Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",16,2023,-5.6845966,43.5277549,"1",NA,"-",0
"T-P33586",NA,"H25","Galactito tomentosae-Digitaletum purpureae","Arction lappae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",NA,1959,-8.52324208,42.86516205,"1 - UTM1x1 + Elevation",250,"SE",NA
"R-P27079",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",8,1985,-7.616743442,43.66705507,"3 - UTM10x10 + Elevation",40,"W",NA
"R-P27084",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Scleranthion annui","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",4,1985,-8.939600765,42.85817381,"4 - UTM10x10 + Centroid",281,"",NA
"R-P27081",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Sisymbrion officinalis","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",12,1985,-8.788432989,42.25734148,"4 - UTM10x10 + Centroid",35,"S",30
"R-P27093",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",12,1985,-8.02739789,43.62448443,"3 - UTM10x10 + Elevation",170,"",NA
"T-P33583",NA,"V38","Galactito tomentosae-Digitaletum purpureae","Arction lappae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",NA,1959,-8.484775307,42.84541158,"1 - UTM1x1 + Elevation",300,"W",NA
"R-P27105",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",3,1985,-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"",NA
"R-P27097",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",20,1985,-8.572186673,42.76671167,"4 - UTM10x10 + Centroid",147,"",NA
"R-P27098",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",80,1985,-8.619651879,42.28071968,"3 - UTM10x10 + Elevation",40,"NE",NA
"R-P27074",NA,"V","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",5,1985,-6.949739134,43.54130303,"4 - UTM10x10 + Centroid",47,"",NA
"R-P27075",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Sisymbrion officinalis","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",8,1985,-8.645063554,42.42890235,"3 - UTM10x10 + Elevation",5,"",0
"R-P27102",NA,"R22","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",12,1985,-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48,"",NA
"R-P27092",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",10,1985,-8.218287074,43.28101945,"3 - UTM10x10 + Elevation",40,"SW",45
"R-P27100",NA,"V33","Coleostepho myconis-Galactitetum tomentosae","Sisymbrion officinalis","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",10,1985,-8.021703226,42.32294709,"3 - UTM10x10 + Elevation",120,"S",NA
"R-P27103",NA,"V","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",10,1985,-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48,"",NA
"R-P27107",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",8,1985,-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48,"",NA
"R-P27088",NA,"V33","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",15,1985,-9.024891352,42.66334622,"3 - UTM10x10 + Elevation",50,"",NA
"T-P33585",NA,"H25","Galactito tomentosae-Digitaletum purpureae","Arction lappae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",NA,1959,-8.583838387,42.85861274,"1 - UTM1x1 + Elevation",200,"NW",NA
"R-P27076",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Sisymbrion officinalis","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",8,1985,-8.68617551,42.39985767,"3 - UTM10x10 + Elevation",5,"",0
"R-P27099",NA,"R","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",10,1985,-8.603893194,42.26708981,"3 - UTM10x10 + Elevation",50,"",NA
"R-P27101",NA,"V32","Coleostepho myconis-Galactitetum tomentosae","Sisymbrion officinalis","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",8,1985,-7.999375323,42.34733288,"3 - UTM10x10 + Elevation",120,"S",NA
"T-P36818",NA,"V33","Bromo diandri-Carduetum tenuiflori","Sisymbrion officinalis","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",10,1993,-7.615647268,42.4769026,"1 - UTM1x1 + Elevation",290,"",0
"T-P36815",NA,"V33","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",9,1993,-7.631960626,42.46723974,"2 - UTM1x1 + Centroid",220,"",0
"R-P27096",NA,"V33","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea",10,1985,-7.492084004,41.94706717,"4 - UTM10x10 + Centroid",515,"",NA
"S-P21815","R571","R57","Comunidad de Epilobium angustifolium y Digitalis purpurea","Epilobion angustifolii","Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii",70,1981,-6.074001558,43.08337265,"3 - UTM10x10 + Elevation",1650,"W",50
"S-P19748","R571","R57","Asphodelo arrondeaui-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii",50,2001,-5.708021421,42.91794165,"3 - UTM10x10 + Elevation",1540,"N",36
"R-P24578","R571","?","Asphodelo arrondeaui-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii",8,2012,-6.652517158,42.22896696,"1 - UTM1x1 + Elevation",1749,"W",10
"R-P24579","R571","?","Asphodelo arrondeaui-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii",5,2012,-6.739807386,42.39363141,"1 - UTM1x1 + Elevation",1198,"E",10
"S-P21816","R571","?","Comunidad de Epilobium angustifolium y Digitalis purpurea","Epilobion angustifolii","Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii",60,1981,-6.053300587,43.06231754,"3 - UTM10x10 + Elevation",1645,"W",60
"R-P24580","R571","?","Asphodelo arrondeaui-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii",10,2012,-6.754985079,42.28148099,"1 - UTM1x1 + Elevation",1798,"",NA
"T-P09652","R571","?","Asphodelo albi-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii",15,1987,-7.032098985,42.6322169,"3 - UTM10x10 + Elevation",1380,"",NA
"R-P24577","R571","?","Asphodelo arrondeaui-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii",10,2012,-6.652205886,42.22357417,"1 - UTM1x1 + Elevation",1744,"NW",2
"T-P11635","R571","R57","Asphodelo albi-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii",50,1988,-5.733135038,42.93175151,"3 - UTM10x10 + Elevation",1540,"N",36
"R-P24581","R571","R57","Asphodelo arrondeaui-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii",8,2012,-6.754985079,42.28148099,"1 - UTM1x1 + Elevation",1800,"NW",10
"T-P09653","R571","R","Asphodelo albi-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii",20,1987,-7.33578226,43.29584386,"4 - UTM10x10 + Centroid",980,"",NA
"T-P09654","R571","R57","Asphodelo albi-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii",8,1987,-7.117789472,42.60035186,"3 - UTM10x10 + Elevation",1450,"",NA
"R-P24468","U38Z","V","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",8,2012,-6.815273097,42.43616221,"1 - UTM1x1 + Elevation",376,"NW",100
"T-P04886","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",40,1995,-3.486968984,43.41179379,"3 - UTM10x10 + Elevation",10,"",NA
"T-P03104","U38Z","H32d","Cymbalario-Trachelietum caerulei","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",5,1986,-3.064475134,43.30297494,"4 - UTM10x10 + Centroid",127,"",NA
"T-P03099","U38Z","H","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",25,1986,-3.091566074,43.30834151,"3 - UTM10x10 + Elevation",80,"N",NA
"T-P04885","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",50,1995,-3.412837718,43.40848366,"1 - UTM1x1 + Elevation",10,"",NA
"T-P04882","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1995,-3.447737463,43.45157345,"1 - UTM1x1 + Elevation",160,"",NA
"Q-P07039","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1985,-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"",NA
"T-P04887","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1995,-3.412410328,43.34545383,"1 - UTM1x1 + Elevation",25,"",NA
"T-P32463","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1966,-2.27432441,43.18181187,"1 - UTM1x1 + Elevation",100,"",NA
"T-P13302","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",80,1997,-3.19521693,43.33162348,"1 - UTM1x1 + Elevation",60,"",NA
"T-P03096","U38Z","H32d","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",30,1986,-3.123414233,43.20385723,"3 - UTM10x10 + Elevation",100,"N",NA
"T-P32467","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1966,-1.509623614,43.15459498,"1 - UTM1x1 + Elevation",290,"",NA
"T-P13307","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1997,-2.723582941,43.42600315,"2 - UTM1x1 + Centroid",40,"",NA
"T-P32465","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1966,-2.183491904,43.1649911,"1 - UTM1x1 + Elevation",180,"",NA
"T-P32460","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",30,1966,-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130,"",NA
"R-P15113","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",35,1983,-2.194038196,43.29833496,"1 - UTM1x1 + Elevation",10,"",NA
"Q-P02788","U38Z","?","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1969,-2.204357764,43.28045619,"4 - UTM10x10 + Centroid",82,"",NA
"S-P12040","U38Z","V","Oxali-Parietarietum diffusae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1975,-6.541250758,43.55784587,"3 - UTM10x10 + Elevation",5,"NE",100
"Q-P02787","U38Z","Sa","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1969,-2.32194203,43.2154056,"4 - UTM10x10 + Centroid",348,"",NA
"Q-P02785","U38Z","?","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1969,-2.198835209,43.21460969,"4 - UTM10x10 + Centroid",313,"",NA
"T-P04888","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",30,1995,-3.510944897,43.3252461,"1 - UTM1x1 + Elevation",50,"",NA
"T-P04884","U38Z","H32d","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1995,-3.48299873,43.22271466,"1 - UTM1x1 + Elevation",400,"",NA
"R-P15120","U38Z","?","Cymbalario-Trachelietum caerulei","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",15,1983,-2.410295221,43.1177588,"1 - UTM1x1 + Elevation",150,"",NA
"T-P04883","U38Z","H32d","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",25,1995,-3.492274197,43.456793,"1 - UTM1x1 + Elevation",5,"",NA
"T-P32461","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",100,1966,-1.667521175,43.13313092,"1 - UTM1x1 + Elevation",160,"",NA
"R-P24469","U38Z","V","Parietarietum judaicae","Balloto-Conion maculati","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,2012,-6.812628673,42.43264865,"1 - UTM1x1 + Elevation",376,"W",90
"Q-P02789","U38Z","H32d","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1969,-2.204357764,43.28045619,"4 - UTM10x10 + Centroid",82,"",NA
"T-P03097","U38Z","?","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",30,1986,-3.160384935,43.22001994,"3 - UTM10x10 + Elevation",150,"NW",NA
"T-P04889","U38Z","?","Parietarietum judaicae","Cymbalario-Asplenion","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1995,-3.571297047,43.18448787,"2 - UTM1x1 + Centroid",400,"",NA
"R-P24473","U38Z","V","Parietarietum judaicae","Cymbalario-Asplenion","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",6,2012,-6.700276782,42.4237297,"1 - UTM1x1 + Elevation",522,"SW",100
"T-P03095","U38Z","?","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",25,1986,-3.096336311,43.20568419,"3 - UTM10x10 + Elevation",80,"SW",NA
"R-P22340","U38Z","?","Parietarietum judaicae","Cymbalario-Asplenion","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",2,1999,-8.101645234,41.93048438,"3 - UTM10x10 + Elevation",480,"SE",90
"R-P15118","U38Z","?","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1983,-2.258883978,43.2375421,"1 - UTM1x1 + Elevation",50,"",NA
"T-P36847","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1993,-7.507624686,42.52798861,"2 - UTM1x1 + Centroid",360,"E",90
"R-P15112","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1983,-2.566073861,42.99058478,"1 - UTM1x1 + Elevation",400,"",NA
"Q-P02791","U38Z","?","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1969,-2.198835209,43.21460969,"4 - UTM10x10 + Centroid",313,"",NA
"T-P03098","U38Z","H","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1986,-3.017586094,43.31918232,"3 - UTM10x10 + Elevation",40,"N",NA
"T-P04880","U38Z","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",15,1995,-3.481643422,43.36319226,"3 - UTM10x10 + Elevation",50,"",NA
"R-P24472","U38Z","V15","Parietarietum judaicae","Oxalidion europeae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",4,2012,-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",876,"",100
"T-P03093","U38Z","H32d","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",8,1986,-3.136020104,43.33711194,"3 - UTM10x10 + Elevation",100,"SW",NA
