"SIVIMID","Relevé.number","Semisupervised","Revised.alliance","Alliance","Sintaxon","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
"Q-P08771",1795,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,4,"1990",-4.609727536,42.8972414,"3 - UTM10x10 + Elevation",1300
"Q-P08772",1796,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,10,"1990",-4.550506646,42.88004893,"3 - UTM10x10 + Elevation",1040
"Q-P08773",1797,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,2,"1990",-4.805345737,42.88531803,"3 - UTM10x10 + Elevation",1330
"Q-P08774",1798,0,"Saginion procumbentis","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,5,"1990",-4.518195682,42.86067093,"3 - UTM10x10 + Elevation",990
"Q-P08972",208972,0,"Epilobion angustifolii","Linarion triornithophorae","Trifolio medii-Lathyretum nigri","R55","SW",10,30,"1990",-4.530432385,42.86050798,"3 - UTM10x10 + Elevation",1060
"Q-P08978",208978,0,"Epilobion angustifolii","Linarion triornithophorae","Omphalodo nitidae-Linarietum triornithophorae","R57","NE",10,40,"1990",-4.671981819,42.84411989,"3 - UTM10x10 + Elevation",1350
"Q-P08979",208979,0,"Epilobion angustifolii","Linarion triornithophorae","Omphalodo nitidae-Linarietum triornithophorae","R57","",NA,20,"1990",-4.804820884,42.86731641,"3 - UTM10x10 + Elevation",1350
"Q-P09152",69,1,"Arction lappae","Arction lappae","Geranio lusitanici-Scrophularietum herminii","V39","",NA,NA,"2004",-8.040051389,42.06645631,"3 - UTM10x10 + Elevation",1030
"Q-P09153",70,0,"Balloto-Conion maculati","Arction lappae","Geranio lusitanici-Scrophularietum herminii","V","",NA,NA,"2004",-8.125972742,41.84117573,"2 - UTM1x1 + Centroid",1120
"Q-P09154",71,1,"Arction lappae","Arction lappae","Geranio lusitanici-Scrophularietum herminii","V38","",NA,NA,"2004",-8.142281322,42.04570422,"3 - UTM10x10 + Elevation",1050
"Q-P09155",72,0,"Balloto-Conion maculati","Arction lappae","Geranio lusitanici-Scrophularietum herminii","V38","",NA,NA,"2004",-8.062724337,42.07805993,"3 - UTM10x10 + Elevation",990
"Q-P09156",73,0,"Balloto-Conion maculati","Arction lappae","Geranio lusitanici-Scrophularietum herminii","V39","",NA,NA,"2004",-7.906153316,41.9282218,"3 - UTM10x10 + Elevation",850
"Q-P09157",74,0,"Balloto-Conion maculati","Arction lappae","Geranio lusitanici-Scrophularietum herminii","V39","",NA,NA,"2004",-7.890158938,41.81366373,"3 - UTM10x10 + Elevation",980
"Q-P09158",75,0,"Balloto-Conion maculati","Arction lappae","Geranio lusitanici-Scrophularietum herminii","R57","",NA,NA,"2004",-8.223140863,41.76475744,"3 - UTM10x10 + Elevation",650
"Q-P09159",76,0,"Balloto-Conion maculati","Arction lappae","Geranio lusitanici-Scrophularietum herminii","V39","",NA,NA,"2004",-8.109776323,41.06042424,"3 - UTM10x10 + Elevation",550
"Q-P09160",77,0,"Balloto-Conion maculati","Arction lappae","Geranio lusitanici-Scrophularietum herminii","V38","",NA,NA,"2004",-8.043883733,42.08429349,"3 - UTM10x10 + Elevation",1000
"Q-P09505",78,0,"Dauco-Melilotion","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia","V38","",NA,NA,"2002",-8.843430513,41.81580832,"3 - UTM10x10 + Elevation",30
"Q-P09506",79,0,"Dauco-Melilotion","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia","V38","",NA,NA,"2002",-8.290880571,41.59419853,"3 - UTM10x10 + Elevation",190
"Q-P09507",80,0,"Dauco-Melilotion","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia","V38","",NA,NA,"2002",-8.19947904,41.65059694,"3 - UTM10x10 + Elevation",170
"Q-P09508",81,0,"Dauco-Melilotion","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia","V38","",NA,NA,"2002",-8.642217634,41.77188901,"3 - UTM10x10 + Elevation",10
"Q-P09509",82,0,"Dauco-Melilotion","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia","V38","",NA,NA,"2002",-8.86443276,41.78232801,"3 - UTM10x10 + Elevation",10
"Q-P09510",83,0,"Dauco-Melilotion","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia","V38","",NA,NA,"2002",-8.559760071,41.14936218,"3 - UTM10x10 + Elevation",70
"Q-P09511",84,0,"Dauco-Melilotion","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia","V38","",NA,NA,"2002",-8.625035142,41.1605866,"3 - UTM10x10 + Elevation",80
"Q-P09512",85,0,"Dauco-Melilotion","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia","V38","",NA,NA,"2002",-8.637550131,41.22298792,"3 - UTM10x10 + Elevation",70
"Q-P09513",86,0,"Dauco-Melilotion","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia","V38","",NA,NA,"2002",-8.631537195,42.06048304,"2 - UTM1x1 + Centroid",70
"Q-P09810",1046,0,"Oxalidion europaeae","Bidention tripartitae","Bidenti tripartitae-Polygonetum lapathifolii","V","",NA,4,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",580
"Q-P09811",209811,0,"Paspalo-Agrostion semiverticillati","Bidention tripartitae","Bidenti tripartitae-Polygonetum lapathifolii"," R36   ","",NA,12,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",590
"Q-P09812",209812,0,"Paspalo-Agrostion semiverticillati","Bidention tripartitae","Bidenti tripartitae-Polygonetum lapathifolii"," Qb    ","",NA,12,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",600
"Q-P09813",209813,0,"Paspalo-Agrostion semiverticillati","Bidention tripartitae","Bidenti tripartitae-Polygonetum lapathifolii"," C35a  ","",NA,8,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",530
"Q-P09840",209840,1,"Potentillion anserinae",NA,"Comunidad de Crypsis schoenoides y Cyperus fuscus","R36","",NA,4,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",590
"Q-P09917",2169,0,"Geo urbani-Alliarion officinalis","Cymbalario-Asplenion","Cymbalarietum muralis","V","SE",90,4,"2000",-6.614058215,41.93663371,"1 - UTM1x1 + Elevation",750
"Q-P09918",2170,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","W",90,3,"2000",-6.902707464,41.96319006,"3 - UTM10x10 + Elevation",800
"Q-P09919",2171,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","NW",90,2,"2000",-7.068164578,41.83317711,"3 - UTM10x10 + Elevation",830
"Q-P09920",2172,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","V","NW",90,2,"2000",-6.883145708,41.79997091,"3 - UTM10x10 + Elevation",840
"Q-P09921",2173,0,"Cymbalario-Asplenion","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","V","S",90,1,"2000",-6.860724682,41.86736218,"3 - UTM10x10 + Elevation",850
"Q-P09946",87,0,"Sisymbrion officinalis","Cirsion richterano-chodati","Comunidad de Carduus carpetanus","V32","",NA,6,"2000",-6.830072255,41.71711066,"3 - UTM10x10 + Elevation",900
"Q-P09947",1047,0,"Scleranthion annui","Cirsion richterano-chodati","Comunidad de Carduus carpetanus","V38","",NA,8,"2000",-6.7732351,41.89548738,"3 - UTM10x10 + Elevation",990
"Q-P09948",1048,0,"Scleranthion annui","Cirsion richterano-chodati","Comunidad de Carduus carpetanus","V32","S",9,10,"2000",-6.611594935,41.85026448,"3 - UTM10x10 + Elevation",870
"Q-P09949",1049,0,"Scleranthion annui","Cirsion richterano-chodati","Comunidad de Carduus carpetanus","R1R","",NA,4,"2000",-6.833092387,41.84847887,"3 - UTM10x10 + Elevation",910
"Q-P09950",1050,0,"Scleranthion annui","Cirsion richterano-chodati","Comunidad de Carduus carpetanus","V38","",NA,12,"2000",-7.079603721,41.89940303,"3 - UTM10x10 + Elevation",780
"Q-P09951",1051,0,"Scleranthion annui","Onopordion castellani","Carlino corymbosae-Carthametum lanati","V33","W",54,4,"2000",-6.80628046,41.80254728,"3 - UTM10x10 + Elevation",680
"Q-P09952",88,0,"Dauco-Melilotion","Onopordion castellani","Carlino corymbosae-Carthametum lanati","V33","",NA,10,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",560
"Q-P09953",89,0,"Dauco-Melilotion","Onopordion castellani","Carlino corymbosae-Carthametum lanati","V38","SE",36,6,"2000",-7.018834242,41.85292547,"3 - UTM10x10 + Elevation",760
"Q-P09954",1052,0,"Dauco-Melilotion","Onopordion castellani","Carlino corymbosae-Carthametum lanati","V33","S",4.5,4,"2000",-6.607392805,41.86120262,"3 - UTM10x10 + Elevation",790
"Q-P09959",209959,0,"Potentillion anserinae","Hordeion murini","Comunidad de Carduus pycnocephalus y Carduus tenuiflorus","V33","",NA,10,"2000",-6.994015306,41.84118635,"3 - UTM10x10 + Elevation",760
"Q-P09962",209962,0,"Potentillion anserinae","Hordeion murini","Comunidad de Carduus pycnocephalus y Carduus tenuiflorus","V32","",NA,8,"2000",-6.605977199,41.83603333,"3 - UTM10x10 + Elevation",820
"Q-P09967",90,0,"Sisymbrion officinalis","Silybo mariani-Urticion piluliferae","Comunidad de Silybum marianum y Carduus tenuiflorus","V32","SW",9,16,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",600
"Q-P09968",91,0,"Sisymbrion officinalis","Silybo mariani-Urticion piluliferae","Comunidad de Silybum marianum y Carduus tenuiflorus","V32","",NA,6,"2000",-6.788335231,41.82475275,"3 - UTM10x10 + Elevation",640
"Q-P09982",1799,1,"Polygono-Coronopodion","Polygono-Coronopodion","Matricario-Polygonetum avicularis","V35","",NA,4,"2000",-7.182960705,41.96578556,"2 - UTM1x1 + Centroid",750
"Q-P09983",1800,1,"Polygono-Coronopodion","Polygono-Coronopodion","Matricario-Polygonetum avicularis","V35","",NA,5,"2000",-7.053959534,41.87510045,"3 - UTM10x10 + Elevation",790
"Q-P09984",1801,1,"Polygono-Coronopodion","Polygono-Coronopodion","Matricario-Polygonetum avicularis","V35","SE",9,1,"2000",-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",600
"Q-P09985",1802,1,"Polygono-Coronopodion","Polygono-Coronopodion","Matricario-Polygonetum avicularis","V35","",NA,2,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",620
"Q-P09986",209986,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V35","",NA,1,"2000",-6.827197264,41.74962379,"3 - UTM10x10 + Elevation",840
"Q-P09989",209989,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V34","",NA,1,"2000",-6.766626048,41.8650886,"3 - UTM10x10 + Elevation",640
"Q-P09991",209991,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V35","",NA,2,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",620
"Q-P09993",209993,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V35","",NA,3,"2000",-6.632766489,41.88381447,"3 - UTM10x10 + Elevation",640
"Q-P09995",209995,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V34","",NA,4,"2000",-6.613956586,41.93483594,"1 - UTM1x1 + Elevation",770
"Q-P09996",1813,0,"Polygono-Coronopodion","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V35","",NA,4,"2000",-7.056833538,41.84438384,"3 - UTM10x10 + Elevation",750
"Q-P09997",1814,0,"Polygono-Coronopodion","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V35","",NA,2,"2000",-6.755024052,41.87267286,"3 - UTM10x10 + Elevation",640
"Q-P09998",209998,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V35","",NA,1,"2000",-6.730139245,41.90049921,"3 - UTM10x10 + Elevation",670
"Q-P09999",209999,0,"Polycarpion tetraphylli","Scleranthion annui","Comunidad de Spergularia purpurea y Plantago coronopus","V","",NA,1,"2000",-6.736622917,41.88768148,"3 - UTM10x10 + Elevation",640
"Q-P10001",210001,0,"Polycarpion tetraphylli","Scleranthion annui","Comunidad de Spergularia purpurea y Plantago coronopus","V32","",NA,1,"2000",-6.604765258,41.81445954,"3 - UTM10x10 + Elevation",780
"Q-P10002",210002,0,"Polycarpion tetraphylli","Scleranthion annui","Comunidad de Spergularia purpurea y Plantago coronopus","V","",NA,1,"2000",-6.891229027,41.77448393,"3 - UTM10x10 + Elevation",800
"Q-P10003",210003,0,"Polycarpion tetraphylli","Scleranthion annui","Comunidad de Spergularia purpurea y Plantago coronopus","V35","",NA,1,"2000",-6.75941207,41.86532531,"3 - UTM10x10 + Elevation",670
"Q-P10004",210004,0,"Polycarpion tetraphylli","Scleranthion annui","Comunidad de Spergularia purpurea y Plantago coronopus","V32","",NA,1,"2000",-6.929148103,41.88304723,"3 - UTM10x10 + Elevation",680
"Q-P10021",1822,0,"Polygono-Coronopodion","Chenopodion muralis","Urtico urentis-Malvetum neglectae","V37","",NA,8,"2000",-6.928752015,41.95509681,"3 - UTM10x10 + Elevation",800
"Q-P10022",1823,0,"Polygono-Coronopodion","Chenopodion muralis","Urtico urentis-Malvetum neglectae","R","NE",9,8,"2000",-6.961072646,41.77569525,"3 - UTM10x10 + Elevation",820
"Q-P10023",1824,0,"Polygono-Coronopodion","Chenopodion muralis","Urtico urentis-Malvetum neglectae","V37","",NA,4,"2000",-7.006255233,41.84436117,"3 - UTM10x10 + Elevation",720
"Q-P10024",1825,0,"Sisymbrion officinalis","Chenopodion muralis","Urtico urentis-Malvetum neglectae","V37","",NA,4,"2000",-6.761816739,41.86524646,"3 - UTM10x10 + Elevation",650
"Q-P10027",92,1,"Sisymbrion officinalis","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum","V32","SE",25,6,"2000",-6.725117844,41.89706054,"3 - UTM10x10 + Elevation",660
"Q-P10028",93,0,"Oxalidion europaeae","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum","V32","",NA,2,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",520
"Q-P10029",94,1,"Sisymbrion officinalis","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum","V37","",NA,2,"2000",-6.803064813,41.91071034,"3 - UTM10x10 + Elevation",1000
"Q-P10030",95,1,"Sisymbrion officinalis","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum","V37","",NA,5,"2000",-6.695830527,41.89080433,"3 - UTM10x10 + Elevation",660
"Q-P10031",96,1,"Sisymbrion officinalis","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum","V32","",NA,8,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",600
"Q-P10032",97,1,"Sisymbrion officinalis","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum","V32","",NA,6,"2000",-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",600
"Q-P10033",98,1,"Sisymbrion officinalis","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum","V37","",NA,6,"2000",-7.038993386,41.82880563,"3 - UTM10x10 + Elevation",740
"Q-P10034",99,1,"Sisymbrion officinalis","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum","V32","",NA,16,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",500
"Q-P10035",100,1,"Sisymbrion officinalis","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum","V32","",NA,4,"2000",-6.584742758,41.84390284,"3 - UTM10x10 + Elevation",900
"Q-P10036",1053,1,"Scleranthion annui",NA,"","V15","SW",4.5,12,NA,-6.594360057,41.84360189,"3 - UTM10x10 + Elevation",940
"Q-P10037",1054,1,"Scleranthion annui",NA,"","V15","S",5,6,NA,-6.589350209,41.84015678,"3 - UTM10x10 + Elevation",920
"Q-P10038",1055,1,"Scleranthion annui",NA,"","V15","",NA,8,NA,-6.570114655,41.88398082,"3 - UTM10x10 + Elevation",900
"Q-P10040",1056,1,"Scleranthion annui",NA,"","V15","W",4.5,25,NA,-6.844864028,41.8841034,"3 - UTM10x10 + Elevation",900
"Q-P10041",1057,1,"Scleranthion annui",NA,"","V15","",NA,30,NA,-7.163941607,41.93598928,"3 - UTM10x10 + Elevation",780
"Q-P10042",1058,1,"Scleranthion annui",NA,"","V15","",NA,20,NA,-7.128977716,41.91744476,"3 - UTM10x10 + Elevation",780
"Q-P10043",1059,1,"Scleranthion annui",NA,"","V15","",NA,4,NA,-7.159197525,41.90014462,"3 - UTM10x10 + Elevation",820
"Q-P10045",1060,1,"Scleranthion annui",NA,"","V15","S",4.5,25,NA,-6.813546977,41.92476961,"3 - UTM10x10 + Elevation",1030
"Q-P10046",1061,1,"Scleranthion annui",NA,"","V15","",NA,20,NA,-6.602866544,41.82352414,"3 - UTM10x10 + Elevation",880
"Q-P10047",1062,1,"Scleranthion annui",NA,"","V15","SW",4.5,16,NA,-6.596850701,41.80210099,"3 - UTM10x10 + Elevation",750
"Q-P10048",1063,1,"Scleranthion annui",NA,"","V15","",NA,16,NA,-6.628056888,41.88576452,"3 - UTM10x10 + Elevation",680
"Q-P10049",1064,1,"Scleranthion annui",NA,"","V15","",NA,25,NA,-7.0318689,41.86867586,"3 - UTM10x10 + Elevation",760
"Q-P10050",1065,1,"Scleranthion annui",NA,"","V15","",NA,25,NA,-6.956713676,41.78304936,"3 - UTM10x10 + Elevation",880
"Q-P10051",1066,1,"Scleranthion annui",NA,"","V15","",NA,20,NA,-6.962255002,41.75584432,"3 - UTM10x10 + Elevation",850
"Q-P10052",1067,1,"Scleranthion annui",NA,"","V15","W",4.5,25,NA,-6.951235016,41.88949185,"3 - UTM10x10 + Elevation",790
"Q-P10053",1068,1,"Scleranthion annui",NA,"","V15","",NA,15,NA,-7.067007472,41.89084622,"3 - UTM10x10 + Elevation",860
"Q-P10054",1069,1,"Scleranthion annui","Scleranthion annui","Catapodietum patentis","V15","NNE",9,16,"2000",-6.597757147,41.81828152,"3 - UTM10x10 + Elevation",830
"Q-P10055",1070,1,"Scleranthion annui","Scleranthion annui","Catapodietum patentis","V15","SE",4.5,9,"2000",-7.059109571,41.88032087,"3 - UTM10x10 + Elevation",840
"Q-P10060",1071,1,"Scleranthion annui","Scleranthion annui","Comunidad de Chrysanthemum segetum y Lolium rigidum","V15","W",4.5,12,"2000",-6.635274238,41.88553598,"3 - UTM10x10 + Elevation",640
"Q-P10061",1072,1,"Scleranthion annui","Scleranthion annui","Comunidad de Chrysanthemum segetum y Lolium rigidum","V15","",NA,10,"2000",-6.76432699,41.86696504,"3 - UTM10x10 + Elevation",630
"Q-P10062",1073,0,"Oxalidion europaeae","Scleranthion annui","Miboro minimae-Arabidopsietum thalianae","V15","",NA,4,"2000",-6.592963053,41.86165553,"3 - UTM10x10 + Elevation",840
"Q-P10064",1074,0,"Oxalidion europaeae","Scleranthion annui","Miboro minimae-Arabidopsietum thalianae","V15","NW",13.5,4,"2000",-6.724490367,41.88627521,"3 - UTM10x10 + Elevation",650
"Q-P10065",1075,1,"Scleranthion annui","Scleranthion annui","Miboro minimae-Arabidopsietum thalianae","V15","S",13.5,1,"2000",-6.736518026,41.88588395,"3 - UTM10x10 + Elevation",630
"Q-P10066",1076,0,"Oxalidion europaeae","Scleranthion annui","Miboro minimae-Arabidopsietum thalianae","V15","",NA,3,"2000",-6.684422129,41.90197718,"3 - UTM10x10 + Elevation",680
"Q-P10067",1077,0,"Oxalidion europaeae","Scleranthion annui","Miboro minimae-Arabidopsietum thalianae","V15","SE",45,10,"2000",-6.939459901,41.9331186,"3 - UTM10x10 + Elevation",780
"Q-P10068",1078,1,"Scleranthion annui","Scleranthion annui","Miboro minimae-Arabidopsietum thalianae","V15","",NA,6,"2000",-7.182540579,41.88849023,"3 - UTM10x10 + Elevation",700
"Q-P10069",1079,0,"Oxalidion europaeae","Scleranthion annui","Miboro minimae-Arabidopsietum thalianae","V15","ESE",4.5,4,"2000",-6.639224308,41.82777945,"3 - UTM10x10 + Elevation",830
"Q-P10070",1080,1,"Scleranthion annui","Scleranthion annui","Miboro minimae-Arabidopsietum thalianae","V15","E",9,4,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",560
"Q-P10071",1081,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Echinochloa crus-galli y Setaria Verticillata","V15","",NA,16,"2000",-6.724490367,41.88627521,"3 - UTM10x10 + Elevation",640
"Q-P10072",1082,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Echinochloa crus-galli y Setaria Verticillata","V","",NA,12,"2000",-6.727942574,41.90417254,"3 - UTM10x10 + Elevation",670
"Q-P10073",1083,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Echinochloa crus-galli y Setaria Verticillata","V15","",NA,20,"2000",-6.630258874,41.88209289,"3 - UTM10x10 + Elevation",660
"Q-P10074",1084,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Echinochloa crus-galli y Setaria Verticillata","V34","",NA,6,"2000",-6.866908731,41.86536384,"4 - UTM10x10 + Centroid",550
"Q-P10075",1085,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Echinochloa crus-galli y Setaria Verticillata","V37","",NA,4,"2000",-6.963473393,41.77561233,"3 - UTM10x10 + Elevation",760
"Q-P10077",1086,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Echinochloa crus-galli y Setaria Verticillata","V15","",NA,20,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",530
"Q-P10078",1087,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Echinochloa crus-galli y Setaria Verticillata","V15","",NA,4,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",540
"Q-P10081",1088,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Lamium amplexicaule y Stellaria media","V15","",NA,4,"2000",-6.727942574,41.90417254,"3 - UTM10x10 + Elevation",660
"Q-P10082",1089,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Lamium amplexicaule y Stellaria media","V","",NA,2,"2000",-6.800658553,41.91079012,"3 - UTM10x10 + Elevation",1000
"Q-P10083",1090,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Lamium amplexicaule y Stellaria media","V15","",NA,2,"2000",-6.761711225,41.86344897,"3 - UTM10x10 + Elevation",630
"Q-P10084",1091,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Lamium amplexicaule y Stellaria media","V","",NA,6,"2000",-6.731706991,41.88604061,"3 - UTM10x10 + Elevation",650
"Q-P10085",1092,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Lamium amplexicaule y Stellaria media","V15","",NA,4,"2000",-6.632890883,41.80096541,"3 - UTM10x10 + Elevation",870
"Q-P10086",1093,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Lamium amplexicaule y Stellaria media","V15","",NA,4,"2000",-7.07582557,41.87792696,"3 - UTM10x10 + Elevation",700
"Q-P10087",1094,1,"Oxalidion europaeae","Oxalidion europaeae","Comunidad de Lamium amplexicaule y Stellaria media","V","",NA,4,"2000",-6.899963984,41.72015921,"3 - UTM10x10 + Elevation",900
