"SIVIMID","Relevé.number","Semisupervised","Revised.alliance","Alliance","Sintaxon","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
"T-P36785",1715,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,60,"1993",-7.590152029,42.49413472,"1 - UTM1x1 + Elevation",310
"T-P36786",1716,1,"Scleranthion annui","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","W",5,10,"1993",-7.660414587,42.42466861,"1 - UTM1x1 + Elevation",200
"T-P36787",1717,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,40,"1993",-7.427131223,41.60572943,"4 - UTM10x10 + Centroid",400
"T-P36788",1718,1,"Scleranthion annui","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","E",NA,25,"1993",-7.512785586,42.36576295,"2 - UTM1x1 + Centroid",350
"T-P36789",1719,1,"Scleranthion annui","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","SE",10,40,"1993",-7.60515453,42.46652156,"1 - UTM1x1 + Elevation",360
"T-P36790",1720,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,60,"1993",-7.622749736,42.50722701,"1 - UTM1x1 + Elevation",400
"T-P36791",1721,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,30,"1993",-7.556365816,42.56481157,"2 - UTM1x1 + Centroid",320
"T-P36792",1722,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,50,"1993",-7.549929036,42.57677234,"1 - UTM1x1 + Elevation",380
"T-P36793",1723,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,30,"1993",-7.504385631,42.553366,"1 - UTM1x1 + Elevation",320
"T-P36794",1724,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,80,"1993",-7.384577706,42.58124494,"2 - UTM1x1 + Centroid",500
"T-P36795",1725,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","E",NA,40,"1993",-7.581629939,42.51068248,"2 - UTM1x1 + Centroid",390
"T-P36796",1726,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","NE",NA,30,"1993",-7.350827818,42.65654926,"1 - UTM1x1 + Elevation",740
"T-P36797",1727,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","SW",NA,40,"1993",-7.5993288,42.48656336,"1 - UTM1x1 + Elevation",300
"T-P36798",1728,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","",0,30,"1993",-7.465546396,42.62331529,"1 - UTM1x1 + Elevation",380
"T-P36799",1729,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V","",0,25,"1993",-7.470538053,42.6249209,"1 - UTM1x1 + Elevation",380
"T-P36800",1730,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V37","",0,30,"1993",-7.388302417,42.56508219,"1 - UTM1x1 + Elevation",400
"T-P36801",1731,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V37","SE",10,40,"1993",-7.35825285,42.65806717,"1 - UTM1x1 + Elevation",760
"T-P36802",1732,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","",0,50,"1993",-7.594477336,42.48675836,"1 - UTM1x1 + Elevation",300
"T-P36803",1733,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V37","",0,50,"1993",-7.528987429,42.69104574,"2 - UTM1x1 + Centroid",290
"T-P36804",1734,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V37","",0,50,"1993",-7.388302417,42.56508219,"1 - UTM1x1 + Elevation",400
"T-P36805",1735,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","",0,25,"1993",-7.504256247,42.55157042,"1 - UTM1x1 + Elevation",320
"T-P36806",1736,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V34","",0,40,"1993",-7.528987429,42.69104574,"2 - UTM1x1 + Centroid",290
"T-P36807",1737,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","",0,50,"1993",-7.537686867,42.50883315,"1 - UTM1x1 + Elevation",290
"T-P36808",1738,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V","",0,20,"1993",-7.350827818,42.65654926,"1 - UTM1x1 + Elevation",740
"T-P36809",1739,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","",0,25,"1993",-7.633759504,42.42575155,"1 - UTM1x1 + Elevation",460
"T-P36810",1740,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","S",NA,25,"1993",-7.630938987,42.42046377,"1 - UTM1x1 + Elevation",460
"T-P36811",1741,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V","",0,30,"1993",-7.631071393,42.42225908,"1 - UTM1x1 + Elevation",460
"T-P36812",1742,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V34","",0,15,"1993",-7.604363486,42.45574938,"1 - UTM1x1 + Elevation",360
"T-P36813",1743,0,"Oxalidion europaeae","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae","V37","",0,80,"1993",-7.504256247,42.55157042,"1 - UTM1x1 + Elevation",310
"T-P36814",944,0,"Sisymbrion officinalis","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae","V32","",20,15,"1993",-7.492993562,42.53040526,"1 - UTM1x1 + Elevation",300
"T-P36815",945,0,"Dauco-Melilotion","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae","V33","",0,9,"1993",-7.631960626,42.46723974,"2 - UTM1x1 + Centroid",220
"T-P36816",946,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo diandri-Carduetum tenuiflori","V33","",0,10,"1993",-7.526591519,42.52367829,"1 - UTM1x1 + Elevation",290
"T-P36817",947,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo diandri-Carduetum tenuiflori","V33","",0,25,"1993",-7.569957369,42.48413941,"1 - UTM1x1 + Elevation",300
"T-P36818",948,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo diandri-Carduetum tenuiflori","V33","",0,10,"1993",-7.615647268,42.4769026,"1 - UTM1x1 + Elevation",290
"T-P36819",949,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo diandri-Carduetum tenuiflori","V32","",0,20,"1993",-7.471014783,42.52946593,"1 - UTM1x1 + Elevation",320
"T-P36820",950,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo diandri-Carduetum tenuiflori","V32","",0,30,"1993",-7.495550365,42.53210546,"1 - UTM1x1 + Elevation",300
"T-P36821",951,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo diandri-Carduetum tenuiflori","V32","",0,20,"1993",-7.521606945,42.5220748,"1 - UTM1x1 + Elevation",290
"T-P36822",2124,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,8,"1993",-7.620455797,42.50912038,"1 - UTM1x1 + Elevation",390
"T-P36823",2125,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,8,"1993",-7.303231438,42.63854269,"1 - UTM1x1 + Elevation",640
"T-P36824",2126,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,5,"1993",-7.523644918,42.51659216,"1 - UTM1x1 + Elevation",300
"T-P36825",2127,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,4,"1993",-7.609295764,42.48976342,"1 - UTM1x1 + Elevation",370
"T-P36828",536828,0,"Polycarpion tetraphylli","Scrophularion sciophilae","Scrophulario sciophilae-Iberidetum hegelmaieri","V35","",NA,6,"1993",-7.467433132,42.51339966,"1 - UTM1x1 + Elevation",320
"T-P36846",2327,0,"Oxalidion europaeae","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","V","N",90,12,"1993",-7.507624686,42.52798861,"2 - UTM1x1 + Centroid",360
"T-P36847",2328,1,"Galio valantiae-Parietarion judaicae","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","?","E",90,20,"1993",-7.507624686,42.52798861,"2 - UTM1x1 + Centroid",360
"U-P00106",952,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","R","",NA,20,"2001",-5.235996238,43.07761704,"1 - UTM1x1 + Elevation",1625
"U-P00107",953,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","N",40,20,"2001",-5.240774929,43.07392172,"2 - UTM1x1 + Centroid",1515
"U-P00108",954,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,30,"2001",-5.057537865,43.03054059,"1 - UTM1x1 + Elevation",1080
"U-P00109",955,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","N",2,12,"2001",-5.02038241,43.02039722,"1 - UTM1x1 + Elevation",1130
"U-P00110",956,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,20,"2001",-5.013435233,43.03312621,"1 - UTM1x1 + Elevation",1100
"U-P00111",957,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,3,"2001",-5.018637393,43.04203918,"2 - UTM1x1 + Centroid",1160
"U-P00112",958,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,20,"2001",-5.023103985,43.10319149,"1 - UTM1x1 + Elevation",1280
"U-P00113",959,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,10,"2001",-5.152963185,43.02158083,"1 - UTM1x1 + Elevation",1560
"U-P00114",960,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,60,"2001",-5.140698815,43.02181098,"2 - UTM1x1 + Centroid",1300
"U-P00115",961,0,"Sisymbrion officinalis","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Onopordetum acanthii","V37","",NA,70,"2001",-5.040006392,43.02004898,"1 - UTM1x1 + Elevation",1100
"U-P00116",962,0,"Cirsion richterano-chodati","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Onopordetum acanthii","V38","",NA,20,"2001",-5.047365295,43.01991752,"1 - UTM1x1 + Elevation",1120
"U-P00117",963,0,"Cirsion richterano-chodati","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Onopordetum acanthii","V38","",NA,12,"2001",-5.097649652,43.05502502,"1 - UTM1x1 + Elevation",1175
"U-P00118",2128,1,"Polygono-Coronopodion","Polygono-Coronopodion","Matricario-Polygonetum arenastrii","V35","",NA,4,"2001",-5.092802311,43.05691472,"1 - UTM1x1 + Elevation",1215
"U-P00119",2129,1,"Polygono-Coronopodion","Polygono-Coronopodion","Matricario-Polygonetum arenastrii","V35","",NA,2,"2001",-5.089675513,43.03716177,"1 - UTM1x1 + Elevation",1140
"U-P00120",2130,1,"Polygono-Coronopodion","Polygono-Coronopodion","Matricario-Polygonetum arenastrii","V35","",NA,2,"2001",-5.00858687,43.03501237,"1 - UTM1x1 + Elevation",1080
"U-P00121",964,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,8,"2001",-5.013435233,43.03312621,"1 - UTM1x1 + Elevation",1100
"U-P00122",965,0,"Balloto-Conion maculati","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V","",NA,4,"2001",-5.00858687,43.03501237,"1 - UTM1x1 + Elevation",1100
"U-P00123",1744,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio amplexicaulis-Veronicetum hederifoliae","V15","",NA,100,"2001",-5.092924788,43.06051431,"1 - UTM1x1 + Elevation",1295
"U-P00152",600152,1,"Epilobion angustifolii",NA,"Origanetalia vulgaris","R57","E",60,20,"2001",-5.070228293,43.04291812,"1 - UTM1x1 + Elevation",1175
"U-P00287",600287,1,"Potentillion anserinae","Potentillion anserinae","Lolio perennis-Plantaginetum majoris","R36","",NA,4,"2001",-5.008939317,43.04581175,"1 - UTM1x1 + Elevation",1120
"U-P00288",600288,1,"Potentillion anserinae","Potentillion anserinae","Lolio perennis-Plantaginetum majoris","R36","",NA,4,"2001",-5.057537865,43.03054059,"1 - UTM1x1 + Elevation",1095
"U-P00289",2131,0,"Polygono-Coronopodion","Potentillion anserinae","Lolio perennis-Plantaginetum majoris","V35","",NA,2,"2001",-5.097649652,43.05502502,"1 - UTM1x1 + Elevation",1180
"U-P00290",600290,1,"Potentillion anserinae","Potentillion anserinae","Lolio perennis-Plantaginetum majoris","R36","",NA,6,"2001",-5.015594164,43.02408354,"1 - UTM1x1 + Elevation",1120
"U-P00422",2132,0,"Polygono-Coronopodion","Scleranthion annui","Comunidad de Corrigiola littoralis y Filaginella uliginosa","V","",NA,10,"2002",-4.94770647,42.97303206,"1 - UTM1x1 + Elevation",1100
"U-P00423",2133,0,"Polygono-Coronopodion","Scleranthion annui","Comunidad de Corrigiola littoralis y Filaginella uliginosa","V34","",NA,10,"2002",-4.945141732,42.96947378,"1 - UTM1x1 + Elevation",1100
"U-P00528",2329,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","NE",100,20,"2002",-5.114782695,42.83859615,"1 - UTM1x1 + Elevation",980
"U-P00529",2330,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","W",100,5,"2002",-5.141603583,42.90653401,"1 - UTM1x1 + Elevation",1030
"U-P00530",2331,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","S",100,2,"2002",-5.109590857,42.90172579,"1 - UTM1x1 + Elevation",1100
"U-P00531",2332,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","W",100,2,"2002",-4.903916548,42.98457479,"1 - UTM1x1 + Elevation",1130
"U-P00591",600591,0,"Cynancho-Convolvulion sepium","Calamagrostion pseudophragmitis","Erucastro nasturtiifolii-Calamagrostietum pseudophragmitis","R55","",NA,4,"2002",-5.088529798,42.9309274,"1 - UTM1x1 + Elevation",1000
"U-P00592",966,0,"Balloto-Conion maculati","Arction lappae","Chenopodio boni-henrici-Senecietum duriaei","V38","",NA,8,"2002",-4.849414986,43.04850181,"1 - UTM1x1 + Elevation",1270
"U-P00593",967,0,"Sisymbrion officinalis","Arction lappae","Chenopodio boni-henrici-Senecietum duriaei","V37","",NA,40,"2002",-4.913500197,42.97721112,"1 - UTM1x1 + Elevation",1150
"U-P00594",968,1,"Arction lappae","Arction lappae","Chenopodio boni-henrici-Senecietum duriaei","V37","E",5,10,"2002",-5.065268572,42.82149052,"1 - UTM1x1 + Elevation",1340
"U-P00595",969,1,"Dauco-Melilotion","Dauco-Melilotion","Comunidad de Daucus carota y Melilotus alba","V38","",NA,5,"2002",-5.142618143,42.86509295,"1 - UTM1x1 + Elevation",980
"U-P00596",970,1,"Dauco-Melilotion","Dauco-Melilotion","Comunidad de Daucus carota y Melilotus alba","V38","",NA,30,"2002",-5.09336753,42.92903805,"1 - UTM1x1 + Elevation",1050
"U-P00598",971,1,"Dauco-Melilotion","Dauco-Melilotion","Comunidad de Daucus carota y Melilotus alba","V38","",NA,8,"2002",-4.999356424,42.97754404,"1 - UTM1x1 + Elevation",1160
"U-P00599",972,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,10,"2002",-4.964406642,42.95833895,"1 - UTM1x1 + Elevation",1130
"U-P00600",973,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,20,"2002",-4.758959542,43.06253486,"1 - UTM1x1 + Elevation",1610
"U-P00601",974,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","SE",2,40,"2002",-4.916000901,42.89972784,"1 - UTM1x1 + Elevation",1410
"U-P00602",975,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,20,"2002",-5.017966356,42.9466012,"1 - UTM1x1 + Elevation",1110
"U-P00603",976,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","N",5,10,"2002",-4.932829752,42.96788147,"1 - UTM1x1 + Elevation",1100
"U-P00604",977,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,50,"2002",-4.934378278,42.93903997,"1 - UTM1x1 + Elevation",1170
"U-P00606",978,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,40,"2002",-5.153281116,42.89010627,"1 - UTM1x1 + Elevation",990
"U-P00607",979,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,10,"2002",-5.095877856,42.93079304,"1 - UTM1x1 + Elevation",1030
"U-P00608",980,0,"Sisymbrion officinalis","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,3,"2002",-5.127319845,42.84736866,"1 - UTM1x1 + Elevation",960
"U-P00609",981,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,40,"2002",-5.038905037,42.83817203,"1 - UTM1x1 + Elevation",1140
"U-P00610",982,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani","V38","",NA,50,"2002",-5.02411277,42.83483261,"2 - UTM1x1 + Centroid",1020
"U-P00611",983,0,"Cirsion richterano-chodati","Carduo carpetani-Cirsion odontolepidis","Comunidad de Carduus platypus subsp. platypus y Onopordum acanthium","V38","",NA,50,"2002",-5.149958132,42.8649553,"1 - UTM1x1 + Elevation",970
"U-P00618",2134,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis","V35","",NA,10,"2002",-4.849414986,43.04850181,"1 - UTM1x1 + Elevation",1270
"U-P00619",2135,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis","V35","",NA,4,"2002",-4.882839913,43.01734063,"2 - UTM1x1 + Centroid",1150
"U-P00620",2136,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis","V35","",NA,2,"2002",-4.793120148,43.0548008,"1 - UTM1x1 + Elevation",1390
"U-P00621",2137,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis","V35","",NA,8,"2002",-4.925588884,42.97160546,"1 - UTM1x1 + Elevation",1090
"U-P00623",1745,1,"Oxalidion europaeae","Oxalidion europaeae","Holosteo umbellati-Veronicetum persicae","V15","",NA,10,"2002",-4.986331844,42.80127568,"1 - UTM1x1 + Elevation",990
"U-P00629",984,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,10,"2002",-5.123147981,42.79701874,"1 - UTM1x1 + Elevation",940
"U-P00630",985,0,"Dauco-Melilotion","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","W",35,12,"2002",-5.128715053,42.81672614,"1 - UTM1x1 + Elevation",950
"U-P00631",986,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,20,"2002",-5.127381636,42.84916849,"1 - UTM1x1 + Elevation",960
"U-P00647",987,0,"Balloto-Conion maculati","Arction lappae","Galio aparines-Conietum maculati","V39","",NA,15,"2002",-5.001749362,42.97570125,"1 - UTM1x1 + Elevation",1140
"U-P00649",988,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Cariolophetum sempervirentis","V39","",NA,10,"2002",-4.94031511,42.89391527,"3 - UTM10x10 + Elevation",1370
"U-P00651",989,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","NW",15,20,"2002",-5.120104993,42.85110449,"1 - UTM1x1 + Elevation",980
"U-P00667",600667,0,"Epilobion angustifolii","Linarion triornithophorae","Trifolio medii-Lathyretum nigri","R55","",NA,100,"2002",-4.963882126,42.86469766,"1 - UTM1x1 + Elevation",1080
"U-P00914",600914,1,"Potentillion anserinae","Potentillion anserinae","Lolio perennis-Plantaginetum maioris","R36","",NA,4,"2002",-4.87297275,43.01570164,"1 - UTM1x1 + Elevation",1220
"U-P00915",600915,1,"Potentillion anserinae","Potentillion anserinae","Lolio perennis-Plantaginetum maioris","R36","",NA,3,"2002",-4.903860983,42.98277477,"1 - UTM1x1 + Elevation",1160
"U-P00916",600916,1,"Potentillion anserinae","Potentillion anserinae","Lolio perennis-Plantaginetum maioris","R36","",NA,5,"2002",-4.920798508,42.97528788,"1 - UTM1x1 + Elevation",1100
"U-P05018",990,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Oxalido acetosellae-Geranietum robertiani","R","",NA,6,"2005",-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",740
"U-P05024",991,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","V39","",NA,6,"2005",-1.862386131,42.83446799,"1 - UTM1x1 + Elevation",850
